name,last_match_date,current_elo,peak_elo,selo_Clay,selo_Grass,selo_Hard,wr_Clay,wr_Grass,wr_Hard,overall_wr,form10_wr,form5_wr,streak,avg_rest_days,matches_28d
Amir Milushev,2023-02-03,1485.5296486917891,1485.5296486917891,1500.0,1500.0,1489.68147912786,0.5,0.5,0.45454545454545453,0.45454545454545453,0.5,0.5,-1,30.0,1
Amr Elsayed Abdou Ahmed Mohamed,2024-09-13,1488.2370307579233,1512.2514176306206,1499.3203319466882,1500.0,1491.3582529418836,0.5,0.5,0.45454545454545453,0.47058823529411764,0.42857142857142855,0.4,-1,47.142857142857146,1
Andrea Arnaboldi,2021-01-05,1488.0,1488.0,1500.0,1500.0,1491.0,0.5,0.5,0.45454545454545453,0.45454545454545453,0.5,0.5,-1,30.0,1
Andrea Collarini,2024-07-22,1474.6904370676375,1488.0,1481.8402127708594,1500.0,1500.0,0.4166666666666667,0.5,0.5,0.4166666666666667,0.5,0.5,-2,45.0,1
Andrea Pellegrino,2024-07-15,1487.6435750754365,1487.6435750754365,1490.9393942909821,1500.0,1500.0,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,1
Andrea Vavassori,2024-07-29,1515.5961904516232,1527.901215320456,1504.9391667194022,1483.1849712287228,1505.0771817973339,0.48,0.4166666666666667,0.5,0.4666666666666667,0.4,0.4,1,24.35,1
Andreas Seppi,2022-06-06,1435.399161872199,1495.0248571837246,1490.9501073126817,1499.328861674866,1450.380534626969,0.46153846153846156,0.5,0.35714285714285715,0.3783783783783784,0.2,0.4,-2,14.25925925925926,1
Andrej Martin,2022-01-31,1454.9149809730268,1488.0,1480.89517494415,1500.0,1474.1602367738747,0.44,0.5,0.38461538461538464,0.39285714285714285,0.4,0.2,-2,15.88888888888889,1
Andrej Nedic,2024-02-03,1464.704803240706,1488.0,1481.6811688033072,1500.0,1491.0,0.4166666666666667,0.5,0.45454545454545453,0.38461538461538464,0.0,0.0,-3,50.0,1
Andreja Petrovic,2023-02-03,1491.015532189825,1491.015532189825,1500.0,1500.0,1492.2590848793427,0.5,0.5,0.45454545454545453,0.45454545454545453,0.5,0.5,-1,30.0,1
Andres Andrade,2024-09-14,1523.185691787672,1523.185691787672,1509.0,1500.0,1500.1674854642988,0.5454545454545454,0.5,0.5,0.5833333333333334,0.5,0.5,2,45.0,1
Andres Martin,2024-07-22,1482.5063414042593,1514.3601011727399,1500.0,1500.0,1483.3362924019507,0.5,0.5,0.42857142857142855,0.42857142857142855,0.25,0.25,-3,37.5,1
Andrew Harris,2021-02-01,1512.0,1512.0,1500.0,1500.0,1499.7669153919285,0.5,0.5,0.5,0.5454545454545454,0.5,0.5,1,30.0,1
Andrey Kuznetsov,2023-08-21,1468.6468874068412,1487.1260703091602,1484.3632683739668,1500.0,1491.1181644422318,0.4166666666666667,0.5,0.45454545454545453,0.38461538461538464,0.0,0.0,-3,50.0,1
Andrey Rublev,2025-08-04,1703.1982024138285,1832.7924137438636,1658.7572765315483,1576.4807391177385,1671.0341748143062,0.6823529411764706,0.6388888888888888,0.6682027649769585,0.6792452830188679,0.6,0.6,-1,4.876623376623376,5
Andy Murray,2024-06-17,1523.5075955118978,1651.4099311310852,1468.1148235782907,1520.7784143218669,1529.620863908777,0.3888888888888889,0.5483870967741935,0.5,0.5,0.4,0.2,1,9.420634920634921,4
Anthony Susanto,2024-02-03,1476.414300586377,1488.0,1500.0,1500.0,1481.9939621580363,0.5,0.5,0.4166666666666667,0.4166666666666667,0.5,0.5,-2,45.0,1
Antoine Bellier,2023-02-06,1518.2814139974805,1539.6952993060595,1500.0,1518.0176830008031,1492.542293031372,0.5,0.5714285714285714,0.46153846153846156,0.5294117647058824,0.5714285714285714,0.4,-2,21.428571428571427,1
Antoine Escoffier,2024-01-29,1487.0870005098627,1487.0870005098627,1500.0,1500.0,1490.1756213867752,0.5,0.5,0.45454545454545453,0.45454545454545453,0.5,0.5,-1,30.0,1
Antoine Hoang,2021-09-20,1480.7621369622382,1512.0,1500.0,1500.268388570656,1482.816341015641,0.5,0.5,0.4166666666666667,0.42857142857142855,0.25,0.25,-3,27.75,2
Aqeel Khan,2024-09-14,1500.4325072650443,1500.8001564407266,1500.0,1499.7719193924802,1508.5586396563688,0.5,0.5,0.5454545454545454,0.5,0.5,0.6,1,41.25,1
Aristotelis Thanos,2024-09-14,1506.1357042153381,1517.1634041163727,1509.2330846080715,1500.0,1494.0592370519662,0.5454545454545454,0.5,0.46153846153846156,0.5,0.5,0.5,-1,52.5,1
Arjun Kadhe,2022-01-31,1484.2244571100969,1484.2244571100969,1500.0,1500.0,1490.4527598347122,0.5,0.5,0.45454545454545453,0.45454545454545453,0.5,0.5,-1,30.0,1
