name,last_match_date,current_elo,peak_elo,selo_Clay,selo_Grass,selo_Hard,wr_Clay,wr_Grass,wr_Hard,overall_wr,form10_wr,form5_wr,streak,avg_rest_days,matches_28d
Kaichi Uchida,2022-10-03,1495.0946925212322,1512.9619071259676,1500.0,1509.0,1486.3807257246438,0.5,0.575,0.36937812499999995,0.46681294879999996,0.42875740160000003,0.3737600000000001,-2.0,22.732000000000003,2.6753661398372524
Alejandro Moro Canas,2024-07-01,1494.8940343419827,1513.4776110917855,1501.558445684139,1490.7727543945764,1500.0,0.48874999999999996,0.425,0.5,0.46830799999999995,0.43366400000000005,0.3840000000000001,-2.0,22.2,1.2346383321885015
Guy Gen Ouden,2026-02-12,1494.8390339272744,1500.0,1500.0,1500.0,1495.6021375504356,0.5,0.5,0.425,0.47,0.44,0.4,-1.0,20.0,1.0
Marcelo Tomas Barrios Vera,2026-02-16,1494.7035574038807,1500.0,1495.3671602479676,1500.0,1500.0,0.425,0.5,0.5,0.47,0.44,0.4,-1.0,20.0,1.0
Zdenek Kolar,2022-06-27,1494.6365232322282,1509.6683283111238,1503.1906722205172,1491.461852159286,1500.0,0.48874999999999996,0.425,0.5,0.46830799999999995,0.43366400000000005,0.3840000000000001,-2.0,19.7,1.5730095937203803
Nicolas Barrientos,2023-02-03,1494.4285651862929,1500.0167504999954,1502.3895924746964,1500.0,1490.7553336063472,0.48874999999999996,0.5,0.425,0.471692,0.446336,0.41600000000000004,-1.0,26.43,1.1392156639233193
Santiago Fa Rodriguez Taverna,2022-05-23,1494.3307277105712,1500.0,1491.3840588758233,1500.0,1500.0,0.425,0.5,0.5,0.47,0.44,0.4,-1.0,20.0,1.0
Francisco Cabral,2024-07-29,1494.3289463211793,1500.0,1493.9682366702568,1500.0,1500.0,0.425,0.5,0.5,0.47,0.44,0.4,-1.0,20.0,1.0
Sanjar Fayziev,2022-03-04,1493.9304960509153,1505.7293125131985,1500.0,1500.0,1492.3764555530436,0.5,0.5,0.43456249999999996,0.471692,0.446336,0.41600000000000004,-1.0,21.6,2.1173191660942505
Alastair Gray,2022-06-27,1493.7334664837135,1499.6466131775564,1500.0,1491.7311832999017,1500.0,0.5,0.43456249999999996,0.5,0.471692,0.446336,0.41600000000000004,-1.0,21.6,2.1173191660942505
Juan Alejandro Hernandez Serrano,2022-08-01,1493.6242823025036,1500.4855719188724,1500.0,1500.0,1494.110166360702,0.5,0.5,0.43456249999999996,0.471692,0.446336,0.41600000000000004,-1.0,21.6,2.1173191660942505
Vladyslav Orlov,2024-02-01,1493.5845912720176,1501.071644938483,1500.0,1500.0,1494.9073374912746,0.5,0.5,0.4414714062499999,0.47318705119999993,0.4512425984000001,0.42624000000000006,-1.0,28.356000000000005,1.2500168749033724
Philip Sekulic,2023-10-02,1493.5500844744413,1511.2209483794597,1500.0,1500.0,1492.1684907603635,0.5,0.5,0.41543749999999996,0.46830799999999995,0.43366400000000005,0.3840000000000001,-2.0,17.4,2.302878115062111
Nicolas Alvarez Varona,2022-10-10,1493.479870742565,1500.961707358949,1491.0,1500.0,1502.3660923979717,0.425,0.5,0.48874999999999996,0.471692,0.446336,0.41600000000000004,-1.0,21.6,2.1173191660942505
Joaquin  Aguilar Cardozo,2024-09-13,1493.3308529459455,1512.008867342589,1497.0157696761228,1500.0,1500.0,0.4806218749999999,0.5,0.5,0.49660951999999997,0.48722432000000004,0.46720000000000006,-1.0,25.44,1.248402118921552
Nishesh Basavareddy,2024-12-18,1493.1237780676577,1501.72532928561,1500.0,1500.0,1493.4692360503875,0.5,0.5,0.43456249999999996,0.471692,0.446336,0.41600000000000004,-1.0,16.2,3.0
Hiroki Moriya,2022-10-03,1493.1089900605637,1498.8153326899542,1500.0,1500.0,1494.9533776858777,0.5,0.5,0.43456249999999996,0.471692,0.446336,0.41600000000000004,-1.0,16.83,2.778800783071405
Jan Zielinski,2022-01-03,1492.9248750043191,1500.0,1500.0,1500.0,1492.9940579483407,0.5,0.5,0.425,0.47,0.44,0.4,-1.0,20.0,1.0
Mattia Bellucci,2026-03-18,1492.7865874012389,1520.5676607714563,1491.7577820950473,1490.327403987659,1493.0920199383663,0.425,0.425,0.3281935259912235,0.40129333118117616,0.3454297542202025,0.2850226500294191,-3.0,13.117621700209206,3.4694722240322418
Alejandro Gonzalez,2022-03-04,1492.651641326084,1500.0,1500.0,1500.0,1493.5881571134046,0.5,0.5,0.425,0.47,0.44,0.4,-1.0,20.0,1.0
James Trotter,2025-10-01,1492.4413423199658,1500.0,1500.0,1500.0,1493.890991601294,0.5,0.5,0.425,0.47,0.44,0.4,-1.0,20.0,1.0
Thiago Monteiro,2026-02-16,1492.4400307204503,1572.156839081994,1504.9628290737758,1465.6240013777199,1461.0453508159153,0.3761378080763957,0.2668756953125,0.3203287933604395,0.36080189540913266,0.26686396366916854,0.18251481846218157,-3.0,17.57783474382665,1.2543375586500547
Adria Soriano Barrera,2024-09-14,1492.2300649053907,1501.8082718628589,1500.4725793253378,1500.0,1492.076632916141,0.51125,0.5,0.425,0.471692,0.446336,0.41600000000000004,-1.0,22.2,1.2346383321885015
Michael Agwi,2024-09-13,1492.140020983151,1492.140020983151,1518.0138343979527,1500.0,1473.9153502371255,0.6387499999999999,0.5,0.30706249999999996,0.4833520111999999,0.4894659584,0.5238400000000001,2.0,22.896,2.248402118921552
Max Purcell,2024-08-26,1492.0708275800553,1536.455049546494,1472.5536755678181,1489.0743413632626,1459.9555526463196,0.36166252863103754,0.42721776214389934,0.3835934158586974,0.42247747225525395,0.44137901247529837,0.42774392117511084,-1.0,6.739322599453516,5.333117351251567
Carlos Gimeno Valero,2022-05-02,1491.9843679548223,1500.0,1490.6030740096683,1500.0,1500.0,0.425,0.5,0.5,0.47,0.44,0.4,-1.0,20.0,1.0
Facundo Diaz Acosta,2024-10-14,1491.8735375193505,1561.2485993372568,1540.8275920608235,1491.987774642423,1448.8083476800384,0.5394854426340797,0.425,0.20532153249591545,0.41343074452995904,0.3424798533679087,0.26565081747579916,-3.0,12.269873624435874,2.342634971928028
Ivan Gakhov,2024-04-15,1491.7875324694871,1503.6373131043604,1487.7991427519523,1500.0,1500.0,0.36937812499999995,0.5,0.5,0.44339048,0.39277568,0.33280000000000004,-2.0,25.44,1.248402118921552
Alex Bolt,2024-07-15,1491.6070989269915,1525.1332853576814,1500.0,1485.1044783613977,1488.630198447955,0.5,0.4202068257617187,0.37087284257686703,0.42150135503939046,0.40670982005967005,0.4222382445391336,-1.0,21.75804041862741,3.766808736056154
Nick Hardt,2024-07-15,1491.4199234689509,1511.5217929101798,1493.3100227087787,1500.0,1499.9907475632606,0.41543749999999996,0.5,0.5031218749999999,0.46848202395967975,0.4347709285990401,0.3876864000000001,-2.0,25.42542,1.2653954176182436
Michael Geerts,2022-10-17,1491.4164192523708,1511.2411833029842,1509.0281092530379,1500.0,1483.4262233502025,0.575,0.5,0.36124999999999996,0.46830799999999995,0.43366400000000005,0.3840000000000001,-2.0,24.6,1.3827028815441191
Omni Kumar,2024-08-19,1491.3182511050643,1513.6414300458366,1500.0,1500.0,1495.0767405071863,0.5,0.5,0.42234640625,0.4698030512,0.43857059839999996,0.39424000000000015,-2.0,20.652900000000002,1.407375148341144
Ye Cong Mo,2023-09-20,1491.317571791201,1500.0,1500.0,1500.0,1493.1027638198013,0.5,0.5,0.425,0.47,0.44,0.4,-1.0,20.0,1.0
Henry Bernet,2025-10-20,1491.2452183322223,1500.0,1500.0,1500.0,1492.7580218679755,0.5,0.5,0.425,0.47,0.44,0.4,-1.0,20.0,1.0
Christopher Eubanks,2024-08-26,1491.2357430517245,1613.3409020215709,1448.4895308703326,1539.0540895212405,1478.462177140048,0.15668205189746087,0.5079111092868602,0.4305619431235524,0.39990916584164493,0.4153310691098881,0.4164108032623271,-2.0,6.872546172345628,5.819917303045802
Chak Lam Coleman Wong,2024-01-01,1491.2256141213468,1500.0,1500.0,1500.0,1491.14277630076,0.5,0.5,0.425,0.47,0.44,0.4,-1.0,20.0,1.0
Maxime Janvier,2024-07-01,1491.0981141466964,1500.0,1500.0,1490.7138163475577,1500.0,0.5,0.425,0.5,0.47,0.44,0.4,-1.0,20.0,1.0
Andreja Petrovic,2023-02-03,1491.015532189825,1500.0,1500.0,1500.0,1492.2590848793427,0.5,0.5,0.425,0.47,0.44,0.4,-1.0,20.0,1.0
Joao Lucas Reis da Silva,2026-02-16,1490.9321605917532,1500.0,1491.9696723379082,1500.0,1500.0,0.425,0.5,0.5,0.47,0.44,0.4,-1.0,20.0,1.0
Gabi Adrian Boitan,2024-09-13,1490.9288429729572,1503.7933713332754,1490.9266829258959,1500.0,1499.5455786636678,0.425,0.5,0.48874999999999996,0.471692,0.446336,0.41600000000000004,-1.0,21.6,2.1173191660942505
Daniel Merida,2026-03-05,1490.7682685122606,1500.0,1500.0,1500.0,1492.2745931584345,0.5,0.5,0.425,0.47,0.44,0.4,-1.0,20.0,1.0
Brandon Perez,2021-09-18,1490.6792503716263,1500.0,1500.0,1500.0,1492.552512784425,0.5,0.5,0.425,0.47,0.44,0.4,-1.0,20.0,1.0
Nikolas Sanchez Izquierdo,2024-05-20,1490.6434686955201,1500.0,1492.473352345181,1500.0,1500.0,0.425,0.5,0.5,0.47,0.44,0.4,-1.0,20.0,1.0
Louis Wessels,2023-06-19,1490.6186642395191,1500.0,1500.0,1490.5400092234986,1500.0,0.5,0.425,0.5,0.47,0.44,0.4,-1.0,20.0,1.0
Alexander Zgirovsky,2021-09-18,1490.5467890074426,1500.0,1491.6687306040062,1500.0,1500.0,0.425,0.5,0.5,0.47,0.44,0.4,-1.0,20.0,1.0
Oriol Roca Batalla,2023-05-22,1490.4460520521498,1500.0,1491.935461437218,1500.0,1500.0,0.425,0.5,0.5,0.47,0.44,0.4,-1.0,20.0,1.0
Evan Furness,2022-09-19,1490.4029185686131,1500.0,1500.0,1500.0,1492.2343352869943,0.5,0.5,0.425,0.47,0.44,0.4,-1.0,20.0,1.0
Yshai Oliel,2024-09-13,1490.2988036519625,1490.2988036519625,1500.0,1500.0,1492.3992682505907,0.5,0.5,0.5519830200166015,0.4967666824583082,0.528943660930433,0.5950448640000001,2.0,32.4073116,2.1466757699612455
Nikolai Budov Kjaer,2025-10-20,1490.2786571476788,1500.0,1500.0,1500.0,1490.9504707965239,0.5,0.5,0.425,0.47,0.44,0.4,-1.0,20.0,1.0
Federico Agustin Gomez,2024-09-18,1490.2051460854984,1499.5494770111313,1490.6533557780936,1500.0,1500.4166210137198,0.425,0.5,0.48874999999999996,0.471692,0.446336,0.41600000000000004,-1.0,21.6,2.1173191660942505
August Holmgren,2025-10-01,1490.1295663583412,1523.172385326556,1500.2383617526114,1500.0,1493.4340779672436,0.51125,0.5,0.4109167683593749,0.4713961930783314,0.448964405455487,0.43060633600000014,-1.0,32.3943252,1.1467042631882918
Adam Neff,2024-02-05,1490.032063025258,1500.0,1500.0,1500.0,1491.258101499368,0.5,0.5,0.425,0.47,0.44,0.4,-1.0,20.0,1.0
Matteo Gigante,2024-05-06,1490.022574020423,1498.2803865780363,1492.724686342613,1500.0,1500.0,0.43456249999999996,0.5,0.5,0.471692,0.446336,0.41600000000000004,-1.0,19.35,2.28650479686019
Yousaf Khalil,2024-09-14,1490.0144442496842,1500.0,1500.0,1500.0,1492.221740144442,0.5,0.5,0.425,0.47,0.44,0.4,-1.0,20.0,1.0
Heve Kelley,2024-02-02,1489.9164478644889,1500.0,1500.0,1500.0,1491.905787335129,0.5,0.5,0.425,0.47,0.44,0.4,-1.0,20.0,1.0
Francisco Llanes,2021-09-18,1489.8833737652828,1500.0,1491.0089735067204,1500.0,1500.0,0.425,0.5,0.5,0.47,0.44,0.4,-1.0,20.0,1.0
Nicholas David Ionel,2024-02-03,1489.6198133279938,1509.6972413552044,1502.2581669149606,1500.0,1491.4916092696626,0.48874999999999996,0.5,0.43456249999999996,0.47019694879999985,0.4414294016000001,0.4057600000000001,-1.0,23.982,1.2621659056546024
Sebastian Fanselow,2024-05-20,1489.5068529489636,1500.0,1491.3692094626235,1500.0,1500.0,0.425,0.5,0.5,0.47,0.44,0.4,-1.0,20.0,1.0
