player_key,player,elo_current,elo_peak,wr_overall_sm,wr_Clay_sm,wr_Grass_sm,wr_Hard_sm,form10,form5,streak,avg_rest_days,rank_latest,matches_played,wins,last_date,raw_win_rate
alejandro moro canas,Alejandro Moro Canas,1494.890847253193,1513.4760209648975,0.46153846153846156,0.5,0.45454545454545453,0.5,0.3333333333333333,0.3333333333333333,-2,30.0,240.0,3,1,2024-07-01,0.3333333333333333
zdenek kolar,Zdenek Kolar,1494.6365232322282,1509.6683283111238,0.46153846153846156,0.5,0.45454545454545453,0.5,0.3333333333333333,0.3333333333333333,-2,21.666666666666668,134.0,3,1,2022-06-27,0.3333333333333333
nicolas barrientos,Nicolas Barrientos,1494.4205461832432,1500.0167504999954,0.46153846153846156,0.5,0.5,0.45454545454545453,0.3333333333333333,0.3333333333333333,-1,45.666666666666664,349.0,3,1,2023-02-03,0.3333333333333333
luciano darderi,Luciano Darderi,1494.3445208544804,1608.888190466346,0.4852941176470588,0.6136363636363636,0.5,0.2692307692307692,0.3,0.4,-2,8.39655172413793,,58,28,2025-08-13,0.4827586206896552
santiago fa rodriguez taverna,Santiago Fa Rodriguez Taverna,1494.3307277105712,1494.3307277105712,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2022-05-23,0.0
francisco cabral,Francisco Cabral,1494.328992726228,1494.328992726228,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2024-07-29,0.0
jacob fearnley,Jacob Fearnley,1493.871333766474,1511.144911704086,0.4375,0.5,0.42857142857142855,0.5,0.3333333333333333,0.4,-2,26.166666666666668,99.0,6,2,2025-07-01,0.3333333333333333
tung lin wu,Tung Lin Wu,1493.7741911450667,1499.3400209545161,0.45,0.5,0.5,0.47619047619047616,0.4,0.4,1,34.7,238.0,11,5,2024-09-14,0.45454545454545453
vladyslav orlov,Vladyslav Orlov,1493.5826724384806,1501.071644938483,0.4666666666666667,0.5,0.5,0.42857142857142855,0.4,0.4,-1,42.0,408.0,5,2,2024-02-01,0.4
philip sekulic,Philip Sekulic,1493.5445006061418,1511.2173167954834,0.46153846153846156,0.5,0.5,0.46153846153846156,0.3333333333333333,0.3333333333333333,-2,14.0,325.0,3,1,2023-10-02,0.3333333333333333
joaquin aguilar cardozo,Joaquin  Aguilar Cardozo ,1493.3276030710012,1512.008867342589,0.5,0.5,0.5,0.5,0.5,0.5,-1,37.5,1109.0,4,2,2024-09-13,0.5
alibek kachmazov,Alibek Kachmazov,1493.2992037357665,1493.2992037357665,0.4666666666666667,0.5,0.5,0.5,0.4,0.4,1,31.0,315.0,8,4,2024-09-18,0.5
jan zielinski,Jan Zielinski,1492.9248750043191,1492.9248750043191,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2022-01-03,0.0
nicolas arseneault,Nicolas Arseneault,1492.914995705349,1492.914995705349,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2025-07-29,0.0
alejandro gonzalez,Alejandro Gonzalez,1492.651641326084,1492.651641326084,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2022-03-04,0.0
benjamin hassan,Benjamin Hassan,1492.5551546198133,1505.036655598964,0.46153846153846156,0.5263157894736842,0.5,0.4,0.4,0.6,-1,31.5625,195.0,16,7,2024-10-14,0.4375
adria soriano barrera,Adria Soriano Barrera,1492.2299713453158,1501.8082639631048,0.46153846153846156,0.5,0.5,0.45454545454545453,0.3333333333333333,0.3333333333333333,-1,30.0,593.0,3,1,2024-09-14,0.3333333333333333
carlos gimeno valero,Carlos Gimeno Valero,1491.9843679548223,1491.9843679548223,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2022-05-02,0.0
facundo diaz acosta,Facundo Diaz Acosta,1491.8642446342628,1561.2427663360384,0.46,0.5526315789473685,0.45454545454545453,0.3333333333333333,0.4,0.2,-3,13.675,59.0,40,18,2024-10-14,0.45
ivan gakhov,Ivan Gakhov,1491.7968401722542,1503.6473178699262,0.42857142857142855,0.42857142857142855,0.5,0.5,0.25,0.25,-2,37.5,198.0,4,1,2024-04-15,0.25
nick hardt,Nick Hardt,1491.4195657973376,1511.5217929101798,0.47058823529411764,0.46153846153846156,0.5,0.5,0.42857142857142855,0.4,-2,30.0,229.0,7,3,2024-07-15,0.42857142857142855
michael geerts,Michael Geerts,1491.4164192523708,1511.2411833029842,0.46153846153846156,0.5454545454545454,0.5,0.4166666666666667,0.3333333333333333,0.3333333333333333,-2,40.0,268.0,3,1,2022-10-17,0.3333333333333333
omni kumar,Omni Kumar,1491.3184062556836,1513.6420269130087,0.4666666666666667,0.5,0.5,0.4666666666666667,0.4,0.4,-2,22.2,385.0,5,2,2024-08-19,0.4
ye cong mo,Ye Cong Mo,1491.3175311737525,1491.3175311737525,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2023-09-20,0.0
chak lam coleman wong,Chak Lam Coleman Wong,1491.22411085583,1491.22411085583,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2024-01-01,0.0
maxime janvier,Maxime Janvier,1491.0982648264405,1491.0982648264405,0.45454545454545453,0.5,0.45454545454545453,0.5,0.5,0.5,-1,30.0,,1,0,2024-07-01,0.0
andreja petrovic,Andreja Petrovic,1491.015532189825,1491.015532189825,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2023-02-03,0.0
mark lajal,Mark Lajal,1490.9012734557675,1490.9012734557675,0.4375,0.4166666666666667,0.45454545454545453,0.5,0.3333333333333333,0.4,1,35.0,269.0,7,2,2024-09-13,0.2857142857142857
brandon perez,Brandon Perez,1490.6792503716263,1490.6792503716263,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2021-09-18,0.0
nikolas sanchez izquierdo,Nikolas Sanchez Izquierdo,1490.6450032381354,1490.6450032381354,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2024-05-20,0.0
louis wessels,Louis Wessels,1490.61816499878,1490.61816499878,0.45454545454545453,0.5,0.45454545454545453,0.5,0.5,0.5,-1,30.0,,1,0,2023-06-19,0.0
mariano navone,Mariano Navone,1490.55160816876,1595.3646732438292,0.4444444444444444,0.5555555555555556,0.4,0.34782608695652173,0.3,0.2,-1,8.295454545454545,,44,19,2025-07-03,0.4318181818181818
alexander zgirovsky,Alexander Zgirovsky,1490.5467890074426,1490.5467890074426,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2021-09-18,0.0
oriol roca batalla,Oriol Roca Batalla,1490.4420720561352,1490.4420720561352,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2023-05-22,0.0
evan furness,Evan Furness,1490.4029185686131,1490.4029185686131,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2022-09-19,0.0
arthur fery,Arthur Fery,1490.2344696222895,1502.231948188944,0.42857142857142855,0.5,0.42857142857142855,0.5,0.25,0.25,-1,38.0,,4,1,2025-07-03,0.25
adam neff,Adam Neff,1490.034180761781,1490.034180761781,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2024-02-05,0.0
yousaf khalil,Yousaf Khalil,1490.0144422761048,1490.0144422761048,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2024-09-14,0.0
chun hsin tseng,Chun-Hsin Tseng,1489.9905898508089,1489.9905898508089,0.2702702702702703,0.42857142857142855,0.4166666666666667,0.2903225806451613,0.2,0.0,-5,26.037037037037038,121.0,27,5,2025-07-01,0.18518518518518517
heve kelley,Heve Kelley,1489.9164478644889,1489.9164478644889,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2024-02-02,0.0
francisco llanes,Francisco Llanes,1489.8833737652828,1489.8833737652828,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2021-09-18,0.0
matic kriznik,Matic Kriznik,1489.8283707598396,1511.5861725846826,0.46153846153846156,0.5454545454545454,0.5,0.4166666666666667,0.3333333333333333,0.3333333333333333,-2,50.0,,4,1,2024-02-02,0.25
mubarak shannan zayid,Mubarak Shannan Zayid,1489.7199217758653,1489.7199217758653,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2021-03-08,0.0
james mccabe,James McCabe,1489.6629227394658,1489.6629227394658,0.45454545454545453,0.5,0.4166666666666667,0.38461538461538464,0.5,0.5,-1,30.0,,5,0,2025-07-01,0.0
kris van wyk,Kris Van Wyk,1489.626775893638,1489.626775893638,0.46153846153846156,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,1,30.0,516.0,4,1,2024-02-02,0.25
nicholas david ionel,Nicholas David Ionel,1489.6198133279938,1509.6972413552044,0.4666666666666667,0.5,0.5,0.45454545454545453,0.4,0.4,-1,30.0,225.0,5,2,2024-02-03,0.4
joao faria,Joao Faria,1489.5975110315726,1489.5975110315726,0.45454545454545453,0.5,0.45454545454545453,0.5,0.5,0.5,-1,30.0,,1,0,2025-07-01,0.0
clement mainguy,Clement Mainguy,1489.592230430221,1489.592230430221,0.45454545454545453,0.5,0.5,0.5,0.5,0.5,-1,30.0,,2,0,2023-02-03,0.0
sebastian fanselow,Sebastian Fanselow,1489.5065363828458,1489.5065363828458,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2024-05-20,0.0
isaac becroft,Isaac Becroft,1489.426276756816,1489.426276756816,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2022-09-16,0.0
matthew forbes,Matthew Forbes,1489.4173880516717,1489.4173880516717,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2024-08-26,0.0
viacheslav bielinskyi,Viacheslav Bielinskyi,1489.3339533961116,1500.4755551633655,0.46153846153846156,0.5,0.5,0.4166666666666667,0.3333333333333333,0.3333333333333333,-1,50.0,622.0,3,1,2024-02-01,0.3333333333333333
yanaki milev,Yanaki Milev,1489.2957204748077,1490.565070264162,0.46153846153846156,0.5384615384615384,0.5,0.45454545454545453,0.3333333333333333,0.3333333333333333,1,50.0,550.0,4,2,2024-09-14,0.5
javier barranco cosano,Javier Barranco Cosano,1489.2140690870976,1489.2140690870976,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2024-05-20,0.0
patrick kaukovalta,Patrick Kaukovalta,1489.2025853129107,1489.2025853129107,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2023-11-21,0.0
alex rybakov,Alex Rybakov,1489.2020603058695,1489.2020603058695,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2023-02-06,0.0
william blumberg,William Blumberg,1489.0070094918394,1489.0070094918394,0.45454545454545453,0.5,0.45454545454545453,0.5,0.5,0.5,-1,30.0,,1,0,2022-07-11,0.0
theo papamalamis,Theo Papamalamis,1488.9173277514026,1488.9173277514026,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2024-11-04,0.0
illia biloborodko,Illia Biloborodko,1488.9115887760877,1488.9115887760877,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2022-09-15,0.0
jesse flores,Jesse Flores,1488.8121751694011,1488.8121751694011,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2024-02-02,0.0
karam hatamleh,Karam Hatamleh,1488.8109872991158,1488.8109872991158,0.45454545454545453,0.5,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2023-02-03,0.0
juan carlos prado angelo,Juan Carlos Prado Angelo,1488.8106880224998,1488.8106880224998,0.46153846153846156,0.5454545454545454,0.5,0.5,0.3333333333333333,0.3333333333333333,1,30.0,831.0,3,1,2024-02-03,0.3333333333333333
trent bryde,Trent Bryde,1488.7820699307338,1488.7820699307338,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2021-07-26,0.0
manuel guinard,Manuel Guinard,1488.7729336711855,1509.1038486606008,0.45,0.4666666666666667,0.5,0.4666666666666667,0.4,0.4,-2,19.2,148.0,10,4,2024-11-04,0.4
simon carr,Simon Carr,1488.771559218185,1512.0,0.46153846153846156,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,-2,30.0,767.0,3,1,2023-02-03,0.3333333333333333
gonzalo villanueva,Gonzalo Villanueva,1488.7454256252681,1488.7454256252681,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2022-08-01,0.0
maxim shin,Maxim Shin,1488.7354129801447,1488.7354129801447,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2024-02-02,0.0
daniil glinka,Daniil Glinka,1488.6794191240422,1488.6794191240422,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2021-09-17,0.0
evgenii tiurnev,Evgenii Tiurnev,1488.6793846148296,1488.6793846148296,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2021-10-25,0.0
nicolas alvarez,Nicolas Alvarez,1488.6311707453083,1500.213832083812,0.46153846153846156,0.42857142857142855,0.5,0.5,0.3333333333333333,0.3333333333333333,-1,30.0,372.0,4,1,2022-09-17,0.25
kevin krawietz,Kevin Krawietz,1488.6000923685538,1488.6000923685538,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2024-02-02,0.0
rodrigo crespo piedra,Rodrigo Crespo Piedra,1488.5522516167075,1488.5522516167075,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2024-02-02,0.0
nikola milojevic,Nikola Milojevic,1488.5480833066633,1499.0531643559239,0.4666666666666667,0.4666666666666667,0.5,0.45454545454545453,0.4,0.4,1,23.6,139.0,6,2,2022-01-31,0.3333333333333333
diego duran,Diego Duran,1488.5184433292045,1488.5184433292045,0.46153846153846156,0.45454545454545453,0.5,0.5454545454545454,0.3333333333333333,0.3333333333333333,1,50.0,,3,1,2024-02-02,0.3333333333333333
daniel masur,Daniel Masur,1488.4883512391277,1488.4883512391277,0.45454545454545453,0.5,0.45454545454545453,0.5,0.5,0.5,-1,30.0,,1,0,2021-06-28,0.0
dustin brown,Dustin Brown,1488.4468488923987,1488.4468488923987,0.45454545454545453,0.5,0.45454545454545453,0.5,0.5,0.5,-1,30.0,,1,0,2021-06-07,0.0
sam riffice,Sam Riffice,1488.4299747629198,1488.4299747629198,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2021-08-30,0.0
lucky candra kurniawan,Lucky Candra Kurniawan,1488.414300586377,1488.414300586377,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2022-09-16,0.0
jack cheng,Jack Cheng,1488.4000076259508,1488.4000076259508,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2024-09-14,0.0
vladimir ivanov,Vladimir Ivanov,1488.3364098183727,1488.3364098183727,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2021-09-17,0.0
courtney john lock,Courtney John Lock,1488.303944056125,1488.303944056125,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2024-02-03,0.0
mattias siimar,Mattias Siimar,1488.275135822193,1488.275135822193,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2021-09-17,0.0
francesco maestrelli,Francesco Maestrelli,1488.2598942513257,1488.2598942513257,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2022-10-10,0.0
amr elsayed abdou ahmed mohamed,Amr Elsayed Abdou Ahmed Mohamed,1488.2370307579233,1512.2514176306206,0.47058823529411764,0.5,0.5,0.45454545454545453,0.42857142857142855,0.4,-1,47.142857142857146,735.0,7,3,2024-09-13,0.42857142857142855
mackenzie mcdonald,Mackenzie McDonald,1488.1972957243997,1494.945968053049,0.4166666666666667,0.3448275862068966,0.4722222222222222,0.5109489051094891,0.5,0.5,-2,29.0,,172,82,2025-07-29,0.47674418604651164
david agung susanto,David Agung Susanto,1488.0143094285309,1488.0143094285309,0.45454545454545453,0.5,0.4166666666666667,0.5,0.5,0.5,-1,30.0,,2,0,2023-09-16,0.0
federico zeballos,Federico Zeballos,1488.0143094285309,1488.0143094285309,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2022-09-16,0.0
adolfo daniel vallejo,Adolfo Daniel Vallejo,1488.0,1488.0,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2021-09-17,0.0
alexis klegou,Alexis Klegou,1488.0,1488.0,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2022-03-04,0.0
andrea arnaboldi,Andrea Arnaboldi,1488.0,1488.0,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2021-01-05,0.0
blake mott,Blake Mott,1488.0,1488.0,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2021-02-01,0.0
dac tien nguyen,Dac Tien Nguyen,1488.0,1488.0,0.45454545454545453,0.5,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2023-02-04,0.0
daniel azar,Daniel Azar,1488.0,1488.0,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2023-09-15,0.0
daniel dutra da silva,Daniel Dutra Da Silva,1488.0,1488.0,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2022-07-25,0.0
delmas ntcha,Delmas Ntcha,1488.0,1488.0,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2022-03-04,0.0
devin badenhorst,Devin Badenhorst,1488.0,1488.0,0.45454545454545453,0.5,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2023-02-04,0.0
dimitri badra,Dimitri Badra,1488.0,1488.0,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2021-09-18,0.0
donald young,Donald Young,1488.0,1488.0,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2021-01-04,0.0
gastao elias,Gastao Elias,1488.0,1488.0,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2021-09-18,0.0
hamid reza nadaf,Hamid Reza Nadaf,1488.0,1488.0,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2024-03-15,0.0
jacob bicknell,Jacob Bicknell,1488.0,1488.0,0.45454545454545453,0.5,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2023-02-04,0.0
jc aragone,Jc Aragone,1488.0,1488.0,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2021-01-04,0.0
jose flores,Jose  Flores,1488.0,1488.0,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2023-09-16,0.0
kevin king,Kevin King,1488.0,1488.0,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2021-01-04,0.0
kwok shun dasson chan,Kwok Shun Dasson Chan,1488.0,1488.0,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2024-02-03,0.0
luca preda,Luca Preda,1488.0,1488.0,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2024-02-03,0.0
luis patino,Luis Patino,1488.0,1488.0,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2021-03-05,0.0
marsel ilhan,Marsel Ilhan,1488.0,1488.0,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2021-01-05,0.0
matavao fanguna,Matavao Fanguna,1488.0,1488.0,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2024-02-02,0.0
matthew foster estwick,Matthew Foster Estwick,1488.0,1488.0,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2022-09-16,0.0
matthias bachinger,Matthias Bachinger,1488.0,1488.0,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2021-01-05,0.0
michael vrbensky,Michael Vrbensky,1488.0,1488.0,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2021-01-05,0.0
min kyu song,Min Kyu Song,1488.0,1488.0,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2024-09-13,0.0
oliver crawford,Oliver Crawford,1488.0,1488.0,0.45454545454545453,0.5,0.45454545454545453,0.5,0.5,0.5,-1,30.0,,1,0,2025-07-01,0.0
raul garcia,Raul Garcia,1488.0,1488.0,0.45454545454545453,0.5,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2023-02-02,0.0
ricardo rodriguez,Ricardo Rodriguez,1488.0,1488.0,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2021-09-18,0.0
roberto cid,Roberto Cid,1488.0,1488.0,0.45454545454545453,0.5,0.5,0.5,0.5,0.5,-1,30.0,,2,1,2021-09-17,0.5
roey tabet,Roey Tabet,1488.0,1488.0,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2021-09-18,0.0
ryan harrison,Ryan Harrison,1488.0,1488.0,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2021-01-04,0.0
siim troost,Siim Troost,1488.0,1488.0,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2021-09-17,0.0
thanapet chanta,Thanapet Chanta,1488.0,1488.0,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2024-02-03,0.0
walid ahouda,Walid Ahouda,1488.0,1488.0,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2023-09-16,0.0
philip henning,Philip Henning,1487.9918029178666,1512.0,0.4666666666666667,0.38461538461538464,0.5,0.5384615384615384,0.4,0.4,-1,42.0,748.0,6,2,2024-09-14,0.3333333333333333
thomas fancutt,Thomas Fancutt,1487.9856905714691,1487.9856905714691,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2021-02-01,0.0
ki lung ng,Ki Lung Ng,1487.9856720626378,1499.9851594895667,0.46153846153846156,0.5,0.5,0.46153846153846156,0.3333333333333333,0.3333333333333333,-1,50.0,,3,1,2024-09-14,0.3333333333333333
juan borba,Juan Borba,1487.9770847185391,1487.9770847185391,0.45454545454545453,0.5,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2023-02-03,0.0
lleyton cronje,Lleyton Cronje,1487.9697208730147,1487.9697208730147,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2022-09-16,0.0
alvaro lopez san martin,Alvaro Lopez San Martin,1487.9648101757211,1487.9648101757211,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2023-05-22,0.0
mischa zverev,Mischa Zverev,1487.9613972242582,1487.9613972242582,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2021-03-22,0.0
roberto marcora,Roberto Marcora,1487.9487714817867,1512.0,0.46153846153846156,0.5,0.5,0.46153846153846156,0.3333333333333333,0.3333333333333333,-2,30.0,191.0,3,1,2021-10-04,0.3333333333333333
kenneth raisma,Kenneth Raisma,1487.948345758927,1487.948345758927,0.45454545454545453,0.5,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2023-02-04,0.0
marcos lee chan baratau,Marcos Lee Chan Baratau,1487.9382286238824,1487.9382286238824,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2024-09-14,0.0
orel kimhi,Orel Kimhi,1487.7645391398316,1487.7645391398316,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2024-02-03,0.0
finn reynolds,Finn Reynolds,1487.7643961064236,1487.7643961064236,0.45454545454545453,0.5,0.45454545454545453,0.5,0.5,0.5,-1,30.0,,1,0,2021-09-17,0.0
khumoun sultanov,Khumoun Sultanov,1487.687549601189,1494.0607961836201,0.42857142857142855,0.5,0.5,0.4666666666666667,0.25,0.25,1,52.5,330.0,5,2,2024-09-13,0.4
zhe li,Zhe Li,1487.6574637928466,1487.6574637928466,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2023-09-20,0.0
andrea pellegrino,Andrea Pellegrino,1487.6435750754365,1487.6435750754365,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2024-07-15,0.0
tegar abdi satrio wibowo,Tegar Abdi Satrio Wibowo,1487.6394118989153,1487.6394118989153,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2022-09-16,0.0
philip hjorth,Philip Hjorth,1487.6186962783352,1487.6186962783352,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2024-09-14,0.0
komlavi loglo,Komlavi Loglo,1487.613793320106,1487.613793320106,0.45454545454545453,0.5,0.5,0.5,0.5,0.5,-1,30.0,,2,1,2024-02-03,0.5
edgars manusis,Edgars Manusis,1487.585699413623,1487.585699413623,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2021-09-18,0.0
hamza karmoussi,Hamza Karmoussi,1487.585699413623,1487.585699413623,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2024-02-03,0.0
mahammad abid,Mahammad Abid,1487.585699413623,1487.585699413623,0.45454545454545453,0.5,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2023-02-03,0.0
minhtuan pham,Minhtuan Pham,1487.585699413623,1487.585699413623,0.45454545454545453,0.5,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2023-02-04,0.0
lluis miralles,Lluis Miralles,1487.573873849281,1487.573873849281,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2021-03-05,0.0
ilya snitari,Ilya Snitari,1487.5714076300158,1487.5714076300158,0.45454545454545453,0.4166666666666667,0.5,0.5,0.5,0.5,-1,30.0,,2,0,2024-02-03,0.0
thabo ncube,Thabo Ncube,1487.5714076300158,1487.5714076300158,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2021-11-26,0.0
wojciech marek,Wojciech Marek,1487.5714076300158,1487.5714076300158,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2021-03-05,0.0
peter bertran,Peter Bertran,1487.5703286651453,1487.5703286651453,0.45454545454545453,0.5,0.5,0.5,0.5,0.5,-1,30.0,,2,1,2022-09-16,0.5
