name,last_match_date,current_elo,peak_elo,selo_Clay,selo_Grass,selo_Hard,wr_Clay,wr_Grass,wr_Hard,overall_wr,form10_wr,form5_wr,streak,avg_rest_days,matches_28d
Jannik Sinner,2026-04-12,1706.8406720227995,1706.8406720227995,1353.1489009856564,1258.6612815698961,1593.4241255582253,0.8558142650452002,0.7874199626902033,0.9486963005698119,0.9375281197014347,0.9623047062491907,0.9862148448217043,14.0,4.362919002406007,8.382932079930233
Carlos Alcaraz,2026-04-12,1650.894175767418,1656.673715121865,1445.6450253689222,1297.5630499168903,1501.6925287224683,0.7493706925966245,0.9381792162575956,0.7548794413457771,0.7967812859705024,0.7479148648476698,0.6816890829634427,-1.0,5.266274122651954,7.27630012431476
Novak Djokovic,2026-03-10,1643.5388797045048,1702.458674044903,1432.7051330560464,1344.0380989312941,1522.1939102964202,0.8875368105610033,0.7966326342700689,0.665513858067365,0.757534079034955,0.6999234309057205,0.6342194903349629,-1.0,10.682706174430917,3.842817332470194
Alexander Zverev,2026-04-11,1567.9882599905245,1571.1848633764796,1423.3388909594073,1258.9050282242968,1462.329303138182,0.6823336284285196,0.6693081463643837,0.6580513532337583,0.6681830421774972,0.6480674044763237,0.6220332768675134,-1.0,6.611536378184618,6.225929870848438
Daniil Medvedev,2026-03-22,1541.2734063924408,1592.7829067315513,1289.9323915920595,1298.5169508108181,1488.9554851272958,0.6442670126322255,0.7084777708818872,0.7121038777615778,0.6946075938170623,0.7169131502822181,0.6897924132176518,-1.0,4.506215145157131,8.912750951133532
Alex De Minaur,2026-04-10,1491.3868096140732,1512.6556572944355,1251.472686803072,1300.757824302332,1417.1789828973358,0.5855814633424113,0.70693287608567,0.5638778750972107,0.5964671767300008,0.5557083717022444,0.4984363093688594,-1.0,8.98131692150122,3.764947194494888
Taylor Fritz,2026-03-22,1485.6772098477052,1507.6002394615653,1277.0464059987441,1272.1939681185856,1420.6262570341748,0.6212961955959494,0.7426771010089757,0.6975995810666971,0.6617533344022817,0.6829609713998935,0.720880106528772,2.0,8.610897989618662,4.632182379191125
Rafael Nadal,2024-11-19,1483.3370737309929,1601.303601495269,1390.3862242335408,1228.6029788658218,1348.8100488622151,0.5994986203217731,0.6614252421875,0.407483991277102,0.5658819551094653,0.5069728827395409,0.44099007390412004,-2.0,14.328161470275587,1.635272197411675
Stefanos Tsitsipas,2026-04-05,1450.9379920617237,1517.5485826707531,1425.3139128226833,1227.7536786128544,1383.6488994859983,0.5769386372673312,0.5158015959236235,0.5397761552885023,0.5489899714348365,0.48701687747453487,0.4169420609944573,-2.0,7.739962843820573,3.9614466284943335
Nick Kyrgios,2023-06-12,1450.1237866019621,1480.4951700407564,1220.5327119825245,1269.3697838934656,1333.2282363705624,0.588996875,0.6121600479816475,0.6726192777355879,0.6907245190193,0.6166016979084904,0.5114025281621902,-2.0,10.336462379805104,1.745753120816495
Grigor Dimitrov,2026-04-05,1440.1306417627254,1494.892805967465,1280.1031984079316,1224.0075775375951,1368.8487389485458,0.557181793685513,0.6140833322024594,0.4129081948066933,0.5329713591855938,0.403521695408468,0.2733842990349672,-4.0,15.50764203404042,2.042824929706393
Holger Rune,2025-10-08,1437.7288188333812,1486.5333394248032,1318.8924914441031,1220.9019112025755,1350.2803563600626,0.6176939922240222,0.6043991470933344,0.6404275856055727,0.6687439294284734,0.6547979028565142,0.6131144225958857,-1.0,6.281503887197903,5.4468814301132324
Jack Draper,2026-03-20,1436.0192857834743,1448.9088972378115,1209.475951068521,1256.9185032241091,1347.9169747619742,0.3706213422931604,0.6507311535177335,0.5674256717527557,0.6396773578286776,0.5976232211663753,0.515386883125136,-2.0,6.907528725095711,4.979720490148429
Tommy Paul,2026-03-22,1433.3200836903238,1449.1724226528272,1216.9543162269576,1274.433342557216,1366.7972074109935,0.6313175364248593,0.7572252373281203,0.6720023312470487,0.6704709541446117,0.6684852181947273,0.6905593037174329,2.0,9.684386105389478,3.8239892671515006
Casper Ruud,2026-04-09,1418.9538164164894,1502.1122003167761,1437.5279898226142,1196.6802908215386,1334.6896456013083,0.6149708910655953,0.43411987131339586,0.5189355375884263,0.5330872896998005,0.5134158596545796,0.47551551540856957,-1.0,12.36389983769025,3.4240641570579307
Hubert Hurkacz,2026-04-09,1418.901566844867,1490.435319737656,1266.584079530119,1271.1031908472612,1368.4062881953405,0.6182661740789536,0.6256581280973444,0.27561881133144955,0.49605601457576276,0.3711697334211638,0.2924445982343502,-1.0,14.457463897414318,2.6771470996262705
Matteo Berrettini,2026-04-09,1417.26020536933,1486.9768242690334,1353.207534597511,1338.0170946434982,1314.7389389807015,0.7167195749439232,0.6051823126832566,0.563717057062187,0.6050894750777848,0.5543143239457181,0.5077055784314404,-1.0,10.231417245439863,4.196753117836836
Felix Auger Aliassime,2026-04-10,1414.5596813596492,1467.6791754973772,1279.3868663966578,1237.4326391124362,1363.0692917679198,0.5402458079529229,0.2841064989810188,0.5890842076837011,0.609838235934475,0.5758352269476211,0.5153171213085203,-1.0,6.179714917520924,5.36999359496056
Sebastian Korda,2026-03-22,1412.2168171218043,1435.0627291426272,1227.6594102395327,1245.2780262132264,1365.3863957704157,0.4849841098962641,0.5562243295416305,0.5607354791092052,0.5800532632184987,0.5583855289509578,0.5834428988551208,2.0,11.67645637803225,3.332209322872557
Andrey Rublev,2026-04-05,1388.5720620425661,1514.8117331023725,1330.0054650683585,1254.4616344771532,1369.331471274998,0.6509300895220091,0.5030974550531457,0.41565215128885563,0.49761854507627995,0.4978738952403538,0.5073707879263405,1.0,9.567980942731985,3.786635767901006
Ugo Humbert,2026-04-05,1386.2551680246402,1397.3362095063846,1140.627964325238,1230.4940904517634,1342.1107325536373,0.4091387142474605,0.5158753654880934,0.5799728532791021,0.6028090122209007,0.6269077372021181,0.6747548644308579,3.0,9.211318527691573,3.716809237667879
Frances Tiafoe,2026-03-22,1381.8615069601708,1438.3617088051042,1234.1385938561427,1238.2230954432378,1342.6863079198054,0.4543841988587726,0.5466711416358678,0.6469551492603066,0.5812007919514408,0.6207915805476834,0.6906514050426324,2.0,8.655705167064914,5.722528204609729
Arthur Fils,2026-03-27,1378.3678819998381,1384.324709640436,1239.5512800243284,1212.7809195721093,1315.7503446802762,0.5922040823313158,0.5756671748194164,0.6470336445149252,0.6424668641763438,0.6504646039364351,0.636016531909932,-1.0,6.257623559284626,6.353383430033147
Lorenzo Musetti,2026-03-06,1373.0415103200983,1397.9227331761101,1315.4164799699354,1259.1698105812561,1238.2008165411662,0.7068289909711726,0.7272822365680689,0.38721976754771814,0.5028481274554462,0.4186824040842754,0.3478940467005453,-2.0,14.618260553499384,1.6022523506415376
Ben Shelton,2026-03-20,1372.992284702957,1394.1088558094639,1203.480526121085,1194.8291486748683,1329.2377652619832,0.5125198718887717,0.5110810991707794,0.5643829293410256,0.593280699452608,0.5760743516641255,0.5364493358148493,-2.0,9.117274714090701,4.051997073331926
