player,last_date,current_elo,peak_elo,win_rate_sm,wr_Clay_sm,wr_Grass_sm,wr_Hard_sm,avg_rest_days,matches_28d,streak,n_matches
Yannick Hanfmann,2024-09-18,1568.4694545585644,1612.2237598957665,0.4806201550387597,0.5443037974683544,0.44,0.4166666666666667,9.428571428571429,3,3,122
Aleksandar Vukic,2025-07-03,1566.9608760981369,1568.1804259675166,0.4519230769230769,0.4090909090909091,0.5333333333333333,0.4444444444444444,10.957446808510639,2,-1,94
Hamad Medjedovic,2025-07-01,1564.6587421265315,1589.3362178534703,0.52,0.42857142857142855,0.42857142857142855,0.6428571428571429,20.0,1,-2,40
Darian King,2024-09-14,1558.8813970160315,1567.2147480912367,0.65,0.5,0.5,0.631578947368421,33.0,1,1,11
Roman Safiullin,2025-07-01,1558.6332552974277,1641.6085212781468,0.46956521739130436,0.45161290322580644,0.5,0.475,11.39047619047619,1,-2,105
Michael Mmoh,2024-04-01,1558.0443313917624,1566.0897017615775,0.48,0.4444444444444444,0.5,0.5,15.95,1,1,42
Bu Yunchaokete,2025-07-01,1557.7665004689918,1579.3594302584197,0.5172413793103449,0.45454545454545453,0.45454545454545453,0.5555555555555556,14.736842105263158,1,-2,19
Zhizhen Zhang,2024-10-28,1555.3443219789126,1628.1084199557092,0.4864864864864865,0.5652173913043478,0.4583333333333333,0.4426229508196721,8.386138613861386,4,-6,101
Kamil Majchrzak,2025-07-07,1554.2320173968142,1560.406571801132,0.5166666666666667,0.45,0.5294117647058824,0.5348837209302325,15.62,4,-1,50
Cristian Garin,2025-07-03,1551.9473493475234,1610.9676721328751,0.5033112582781457,0.550561797752809,0.5416666666666666,0.41379310344827586,9.47517730496454,2,-1,141
Borna Gojo,2024-09-13,1550.3944355673018,1572.2687358865103,0.5,0.46153846153846156,0.4166666666666667,0.5348837209302325,21.473684210526315,1,1,38
Roberto Carballes Baena,2025-07-01,1547.3934690804133,1575.9429166607083,0.4382716049382716,0.5,0.36363636363636365,0.390625,9.282894736842104,1,-4,152
Dominik Koepfer,2024-10-14,1544.6726933697232,1572.6339132504665,0.4491525423728814,0.4523809523809524,0.391304347826087,0.4794520547945205,9.787037037037036,1,-3,108
Reilly Opelka,2025-07-03,1543.690572652726,1647.183663706201,0.514018691588785,0.5483870967741935,0.45454545454545453,0.5135135135135135,8.010309278350515,2,-1,97
Fabian Marozsan,2025-07-03,1543.5090247506291,1630.0732174277562,0.47619047619047616,0.4827586206896552,0.3888888888888889,0.5087719298245614,10.243243243243244,2,-1,74
Mohamed Safwat,2024-09-13,1543.3968361028003,1543.3968361028003,0.6,0.625,0.5,0.46153846153846156,39.0,1,4,11
Sebastian Baez,2025-07-01,1542.848280532892,1669.720725377984,0.5052631578947369,0.6347826086956522,0.38095238095238093,0.33783783783783783,7.311111111111111,1,-8,180
Mikael Ymer,2023-07-03,1540.9081638092962,1599.1224589183155,0.4956521739130435,0.45161290322580644,0.4782608695652174,0.5180722891566265,8.6,6,1,107
Zsombor Piros,2024-09-13,1539.7699890018825,1542.5566840623906,0.5714285714285714,0.5714285714285714,0.5,0.5555555555555556,41.0,1,2,12
Dominic Stricker,2024-10-21,1539.668721648589,1592.4602459672699,0.5,0.45,0.5,0.5121951219512195,15.625,4,1,49
John Isner,2023-08-28,1539.1139109705423,1659.4122675329882,0.5454545454545454,0.5666666666666667,0.5454545454545454,0.5189873417721519,9.73,4,1,101
Daniel Vallejo,2024-02-03,1535.5587132342207,1535.5587132342207,0.6153846153846154,0.5,0.5,0.5,30.0,1,3,4
Nam Hoang Ly,2024-02-02,1534.757199104424,1534.757199104424,0.6153846153846154,0.5,0.5,0.5833333333333334,30.0,1,3,4
Learner Tien,2025-07-03,1534.126622601057,1545.8865014829278,0.5,0.5,0.5,0.5,19.928571428571427,2,-1,14
Timofey Skatov,2024-10-14,1533.7333156992222,1559.2976991854673,0.5,0.6111111111111112,0.5,0.3888888888888889,33.3125,1,-3,16
Altug Celikbilek,2024-02-02,1533.6127741512998,1533.6127741512998,0.5652173913043478,0.45454545454545453,0.45454545454545453,0.6,35.46153846153846,1,2,13
Sebastian Ofner,2025-07-05,1532.0889505643593,1578.141313680493,0.449438202247191,0.40476190476190477,0.48,0.5,10.379746835443038,3,-1,79
Dusan Lajovic,2025-07-01,1531.9840277530075,1611.4826038553144,0.43103448275862066,0.4888888888888889,0.3684210526315789,0.4,8.53048780487805,1,-2,164
Borna Coric,2024-10-14,1531.7957399756,1671.6018643185494,0.5284552845528455,0.48717948717948717,0.4,0.5555555555555556,8.88495575221239,2,1,114
Benjamin Bonzi,2025-07-03,1530.5655876987632,1557.0579601500897,0.44144144144144143,0.34782608695652173,0.5172413793103449,0.45569620253164556,12.03960396039604,2,-1,101
Alexander Bublik,2025-07-01,1530.4724099362118,1691.9391085207874,0.5126050420168067,0.40384615384615385,0.6181818181818182,0.5099337748344371,6.473684210526316,1,-2,228
Rinky Hijikata,2025-07-03,1530.450538800965,1552.5116189672262,0.4473684210526316,0.375,0.5,0.46296296296296297,12.742424242424242,2,-1,66
Roger Federer,2021-06-28,1527.728640446059,1529.2940142413688,0.55,0.5333333333333333,0.5882352941176471,0.5,13.2,7,1,14
Christopher Oconnell,2024-11-04,1527.6229308426243,1570.8475078789722,0.4166666666666667,0.4,0.45,0.4367816091954023,11.081818181818182,3,1,112
Jan-Lennard Struff,2025-07-05,1527.2633806102392,1721.4886812814,0.5138121546961326,0.6212121212121212,0.5405405405405406,0.42857142857142855,8.543859649122806,3,-1,171
Aziz Dougaz,2024-09-13,1527.1518226277667,1535.1564364034652,0.5555555555555556,0.5,0.5,0.5714285714285714,48.625,1,1,9
Alex Knaff,2024-09-14,1527.145763053021,1534.328450662193,0.5882352941176471,0.5,0.5,0.5833333333333334,30.0,1,1,8
Tim Van Rijthoven,2024-06-10,1526.7279904015245,1608.3415370901712,0.5333333333333333,0.5,0.6190476190476191,0.42105263157894735,16.25,1,-2,20
Adrian Mannarino,2025-07-05,1525.008480292307,1708.445517563741,0.48868778280542985,0.23333333333333334,0.5490196078431373,0.51875,7.052132701421801,3,-1,211
Thiago Seyboth Wild,2024-10-21,1524.7388130705158,1538.4026936756325,0.41333333333333333,0.425531914893617,0.5,0.4117647058823529,12.707692307692307,5,-2,65
August Holmgren,2025-07-05,1523.6279608087038,1528.0805634299595,0.5238095238095238,0.5,0.5384615384615384,0.5,31.272727272727273,3,-1,11
Yuttana Charoenphon,2023-02-03,1523.5694842377552,1523.5694842377552,0.5833333333333334,0.5,0.5,0.5454545454545454,45.0,1,2,3
Andy Murray,2024-06-17,1523.5075955118978,1651.4099311310852,0.5,0.3888888888888889,0.5483870967741935,0.5,9.420634920634921,4,1,127
Laslo Djere,2025-07-01,1523.489071495437,1637.4310402568442,0.48717948717948717,0.5360824742268041,0.4074074074074074,0.46153846153846156,7.962162162162162,1,-2,185
Andres Andrade,2024-09-14,1523.185691787672,1523.185691787672,0.5833333333333334,0.5454545454545454,0.5,0.5,45.0,1,2,3
Stan Wawrinka,2024-11-04,1522.9664028074778,1630.4504340886613,0.45689655172413796,0.45454545454545453,0.5,0.4594594594594595,9.90566037735849,7,-2,106
Christian Harrison,2022-06-27,1521.6910342682759,1535.6000088421538,0.5625,0.45454545454545453,0.5,0.5714285714285714,25.0,1,1,7
Ricardas Berankis,2024-02-03,1521.3456993949874,1531.4434097490298,0.47761194029850745,0.375,0.47058823529411764,0.5434782608695652,14.894736842105264,1,1,58
Matteo Bellucci,2025-07-05,1520.443441251734,1529.2569938302306,0.5384615384615384,0.5,0.5384615384615384,0.5,11.333333333333334,3,-1,3
Quentin Halys,2025-07-01,1519.897058951673,1559.8329768690678,0.41975308641975306,0.5416666666666666,0.5,0.36363636363636365,14.816901408450704,1,-2,71
Matheus Pucinelli De Almeida,2023-02-03,1519.8029384169456,1521.188743913566,0.5714285714285714,0.5384615384615384,0.5,0.5,37.5,1,1,4
Gabriel Diallo,2025-07-03,1519.7893511818272,1535.754014199191,0.4473684210526316,0.45454545454545453,0.42857142857142855,0.48484848484848486,22.857142857142858,2,-1,28
Moez Echargui,2024-07-29,1519.5337062453816,1534.738708755077,0.5714285714285714,0.45454545454545453,0.5,0.5454545454545454,37.5,1,-1,4
Blaise Bicknell,2024-02-03,1519.487043703871,1521.2991047622384,0.5625,0.46153846153846156,0.5,0.5833333333333334,35.0,1,1,7
Antoine Bellier,2023-02-06,1518.2814139974805,1539.6952993060595,0.5294117647058824,0.5,0.5714285714285714,0.46153846153846156,21.428571428571427,1,-2,7
Elmer Moller,2025-07-01,1517.7413178532897,1525.1086535868017,0.5294117647058824,0.5454545454545454,0.45454545454545453,0.5333333333333333,47.142857142857146,1,-1,7
Jerome Kym,2024-10-21,1516.8166363544435,1524.1723629473345,0.5384615384615384,0.5,0.5,0.5384615384615384,42.666666666666664,1,-1,3
Corentin Moutet,2025-07-03,1516.7034087256977,1564.4510791100568,0.4491525423728814,0.4489795918367347,0.46153846153846156,0.4603174603174603,11.194444444444445,2,-1,108
