match_id,date,p1_name,p2_name,y,diff_avg_rest_days,diff_matches_28d,diff_rolling_10_winrate,diff_rolling_5_winrate,diff_streak,diff_win_rate,diff_peak_elo,diff_current_elo,diff_wr_Clay,diff_wr_Grass,diff_wr_Hard,elo_diff,selo_diff,rank_diff,diff_h2h_wr_prior,surface,tourney_level,best_of,round
3416,2022-03-04,Alexander Bublik,Viktor Durasovic,1,-14.974025974025974,4,0.3142857142857143,0.2,2,0.2597402597402597,73.77308673425546,89.28540341212624,-0.05555555555555558,0.19999999999999996,0.2756892230576441,89.28540341212624,67.51931662564357,-315.0,0.0,Hard,D,3,RR
3385,2022-03-04,Jiri Lehecka,Sebastian Baez,0,5.746376811594201,-4,-0.09999999999999998,-0.20000000000000007,0,-0.021739130434782594,-7.3515618908281795,-1.3878233051534608,-0.0714285714285714,0.0,0.09999999999999998,-1.3878233051534608,-19.14683185595186,59.0,0.0,Clay,D,3,RR
3386,2022-03-04,Diego Schwartzman,Tomas Machac,1,-16.38961038961039,6,0.09999999999999998,0.0,0,0.09090909090909094,141.50970050970113,143.80742677109947,0.14516129032258063,0.5,0.04285714285714293,143.80742677109947,73.07152142670566,-101.0,0.3333333333333333,Clay,D,3,RR
3387,2022-03-04,Federico Coria,Vit Kopriva,1,-6.069767441860465,7,-0.2666666666666666,-0.19999999999999996,-1,-0.2015503875968992,-15.157257330462926,-41.31355465982733,-0.18333333333333335,0.0,-0.7272727272727273,-41.31355465982733,15.619241536188383,-131.0,0.0,Clay,D,3,RR
3388,2022-03-04,Alex De Minaur,Zsombor Piros,1,-8.254098360655739,4,0.09999999999999998,-0.09999999999999998,-4,-0.47540983606557374,67.07215331816838,33.33966906736532,0.0,0.30000000000000004,-0.16666666666666663,33.33966906736532,-2.080753350347777,-250.0,0.0,Hard,D,3,RR
3390,2022-03-04,Alex De Minaur,Marton Fucsovics,1,0.5445468509984641,-3,0.09999999999999998,0.0,0,0.024321556579621095,-8.800466131549229,53.363420659249414,0.07142857142857145,0.08571428571428574,-0.010638297872340385,53.363420659249414,16.77992377641658,-5.0,0.3333333333333333,Hard,D,3,RR
3391,2022-03-04,Thanasi Kokkinakis,Zsombor Piros,1,-15.944444444444443,1,-0.06666666666666665,-0.2666666666666666,-2,-0.11111111111111105,43.433679899638946,15.652520480715339,0.0,0.0,-0.11111111111111105,15.652520480715339,10.894796695121158,-141.0,0.0,Hard,D,3,RR
3392,2022-03-04,Dennis Novak,Ji Sung Nam,1,-22.42857142857143,1,-0.1333333333333333,-0.3333333333333333,-6,-0.09523809523809523,12.59720470386128,-82.2311644983331,-0.25,0.0,0.3125,-82.2311644983331,-32.545659665521725,-213.0,0.0,Hard,D,3,RR
3393,2022-03-04,Jurij Rodionov,Soon Woo Kwon,0,10.616666666666665,-4,0.0,0.0,0,-0.04166666666666663,-36.22797918999595,-48.47388797378994,-0.125,-0.06666666666666665,-0.015151515151515138,-48.47388797378994,-9.205118831085201,93.0,0.0,Hard,D,3,RR
3394,2022-03-04,Dennis Novak,Soon Woo Kwon,0,8.321892393320963,-5,-0.3,-0.39999999999999997,0,-0.27829313543599254,-59.758369407878945,-137.81630985551897,-0.375,-0.16666666666666663,-0.20265151515151514,-137.81630985551897,-58.96373141507456,78.0,0.0,Hard,D,3,RR
3395,2022-03-04,David Goffin,Otto Virtanen,1,-20.435897435897438,3,-0.2,-0.3,-5,-0.5641025641025641,58.09975473690929,-69.02974482806371,0.05555555555555558,0.0,-0.051724137931034475,-69.02974482806371,-44.94737305808144,-371.0,0.0,Hard,D,3,RR
3397,2022-03-04,David Goffin,Emil Ruusuvuori,1,1.7896551724137924,1,-0.19999999999999996,-0.39999999999999997,0,-0.10172413793103446,-19.619455270879143,-111.64117751391314,0.3055555555555556,0.0,-0.15172413793103445,-111.64117751391314,-90.73817373302836,-3.0,-0.3333333333333333,Hard,D,3,RR
3398,2022-03-04,Otto Virtanen,Zizou Bergs,0,12.0,-1,0.33333333333333337,0.5,4,0.33333333333333337,-0.13756350835956255,40.071514614064654,0.0,0.0,0.5,40.071514614064654,22.634998240097275,242.0,0.0,Hard,D,3,RR
3399,2022-03-04,Alexis Galarneau,Botic Van De Zandschulp,0,9.891891891891891,-4,0.0,0.09999999999999998,1,-0.09459459459459463,-100.8970588186794,-77.50545627437691,-0.16666666666666663,-0.5,-0.11290322580645162,-77.50545627437691,-9.337439448248233,1950.0,0.0,Clay,D,3,RR
3400,2022-03-04,Steven Diez,Tallon Griekspoor,0,13.5,-3,0.0,0.3,1,-0.45,-26.195833197700495,-6.278839339707247,-0.5,0.0,0.0,-6.278839339707247,1.619942514831564,204.0,0.0,Clay,D,3,RR
3396,2022-03-04,Emil Ruusuvuori,Zizou Bergs,1,-28.36842105263158,1,0.39999999999999997,0.39999999999999997,3,0.34385964912280703,65.98419260865467,93.7103264026116,-0.25,0.0,0.6,93.7103264026116,74.54540308880405,-98.0,0.0,Hard,D,3,RR
3402,2022-03-04,Gabi Adrian Boitan,Roberto Bautista Agut,0,14.211267605633804,-6,-0.19999999999999996,-0.30000000000000004,1,-0.09154929577464788,-129.13546516257315,-110.74224012444756,-0.033333333333333326,-0.16666666666666663,-0.13265306122448983,-110.74224012444756,2.8303915643255095,1985.0,0.0,Clay,D,3,RR
3415,2022-03-04,Casper Ruud,Mikhail Kukushkin,1,-15.168674698795181,3,0.5,0.6,8,0.5210843373493976,246.2068396422469,345.19946478044017,0.8648648648648649,0.6666666666666666,0.4017857142857143,345.19946478044017,172.5213039642822,-160.0,0.0,Hard,D,3,RR
3414,2022-03-04,Lorenzo Musetti,Norbert Gombos,1,-6.167755991285403,2,0.0,0.0,1,0.10021786492374729,83.35719856108335,19.105112386451765,-0.025252525252525193,0.5,0.18858560794044665,19.105112386451765,17.638299044255064,-52.0,0.0,Hard,D,3,RR
3413,2022-03-04,Filip Horansky,Jannik Sinner,0,39.92857142857143,-3,-0.30000000000000004,-0.09999999999999998,0,-0.2142857142857143,-240.25310091913548,-226.73559239913538,-0.16666666666666663,0.5,0.24242424242424243,-226.73559239913538,-176.39130900985265,192.0,0.0,Hard,D,3,RR
3401,2022-03-04,Robin Haase,Steven Diez,1,-21.4,-1,-0.09999999999999998,-0.09999999999999998,3,0.4,12.0,13.674507358930441,1.0,0.0,-0.16666666666666669,13.674507358930441,18.041962820135495,-70.0,0.0,Clay,D,3,RR
3411,2022-03-04,Jannik Sinner,Norbert Gombos,1,-8.307692307692308,2,0.4,0.0,1,0.3262279888785912,239.7801784066594,257.79249787353274,0.030303030303030276,0.0,0.5268065268065267,257.79249787353274,224.49469930963187,-104.0,0.0,Hard,D,3,RR
3410,2022-03-04,Alexander Zverev,Thiago Monteiro,1,-4.8383554647599585,-5,0.19999999999999996,0.0,0,0.309244126659857,291.9609101362271,307.148067200827,0.3349282296650718,0.30000000000000004,0.2595238095238095,307.148067200827,99.08116942564311,-111.0,0.0,Clay,D,3,RR
3409,2022-03-04,Jan Lennard Struff,Thiago Monteiro,0,-2.5655223329641927,-6,-0.10000000000000003,-0.6,-4,-0.020671834625323016,5.384659986414135,0.43763316909121386,0.12440191387559812,-0.16666666666666669,-0.1397435897435898,0.43763316909121386,38.404988409388125,-51.0,0.3333333333333333,Clay,D,3,RR
3412,2022-03-04,Filip Horansky,Lorenzo Sonego,1,23.897058823529413,-6,0.0,0.09999999999999998,1,-0.5588235294117647,-96.14211425395206,-61.506790240746795,-0.1842105263157895,-0.25,0.5128205128205128,-61.506790240746795,-6.384010850581717,164.0,0.0,Hard,D,3,RR
3407,2022-03-04,Benjamin Bonzi,Cayetano March,1,-2.315789473684209,4,0.0,0.09999999999999998,-1,-0.13157894736842107,12.0,-19.989941944217435,-0.5,0.5,-0.09999999999999998,-19.989941944217435,-9.690374079982803,-1931.0,0.0,Hard,D,3,RR
3406,2022-03-04,Adrian Mannarino,Roberto Quiroz,1,-10.342857142857142,7,0.19999999999999996,0.0,1,0.010714285714285676,6.074192786948288,24.32994790284033,-0.5,0.0714285714285714,0.06341463414634146,24.32994790284033,21.000785442709457,-236.0,0.0,Hard,D,3,RR
3405,2022-03-04,Arthur Rinderknech,Emilio Gomez,1,-18.733333333333334,4,0.37777777777777777,0.6,3,0.3177777777777778,71.8147880872898,97.64730648026193,0.125,0.0,0.3111111111111111,97.64730648026193,64.4042222033911,-96.0,0.0,Hard,D,3,RR
3404,2022-03-04,Marius Copil,Roberto Bautista Agut,0,24.13888888888889,-6,-0.033333333333333326,-0.13333333333333341,-2,0.06944444444444442,-108.76050501244003,-104.68498088912088,-0.5333333333333333,-0.16666666666666663,0.36734693877551017,-104.68498088912088,-13.036841226933575,246.0,0.0,Clay,D,3,RR
3403,2022-03-04,Carlos Alcaraz,Marius Copil,1,-8.017543859649123,5,0.4,0.5,3,-0.3157894736842105,187.61554706884226,190.14945095846087,0.7272727272727273,0.5,-0.3125,190.14945095846087,86.93349187100262,-221.0,0.0,Clay,D,3,RR
3408,2022-03-04,Alexander Zverev,Thiago Seyboth Wild,1,-22.406565656565657,0,0.47777777777777775,0.39999999999999997,0,0.5618686868686869,347.7353020160979,347.2623209174535,0.5394736842105263,0.30000000000000004,0.30952380952380953,347.2623209174535,119.5822442491974,-132.0,0.0,Clay,D,3,RR
3518,2022-03-07,Alex De Minaur,Tommy Paul,1,0.09423076923076934,-2,0.0,-0.20000000000000007,0,-0.022355769230769207,-35.15387319552269,-43.15208510023626,-0.038461538461538436,0.30000000000000004,-0.05490196078431375,-43.15208510023626,-47.39559812312655,-8.0,0.0,Hard,M,3,R32
3510,2022-03-07,J J Wolf,Roberto Bautista Agut,0,22.71917808219178,-5,-0.46666666666666673,-0.4,-1,-0.2694063926940639,-129.13546516257315,-139.92495012637255,-0.033333333333333326,-0.16666666666666663,-0.29411764705882354,-139.92495012637255,-103.9285030598071,194.0,0.0,Hard,M,3,R64
3517,2022-03-07,Andrey Rublev,Frances Tiafoe,1,-2.8657045840407473,13,0.4,0.6,9,0.17232597623089974,108.6734997306487,139.4902096551407,0.26373626373626374,0.20833333333333337,0.1642553191489362,139.4902096551407,114.0713719580524,-23.0,-0.3333333333333333,Hard,M,3,R32
3516,2022-03-07,Hubert Hurkacz,Steve Johnson,1,-4.436695724366958,2,0.09999999999999998,0.20000000000000007,-1,0.14528850145288497,131.39706523085874,132.1966218237726,-0.41666666666666663,0.2142857142857143,0.17213114754098358,132.1966218237726,109.32931502761994,-104.0,0.0,Hard,M,3,R32
3515,2022-03-07,Diego Schwartzman,John Isner,0,-3.932753164556962,4,0.30000000000000004,0.20000000000000007,1,0.062236286919831185,8.524157827347835,113.79714856900068,-0.18817204301075274,0.5,0.0509977827050998,113.79714856900068,58.88995559592172,-9.0,0.0,Hard,M,3,R32
3514,2022-03-07,Alexander Bublik,Grigor Dimitrov,0,-2.6529411764705886,3,0.19999999999999996,0.19999999999999996,2,-0.006127450980392135,-33.35110063744446,14.682570949105866,0.015873015873015872,-0.30000000000000004,-0.05163579030350807,14.682570949105866,0.11756432480115109,-2.0,0.0,Hard,M,3,R32
3513,2022-03-07,Daniil Medvedev,Tomas Machac,1,-15.373626373626374,0,0.20000000000000007,0.19999999999999996,-2,0.2857142857142857,339.3930999354277,326.5155306939564,0.2142857142857143,0.375,0.27,326.5155306939564,242.64637812795172,-156.0,0.0,Hard,M,3,R64
3512,2022-03-07,Filip Krajinovic,Gael Monfils,0,0.19356060606060588,4,-0.09999999999999998,-0.19999999999999996,3,-0.0715909090909091,-92.45241543671136,-93.37089186281332,0.19999999999999996,0.16666666666666669,-0.1954545454545455,-93.37089186281332,-84.91239552789875,24.0,0.0,Hard,M,3,R64
3511,2022-03-07,Carlos Alcaraz,Mackenzie Mcdonald,1,-1.788370520622042,-1,0.4,0.4,5,0.19945909398242062,166.9590033434324,183.08439755345307,0.06060606060606066,0.5,0.20270270270270274,183.08439755345307,76.96252723426664,-40.0,0.0,Hard,M,3,R64
3509,2022-03-07,Cameron Norrie,Pedro Martinez,1,-3.589500316255535,3,0.10000000000000009,-0.19999999999999996,-6,0.13725490196078427,149.98876266367256,131.8977224840562,0.23931623931623935,-0.1428571428571429,0.1759834368530021,131.8977224840562,122.77682315851644,-37.0,0.3333333333333333,Hard,M,3,R64
3498,2022-03-07,Casper Ruud,Christopher Eubanks,1,-24.416806722689074,4,0.5142857142857143,0.4,-2,0.4789915966386554,263.72660518856856,268.3489718370281,0.3648648648648649,0.16666666666666663,0.4188311688311689,268.3489718370281,141.23237030461883,-149.0,0.0,Hard,M,3,R64
3507,2022-03-07,Jenson Brooksby,Karen Khachanov,1,3.7932330827067657,-2,0.09999999999999998,0.0,2,0.07330827067669177,-9.794507422755032,-14.249194177667277,0.0,0.2857142857142857,0.07675438596491235,-14.249194177667277,-23.203530093586323,17.0,0.0,Hard,M,3,R64
3506,2022-03-07,Jack Sock,Stefanos Tsitsipas,0,8.220744680851064,-6,-0.19999999999999996,0.0,2,-0.18218085106382975,-216.1416111206495,-180.94187304760976,-0.35185185185185186,0.5,-0.18881118881118886,-180.94187304760976,-135.41353353470913,143.0,0.0,Hard,M,3,R64
3505,2022-03-07,Rafael Nadal,Sebastian Korda,1,-0.8624521072796938,-1,0.4,0.4,14,0.25095785440613017,163.73450004981373,185.36968879986557,0.23809523809523814,-0.33333333333333337,0.29442508710801396,185.36968879986557,80.0099767961417,-33.0,0.0,Hard,M,3,R64
3544,2022-03-07,Rafael Nadal,Taylor Fritz,0,0.5632876712328772,0,0.19999999999999996,0.0,15,0.25616438356164384,152.1928476105511,146.80112616661722,0.40476190476190477,-0.5,0.256440281030445,146.80112616661722,48.524767772928726,-16.0,0.0,Hard,M,3,F
3503,2022-03-07,Lorenzo Musetti,Reilly Opelka,0,0.3866325551646943,-2,-0.30000000000000004,-0.20000000000000007,3,-0.05180684362008314,-36.900731304335295,-103.55215677192064,-0.05555555555555547,0.5,-0.11688311688311687,-103.55215677192064,-75.68419155013771,36.0,-0.5,Hard,M,3,R64
3502,2022-03-07,Alejandro Davidovich Fokina,Denis Shapovalov,0,0.8357142857142854,-1,-0.19999999999999996,0.0,2,-0.08333333333333326,-40.19350467722802,-98.74636972232474,0.11666666666666659,-0.31818181818181823,-0.14251207729468607,-98.74636972232474,-77.0973108644921,31.0,0.0,Hard,M,3,R64
3501,2022-03-07,Jannik Sinner,Laslo Djere,1,-2.935603715170279,1,0.5,0.6000000000000001,1,0.26150670794633646,178.55425091004258,262.2021786284215,0.08045977011494254,-0.5,0.43478260869565216,262.2021786284215,234.28792322877803,-41.0,0.0,Hard,M,3,R64
3500,2022-03-07,Benjamin Bonzi,Lorenzo Sonego,1,10.826086956521738,-1,0.19999999999999996,0.6000000000000001,5,-0.12215320910973088,-84.14211425395206,-27.463378545176056,-0.6842105263157895,0.25,0.025000000000000022,-27.463378545176056,12.324157087178719,41.0,0.0,Hard,M,3,R64
3499,2022-03-07,Federico Delbonis,Nick Kyrgios,0,-9.579234972677593,6,0.10000000000000003,0.0,-3,-0.008196721311475419,51.509280829538056,-36.661441039865394,0.13636363636363635,-0.5,-0.4222222222222223,-36.661441039865394,-78.38160432535369,-95.0,0.0,Hard,M,3,R64
3519,2022-03-07,Jaume Munar,Taylor Fritz,0,1.9782608695652169,1,-0.19999999999999996,0.0,0,-0.18840579710144928,-136.18492590430037,-176.85393535799858,-0.017241379310344807,-1.0,-0.24355971896955503,-176.85393535799858,-121.29640846284497,79.0,0.0,Hard,M,3,R32
3508,2022-03-07,Fabio Fognini,Nikoloz Basilashvili,0,1.867063492063492,1,0.3,0.20000000000000007,3,-0.01388888888888884,-68.11814035941507,-2.1591012355211205,-0.012499999999999956,0.08333333333333337,-0.0435374149659864,-2.1591012355211205,-15.887951678543686,17.0,0.3333333333333333,Hard,M,3,R64
3520,2022-03-07,Botic Van De Zandschulp,Miomir Kecmanovic,0,1.7321428571428577,-3,0.0,0.0,1,0.17857142857142855,83.61575816207983,102.63880320781163,0.16666666666666663,0.5,0.1470588235294118,102.63880320781163,78.85781611505035,-14.0,0.0,Hard,M,3,R32
3536,2022-03-07,Cameron Norrie,Jenson Brooksby,1,-3.7894736842105257,6,0.20000000000000007,0.20000000000000007,-1,-0.02631578947368418,75.57448414801524,66.1493693793459,0.2777777777777778,-0.1428571428571429,-0.0561594202898551,66.1493693793459,44.764253007185744,-31.0,0.0,Hard,M,3,R16
3522,2022-03-07,Casper Ruud,Nick Kyrgios,0,-10.48531211750306,5,0.4,0.20000000000000007,-1,0.24112607099143213,216.67397552711918,221.62922507631788,0.3648648648648649,-0.33333333333333337,0.148989898989899,221.62922507631788,120.14330334401939,-124.0,0.0,Hard,M,3,R32
3543,2022-03-07,Carlos Alcaraz,Rafael Nadal,0,0.18663594470046085,1,0.0,0.0,-10,-0.18828176431863064,-88.67494213556529,-81.630895225931,-0.17748917748917747,0.5,-0.22586872586872586,-81.630895225931,-54.769032941212345,15.0,-0.3333333333333333,Hard,M,3,SF
3542,2022-03-07,Andrey Rublev,Taylor Fritz,0,-1.5909863945578229,8,0.30000000000000004,0.0,8,0.10600907029478468,77.3845604292726,77.1905389069043,0.1923076923076923,-0.125,0.08786885245901643,77.1905389069043,69.50157337719429,-13.0,0.0,Hard,M,3,SF
3541,2022-03-07,Cameron Norrie,Carlos Alcaraz,0,-2.1084357923497263,6,0.0,-0.19999999999999996,-6,-0.02783469945355188,-19.826998001172115,-18.87937483415749,0.0505050505050505,-0.1428571428571429,-0.05052878965922447,-18.87937483415749,20.64749253057539,-7.0,-0.3333333333333333,Hard,M,3,QF
3540,2022-03-07,Nick Kyrgios,Rafael Nadal,0,7.291666666666667,-4,-0.5,-0.19999999999999996,-15,-0.324404761904762,-276.2266693460858,-264.1765573948596,-0.40476190476190477,0.5,-0.373015873015873,-264.1765573948596,-150.0260477231509,128.0,0.0,Hard,M,3,QF
3539,2022-03-07,Miomir Kecmanovic,Taylor Fritz,0,1.8198154443904802,4,0.10000000000000009,0.0,0,-0.16828557552209816,-150.6217611655204,-132.68248493285796,0.0,-0.5,-0.20154291224686594,-132.68248493285796,-117.8730831777491,41.0,0.0,Hard,M,3,QF
3538,2022-03-07,Andrey Rublev,Grigor Dimitrov,1,-3.6253647150359853,10,0.4,0.4,9,0.15736238085975496,123.54115042258036,145.03052233880453,0.26373626373626374,-0.125,0.13209302325581396,145.03052233880453,112.70815308628244,-28.0,0.0,Hard,M,3,QF
3537,2022-03-07,Carlos Alcaraz,Gael Monfils,1,-0.8966666666666665,6,0.20000000000000007,0.4,6,0.12,89.29835701140337,95.10426240339825,0.32727272727272727,0.6666666666666667,0.05270270270270272,95.10426240339825,11.291032600336393,-9.0,0.0,Hard,M,3,R16
3535,2022-03-07,Rafael Nadal,Reilly Opelka,1,-0.18172305545866685,-3,0.09999999999999998,0.19999999999999996,16,0.3362399720962679,197.5781064679627,192.13252110598114,0.23809523809523814,0.5,0.3571428571428572,192.13252110598114,93.30369533328053,-13.0,0.3333333333333333,Hard,M,3,R16
3534,2022-03-07,Jannik Sinner,Nick Kyrgios,0,-9.768965517241378,4,0.4,0.0,1,0.17413793103448272,193.2004712576861,196.05006150639565,0.16666666666666663,-1.0,0.2125603864734299,196.05006150639565,180.5007325389074,-122.0,0.0,Hard,M,3,R16
3521,2022-03-07,Lloyd Harris,Matteo Berrettini,0,0.3212861415752739,0,-0.39999999999999997,-0.2,0,-0.2098703888334995,-119.78855807374384,-159.2627738849053,-0.3894736842105263,-0.4285714285714286,-0.12012012012012008,-159.2627738849053,-68.4813803602251,26.0,0.0,Hard,M,3,R32
3533,2022-03-07,Matteo Berrettini,Miomir Kecmanovic,0,-1.4347826086956523,-6,0.0,-0.20000000000000007,-1,0.2829900839054157,216.4102486459676,182.0160211757634,0.2894736842105263,0.5,0.20508744038155802,182.0160211757634,103.09116083746358,-55.0,0.0,Hard,M,3,R16
3531,2022-03-07,Andrey Rublev,Hubert Hurkacz,1,-1.7173423423423424,7,0.30000000000000004,0.19999999999999996,9,0.10444819819819828,77.61620326681805,90.06922767643687,0.4423076923076923,0.1607142857142857,0.08786885245901643,90.06922767643687,65.59579245483292,-4.0,0.0,Hard,M,3,R16
3530,2022-03-07,Grigor Dimitrov,John Isner,1,-0.9301412872841457,-2,0.09999999999999998,0.0,0,-0.01491365777080067,-40.62491667258314,20.034003056171287,-0.4047619047619048,0.5,0.0425411230856495,20.034003056171287,31.722562397572574,12.0,0.0,Hard,M,3,R16
3529,2022-03-07,Daniil Medvedev,Gael Monfils,0,-3.3886424134871334,4,0.10000000000000009,0.20000000000000007,0,0.25465838509316774,232.37228382193462,227.8387619556829,0.3142857142857143,0.5416666666666667,0.20333333333333337,227.8387619556829,173.80767754898898,-27.0,0.0,Hard,M,3,R32
3528,2022-03-07,Carlos Alcaraz,Roberto Bautista Agut,1,1.358451672010994,-2,0.09999999999999998,0.19999999999999996,4,0.08680714612918006,87.40707242988265,87.80164337644055,0.19393939393939397,0.33333333333333337,0.07525172231054589,87.80164337644055,8.089785635080261,4.0,0.0,Hard,M,3,R32
3527,2022-03-07,Cameron Norrie,Nikoloz Basilashvili,1,-1.3437773243952202,6,0.5,0.20000000000000007,0,0.1496648207519674,91.46042662118361,162.4295886310722,0.2152777777777778,0.19047619047619047,0.1419698314108252,162.4295886310722,113.21583496809671,-6.0,0.5,Hard,M,3,R32
3526,2022-03-07,Jenson Brooksby,Stefanos Tsitsipas,1,4.391288566243194,-5,0.0,-0.20000000000000007,1,-0.05771324863883842,-120.97263282038853,-89.23555791468698,-0.35185185185185186,0.5,-0.018939393939393923,-89.23555791468698,-74.14901780843115,38.0,0.0,Hard,M,3,R32
3525,2022-03-07,Daniel Evans,Rafael Nadal,0,0.03278688524590123,-2,-0.4,-0.6,-16,-0.3339272986457591,-210.42581241143307,-233.21796522537534,-0.35930735930735935,0.30000000000000004,-0.3704318936877077,-233.21796522537534,-118.40578472379275,25.0,0.0,Hard,M,3,R32
3524,2022-03-07,Denis Shapovalov,Reilly Opelka,0,-1.1218309859154934,-1,-0.20000000000000007,0.0,0,0.055633802816901334,27.617448095728378,12.531930020493974,-0.08333333333333326,0.8181818181818182,0.015527950310559091,12.531930020493974,-0.2781084653720427,-4.0,0.3333333333333333,Hard,M,3,R32
3523,2022-03-07,Benjamin Bonzi,Jannik Sinner,0,11.238900634249472,1,-0.10000000000000009,0.0,0,-0.26638477801268495,-228.25310091913548,-217.41432932470684,-0.6666666666666666,1.0,-0.2681159420289855,-217.41432932470684,-175.8292171154526,52.0,0.0,Hard,M,3,R32
3532,2022-03-07,Alex De Minaur,Taylor Fritz,0,0.8868131868131863,1,0.0,0.0,1,-0.07472527472527468,-80.54521137465781,-56.83720009023432,0.0,-0.19999999999999996,-0.13879781420765025,-56.83720009023432,-68.35479832123292,11.0,-0.3333333333333333,Hard,M,3,R16
3497,2022-03-07,Holger Rune,Matteo Berrettini,0,6.912046908315564,2,-0.39999999999999997,0.0,3,-0.4099147121535181,-221.95429858177204,-259.8485560200727,-0.5037593984962406,-0.5,-0.291060291060291,-259.8485560200727,-105.51582240982589,80.0,0.0,Hard,M,3,R64
3504,2022-03-07,Daniel Evans,Federico Coria,1,-1.927777777777778,-6,0.0,-0.19999999999999996,-4,0.06111111111111117,75.87246337418674,63.74902329397105,-0.021212121212121238,0.30000000000000004,0.2504472271914132,63.74902329397105,78.85084164059504,-37.0,0.0,Hard,M,3,R64
3495,2022-03-07,Marin Cilic,Miomir Kecmanovic,0,-2.2764163372859025,-6,0.0,-0.19999999999999996,-3,0.15783926218708827,133.238620459706,119.01393050375691,0.05555555555555558,0.4,0.09191176470588236,119.01393050375691,82.93952165491987,-37.0,0.0,Hard,M,3,R64
3469,2022-03-07,Laslo Djere,Soon Woo Kwon,1,-0.6207142857142864,-5,-0.39999999999999997,-0.6,-7,-0.1135714285714286,-10.656724102647331,-111.70605225910913,-0.03879310344827591,-0.16666666666666663,-0.19607843137254904,-111.70605225910913,-80.98408060755219,-14.0,-0.3333333333333333,Hard,M,3,R128
3468,2022-03-07,Arthur Rinderknech,Benjamin Bonzi,0,-10.033333333333331,1,0.0,-0.20000000000000007,0,0.14901960784313728,71.8147880872898,76.0896635741176,0.625,-0.5,0.048387096774193505,76.0896635741176,38.069728381801724,-8.0,0.0,Hard,M,3,R128
3467,2022-03-07,Nick Kyrgios,Sebastian Baez,1,3.3284313725490193,-9,-0.3,-0.6000000000000001,-2,-0.07107843137254899,10.954236605865617,-32.042653832344286,-0.0714285714285714,0.5,0.11111111111111116,-32.042653832344286,-5.887768317716336,53.0,0.0,Hard,M,3,R128
3466,2022-03-07,Christopher Eubanks,Maxime Cressy,1,19.41025641025641,-1,-0.33333333333333337,-0.2,1,-0.41025641025641024,-86.45569773952548,-90.28572046690306,0.0,-0.5,-0.2795031055900621,-90.28572046690306,-59.62404967471957,108.0,0.0,Hard,M,3,R128
3465,2022-03-07,Holger Rune,Ugo Humbert,1,5.533333333333333,3,0.1,0.0,1,-0.14814814814814814,-55.60337601007427,-68.07933785342811,0.11904761904761904,-0.30000000000000004,-0.022792022792022748,-68.07933785342811,6.456949722555009,47.0,0.0,Hard,M,3,R128
3464,2022-03-07,Facundo Bagnis,Henri Laaksonen,1,-6.772727272727273,3,-0.10000000000000003,0.2,3,-0.030303030303030276,14.615524055217293,-55.45108250694966,-0.04761904761904756,0.0,-0.0649350649350649,-55.45108250694966,-19.937922950382017,-10.0,0.0,Hard,M,3,R128
3463,2022-03-07,Liam Broady,Miomir Kecmanovic,0,7.281481481481482,-5,-0.19999999999999996,-0.39999999999999997,-1,-0.025925925925925908,-9.740289688394796,-5.448953492873898,0.5,0.0,-0.09558823529411764,-5.448953492873898,17.602825340681648,53.0,-0.3333333333333333,Hard,M,3,R128
3462,2022-03-07,Botic Van De Zandschulp,Tennys Sandgren,1,-2.8380566801619427,3,0.3,0.39999999999999997,4,0.2975708502024291,88.8970588186794,148.89948216006974,0.41666666666666663,0.4,0.3509803921568628,148.89948216006974,97.03202558515159,-113.0,0.0,Hard,M,3,R128
3460,2022-03-07,Aljaz Bedene,Kamil Majchrzak,0,-9.226086956521739,-1,-0.29999999999999993,-0.19999999999999996,0,-0.021739130434782594,-1.571914951374083,-14.012617342061958,0.038461538461538436,0.0,-0.03349282296650724,-14.012617342061958,-4.8849263964350484,-21.0,0.0,Hard,M,3,R128
3470,2022-03-07,Alejandro Davidovich Fokina,Borna Coric,1,0.18267419962335207,5,-0.36666666666666664,-0.19999999999999996,-1,-0.1581920903954802,62.54395513083318,-22.621364581841817,0.19999999999999996,0.0,-0.2222222222222222,-22.621364581841817,-47.51044111277997,17.0,0.0,Hard,M,3,R128
3459,2022-03-07,Jan Lennard Struff,John Millman,0,0.17812499999999964,-4,-0.10000000000000003,-0.6,-4,-0.012500000000000011,16.47488833358784,-41.12072995925132,0.04048582995951422,-0.16666666666666669,-0.05238095238095236,-41.12072995925132,-28.08375031594028,-20.0,0.0,Hard,M,3,R128
3457,2022-03-07,Benoit Paire,Dominik Koepfer,0,0.45286576168929127,3,-0.2,-0.2,-4,-0.16251885369532432,-38.07782900610391,-98.02265765431775,-0.2,-0.5,-0.15632183908045977,-98.02265765431775,-38.60267134058449,-4.0,-0.3333333333333333,Hard,M,3,R128
3456,2022-03-07,Adrian Mannarino,Brandon Nakashima,0,-0.640350877192982,3,0.19999999999999996,0.19999999999999996,3,-0.13157894736842113,-53.513019898418634,-10.219582533373114,-0.5,0.0714285714285714,-0.10275689223057649,-10.219582533373114,-3.84304372256247,-17.0,0.3333333333333333,Hard,M,3,R128
3455,2022-03-07,Daniel Altmaier,Steve Johnson,0,2.998655913978496,0,-0.2,-0.2,-3,-0.07661290322580644,-17.728296824853714,-38.4333157683036,-0.12121212121212122,0.0,-0.2272727272727273,-38.4333157683036,-27.389169684395256,-15.0,0.0,Hard,M,3,R128
