k_overall,k_surface,tau,beta,n,cutoff_date,train_auc,test_auc,train_brier,test_brier,test_acc,thr
28,12,500,1.5,39613,2022-04-18 00:00:00,0.7702158784069617,0.7449042688184858,0.19487833601613205,0.2045588470485617,0.6717152593714502,0.53
28,14,240,1.8,39613,2022-04-18 00:00:00,0.7703535049178875,0.7449014008026621,0.19481319164750696,0.2045703716297332,0.6712104001009719,0.505
22,20,500,2.0,39613,2022-04-18 00:00:00,0.7695879634256193,0.7449007634658122,0.1951058309974133,0.20459673634091835,0.6732298371828853,0.555
28,12,240,1.8,39613,2022-04-18 00:00:00,0.7703462196988411,0.7448977679826185,0.19481631117902928,0.20456900834393107,0.6718414741890698,0.505
28,16,240,1.8,39613,2022-04-18 00:00:00,0.7703575040211801,0.7448948362331098,0.19481081508329576,0.20457441531904016,0.6704531111952543,0.505
22,18,240,2.2,39613,2022-04-18 00:00:00,0.7701381030176258,0.7448839696398217,0.19487624888048116,0.20458812530034332,0.6712104001009719,0.545
20,14,365,2.2,39613,2022-04-18 00:00:00,0.7696298862962924,0.7448828543003347,0.1950759471193269,0.20460021696850358,0.6727249779124069,0.55
28,18,240,1.8,39613,2022-04-18 00:00:00,0.7703590813567417,0.744879986284511,0.19480963488789504,0.20458029277487003,0.6707055408304935,0.505
28,24,240,1.8,39613,2022-04-18 00:00:00,0.7703274071840488,0.7448755249265628,0.19481663784029898,0.204589426375191,0.6713366149185914,0.51
28,14,500,1.5,39613,2022-04-18 00:00:00,0.7702201682817089,0.7448728481117939,0.19487616618510828,0.20457036277156637,0.6718414741890698,0.53
22,12,365,1.8,39613,2022-04-18 00:00:00,0.7699922393098781,0.7448699163622853,0.19494032807685766,0.2045944523162735,0.6714628297362111,0.525
28,20,240,1.8,39613,2022-04-18 00:00:00,0.7703545007105399,0.744868259286476,0.19481041823068881,0.20458717014731156,0.6704531111952543,0.505
22,20,240,2.2,39613,2022-04-18 00:00:00,0.770101278605334,0.7448610255132315,0.19488875368614775,0.20460029372024363,0.6713366149185914,0.545
22,24,500,2.2,39613,2022-04-18 00:00:00,0.7693712371211298,0.7448537917399869,0.19518950752158964,0.20463176286899593,0.6667928814842863,0.485
22,16,500,1.8,39613,2022-04-18 00:00:00,0.7697611317679003,0.7448493941157238,0.19504029530310105,0.20460650013782508,0.6702006815600151,0.535
28,16,500,1.5,39613,2022-04-18 00:00:00,0.7702146954052904,0.7448490117136141,0.19487624993888333,0.20457992558005092,0.6712104001009719,0.535
20,16,365,2.2,39613,2022-04-18 00:00:00,0.7695677448516016,0.744841618606157,0.19509969063913157,0.20461954272651167,0.670831755648113,0.54
22,14,365,1.8,39613,2022-04-18 00:00:00,0.7699608598918104,0.7448339705639602,0.19495188056531257,0.20461279639503402,0.6717152593714502,0.54
20,12,500,2.2,39613,2022-04-18 00:00:00,0.7693587757718756,0.7448319310860411,0.19520307413421306,0.2046433538786537,0.674239555723842,0.555
24,24,240,2.0,39613,2022-04-18 00:00:00,0.7702032796383215,0.744829955341807,0.1948515791945614,0.20460712602716247,0.6717152593714502,0.52
28,18,500,1.5,39613,2022-04-18 00:00:00,0.7702041400031733,0.744827342260723,0.1948782524368726,0.2045883699749336,0.6712104001009719,0.535
28,20,500,1.5,39613,2022-04-18 00:00:00,0.7701894660026452,0.7448244742448993,0.1948804922351596,0.2046056754179947,0.6715890445538306,0.535
20,12,365,2.0,39613,2022-04-18 00:00:00,0.7697069009000416,0.744817973409032,0.19504594404876638,0.20462707896951973,0.6728511927300265,0.55
22,18,500,1.8,39613,2022-04-18 00:00:00,0.7697003804497526,0.7448096242963005,0.19505969029602185,0.20462732478078632,0.6717152593714502,0.545
22,16,365,1.8,39613,2022-04-18 00:00:00,0.7699166347485248,0.7448089869594507,0.19496565578321765,0.20462666090538412,0.6707055408304935,0.54
22,24,240,2.2,39613,2022-04-18 00:00:00,0.7700199462446431,0.7448016257188362,0.19491559061318542,0.20462266234381074,0.6714628297362111,0.545
22,24,500,2.0,39613,2022-04-18 00:00:00,0.7694634156553926,0.7448001279772394,0.19514944523795136,0.20463900735363522,0.6724725482771677,0.555
20,18,365,2.2,39613,2022-04-18 00:00:00,0.7695001942612222,0.7447880185770945,0.19512356476387233,0.20463839727608626,0.6703268963776348,0.53
22,18,365,1.8,39613,2022-04-18 00:00:00,0.7698687411051071,0.7447815177412273,0.1949810761890759,0.2046354880828267,0.6695696074719172,0.54
20,12,500,2.0,39613,2022-04-18 00:00:00,0.7694427091429751,0.7447727224927009,0.19516590636759587,0.20465556511780886,0.6732298371828853,0.555
20,14,365,2.0,39613,2022-04-18 00:00:00,0.7696477468333086,0.7447690259389724,0.19506642289597514,0.204648705536884,0.6724725482771677,0.55
28,24,500,1.5,39613,2022-04-18 00:00:00,0.7701549996273546,0.7447567253377726,0.19489083725095083,0.2046127591267451,0.6715890445538306,0.5
22,20,500,1.8,39613,2022-04-18 00:00:00,0.7696417999595875,0.7447535386535239,0.19507959084835547,0.2046442783646172,0.6729774075476461,0.55
20,20,365,2.2,39613,2022-04-18 00:00:00,0.7694349499266263,0.7447431500628732,0.1951464291305953,0.20465599772329723,0.6704531111952543,0.53
22,20,365,1.8,39613,2022-04-18 00:00:00,0.7698275830031913,0.7447379876343905,0.19499611976138834,0.20465378727145703,0.669317177836678,0.54
20,14,500,2.2,39613,2022-04-18 00:00:00,0.7692834818978298,0.7447311681300983,0.19523056246896728,0.20467972857066077,0.6722201186419285,0.55
22,12,240,2.0,39613,2022-04-18 00:00:00,0.7700772282211891,0.7447246672942309,0.19490717482145187,0.2046434599357503,0.6712104001009719,0.52
20,16,365,2.0,39613,2022-04-18 00:00:00,0.7695875969739231,0.7447119842909213,0.1950881082798679,0.20466806876343782,0.6699482519247759,0.53
22,24,500,1.8,39613,2022-04-18 00:00:00,0.7695214285437456,0.7447071405308634,0.19512268475381536,0.20467529625177672,0.6724725482771677,0.55
22,14,240,2.0,39613,2022-04-18 00:00:00,0.7700511304873507,0.7447044637160944,0.19491612654856366,0.20465373067091097,0.6713366149185914,0.52
20,14,500,2.0,39613,2022-04-18 00:00:00,0.7693693232076515,0.7446851524095476,0.19519221583474788,0.20469461924297455,0.6732298371828853,0.55
22,16,240,2.0,39613,2022-04-18 00:00:00,0.7700199422614724,0.7446708760641135,0.1949259634381667,0.20466570647686327,0.6707055408304935,0.515
20,18,365,2.0,39613,2022-04-18 00:00:00,0.7695266265813919,0.7446703661946337,0.19511040649587025,0.20468595960980962,0.6703268963776348,0.53
22,24,365,1.8,39613,2022-04-18 00:00:00,0.7697345719862712,0.7446683904503997,0.19502723253646279,0.2046789766937818,0.6712104001009719,0.535
20,24,365,2.2,39613,2022-04-18 00:00:00,0.7693098624367817,0.7446550063765551,0.19519009266886872,0.20468827407028778,0.6664142370314274,0.485
20,16,500,2.2,39613,2022-04-18 00:00:00,0.7692023964937168,0.7446500351491272,0.19525905054707743,0.20471210997809464,0.6732298371828853,0.555
22,18,240,2.0,39613,2022-04-18 00:00:00,0.7699883278363387,0.7446472946006735,0.1949367883314436,0.20468010439529938,0.6695696074719172,0.54
32,24,365,1.5,39613,2022-04-18 00:00:00,0.7702060160765305,0.7446455100574941,0.19487754461263193,0.2046581214532687,0.6707055408304935,0.505
32,20,365,1.5,39613,2022-04-18 00:00:00,0.7701933695098432,0.7446435980469449,0.1948833291865771,0.20465475347362547,0.6743657705414615,0.515
20,12,240,2.2,39613,2022-04-18 00:00:00,0.7698688765329077,0.7446349939994735,0.19498118476391765,0.2046770095730395,0.6710841852833522,0.545
20,12,500,1.8,39613,2022-04-18 00:00:00,0.7694949922404053,0.7446349302657885,0.1951410619166368,0.20469980862750323,0.6723463334595482,0.545
20,20,365,2.0,39613,2022-04-18 00:00:00,0.7694689383214436,0.7446226296645888,0.19513221596118827,0.20470160692399775,0.670831755648113,0.53
20,16,500,2.0,39613,2022-04-18 00:00:00,0.7692944834150555,0.7446219923277388,0.1952194463121331,0.20472018382089305,0.6727249779124069,0.55
32,18,365,1.5,39613,2022-04-18 00:00:00,0.7701841444867098,0.7446202077845598,0.19488783209506264,0.2046507848973361,0.6741133409062224,0.515
32,16,365,1.5,39613,2022-04-18 00:00:00,0.770174636658463,0.7446186144424354,0.19489354616570007,0.2046491846546966,0.673608481635744,0.515
32,14,365,1.5,39613,2022-04-18 00:00:00,0.7701542786734741,0.7446131333455277,0.1949011051872237,0.20464781495570694,0.6744919853590812,0.515
22,20,240,2.0,39613,2022-04-18 00:00:00,0.7699517185152599,0.7446126872097328,0.19494828160016126,0.2046899242814904,0.6699482519247759,0.54
20,14,240,2.2,39613,2022-04-18 00:00:00,0.7698248983461999,0.7446096279928542,0.19499619023810302,0.20469184361855156,0.670831755648113,0.545
32,12,365,1.5,39613,2022-04-18 00:00:00,0.7701292922442358,0.7446042106296314,0.1949098316513997,0.20464844790154532,0.6731036223652657,0.52
24,12,500,1.5,39613,2022-04-18 00:00:00,0.7699061948583553,0.7445922286968565,0.19498578608642048,0.20467632408238845,0.6751230594471791,0.555
20,18,500,2.2,39613,2022-04-18 00:00:00,0.769121737288859,0.7445814577040961,0.19528881996654904,0.20474340194101895,0.6712104001009719,0.55
24,12,240,1.8,39613,2022-04-18 00:00:00,0.7700195120790465,0.7445812027693561,0.19493619068599558,0.20468738349907242,0.6717152593714502,0.505
20,16,240,2.2,39613,2022-04-18 00:00:00,0.7697769847869291,0.7445746381998037,0.19501217582831595,0.20470561330826026,0.6712104001009719,0.545
22,24,240,2.0,39613,2022-04-18 00:00:00,0.7698786591999265,0.7445676274944568,0.19497290972531356,0.20471198677732833,0.6702006815600151,0.515
24,14,240,1.8,39613,2022-04-18 00:00:00,0.7700062401545731,0.7445631661365086,0.1949397294973772,0.20469423175572327,0.6713366149185914,0.505
24,14,500,1.5,39613,2022-04-18 00:00:00,0.7698883622035331,0.7445605530554248,0.19499183705908477,0.2046937921790043,0.6751230594471791,0.555
24,16,240,1.8,39613,2022-04-18 00:00:00,0.7699923866871906,0.7445539247521875,0.19494367977078209,0.20470223781764602,0.670579326012874,0.5
20,18,500,2.0,39613,2022-04-18 00:00:00,0.7692180105225092,0.7445485073889648,0.19524702002370092,0.20474710278077152,0.6743657705414615,0.56
20,14,500,1.8,39613,2022-04-18 00:00:00,0.7694305206409076,0.74454806125317,0.19516476567547242,0.20473068830527036,0.672093903824309,0.545
20,12,365,1.8,39613,2022-04-18 00:00:00,0.7696463447572539,0.7445430262920572,0.19506976421203165,0.20471739818546522,0.6707055408304935,0.54
20,18,240,2.2,39613,2022-04-18 00:00:00,0.7697297603161739,0.7445425801562622,0.1950279723564889,0.20471977920080142,0.670579326012874,0.54
24,18,240,1.8,39613,2022-04-18 00:00:00,0.7699719649714718,0.7445400945425483,0.19494892474972703,0.20471240297418747,0.6713366149185914,0.51
20,24,365,2.0,39613,2022-04-18 00:00:00,0.7693500287292154,0.7445285587455681,0.1951734651690413,0.20473296119222775,0.6707055408304935,0.53
24,20,240,1.8,39613,2022-04-18 00:00:00,0.7699517145320893,0.7445283038108281,0.19495514030796937,0.20472370984347013,0.6717152593714502,0.51
24,16,500,1.5,39613,2022-04-18 00:00:00,0.7698602728843896,0.744526264332909,0.19500037927058322,0.20470834359368703,0.6751230594471791,0.555
28,16,365,1.5,39613,2022-04-18 00:00:00,0.7700296611977615,0.7445106495800906,0.19494109254233138,0.2047035353806815,0.6717152593714502,0.51
24,18,500,1.5,39613,2022-04-18 00:00:00,0.7698305584316371,0.7445088013032263,0.19500985546408073,0.2047239165036189,0.6717152593714502,0.52
20,20,240,2.2,39613,2022-04-18 00:00:00,0.7696844756495058,0.7445077178305819,0.19504397063181686,0.20473313515051444,0.6702006815600151,0.54
28,12,365,1.5,39613,2022-04-18 00:00:00,0.7700163613910938,0.7445044674126482,0.19494761905486013,0.2046951468064325,0.6723463334595482,0.51
28,18,365,1.5,39613,2022-04-18 00:00:00,0.7700318081267203,0.7445017905978792,0.19494044758010481,0.2047086329217043,0.6717152593714502,0.505
28,14,365,1.5,39613,2022-04-18 00:00:00,0.7700251562318012,0.7444998148536452,0.19494364394046462,0.20469820309066541,0.6717152593714502,0.51
20,20,500,2.2,39613,2022-04-18 00:00:00,0.7690405602718221,0.7444978391094109,0.19531766048307173,0.20477510432046533,0.6681812444781017,0.49
28,20,365,1.5,39613,2022-04-18 00:00:00,0.7700293783926482,0.7444917206756535,0.19494095451123938,0.20471507204135386,0.6724725482771677,0.51
20,20,500,2.0,39613,2022-04-18 00:00:00,0.7691412070268021,0.7444845187692515,0.19527483093586684,0.20477299266892612,0.6683074592957213,0.49
20,14,365,1.8,39613,2022-04-18 00:00:00,0.7695973995567951,0.744483371562922,0.19508771595893792,0.20473754165242494,0.6698220371071564,0.54
28,24,365,1.5,39613,2022-04-18 00:00:00,0.7700030854834499,0.7444729829722714,0.19494619872760818,0.20472724172190868,0.672093903824309,0.515
24,20,500,1.5,39613,2022-04-18 00:00:00,0.7697929812000999,0.7444722819017366,0.195021360051275,0.20473667176190385,0.6714628297362111,0.54
20,16,500,1.8,39613,2022-04-18 00:00:00,0.7693602455618309,0.7444655261311295,0.19518997563171295,0.204759218195328,0.6723463334595482,0.55
24,24,240,1.8,39613,2022-04-18 00:00:00,0.7699031118843029,0.7444629130500456,0.19497163077421736,0.20474297039095685,0.6703268963776348,0.515
20,24,240,2.2,39613,2022-04-18 00:00:00,0.7695930817998535,0.7444306638054491,0.19507575170237532,0.2047565620992851,0.6694433926542976,0.535
20,16,365,1.8,39613,2022-04-18 00:00:00,0.7695421211150658,0.7444277957896254,0.19510658329053712,0.2047563303482666,0.6698220371071564,0.54
20,18,500,1.8,39613,2022-04-18 00:00:00,0.769287457102099,0.7444213586874431,0.19521561851455824,0.20478309798892624,0.6715890445538306,0.55
20,12,240,2.0,39613,2022-04-18 00:00:00,0.7697342135009162,0.7444176621337146,0.19503578118082454,0.2047625757730564,0.670831755648113,0.515
24,24,500,1.5,39613,2022-04-18 00:00:00,0.7697233713105149,0.74440478792935,0.19504554030961888,0.20476284349208565,0.6699482519247759,0.54
20,14,240,2.0,39613,2022-04-18 00:00:00,0.7696921990173191,0.7443918499913005,0.19504915352705968,0.20477524240556952,0.6717152593714502,0.545
22,12,500,1.5,39613,2022-04-18 00:00:00,0.7696640818159812,0.7443853491554331,0.19507335718250796,0.2047677470724039,0.6725987630947873,0.54
20,18,365,1.8,39613,2022-04-18 00:00:00,0.7694837198675784,0.7443819712701295,0.19512614323115687,0.20477319372217545,0.6731036223652657,0.55
22,12,240,1.8,39613,2022-04-18 00:00:00,0.7697788528939453,0.7443722200163287,0.1950248908010418,0.2047721997902026,0.6715890445538306,0.51
20,24,500,2.2,39613,2022-04-18 00:00:00,0.7688903568996945,0.7443671213215307,0.19537306599254994,0.20482278184658717,0.6676763852076234,0.49
20,20,500,1.8,39613,2022-04-18 00:00:00,0.7692177914481255,0.7443574975350997,0.19524090410436512,0.20480551237366926,0.6712104001009719,0.55
20,16,240,2.0,39613,2022-04-18 00:00:00,0.7696500252068977,0.7443557129919205,0.19506313897639085,0.20478979725481217,0.6715890445538306,0.545
20,20,365,1.8,39613,2022-04-18 00:00:00,0.7694218572448303,0.744354247117166,0.19514635813792058,0.2047886652769825,0.6719676890066894,0.55
20,24,500,2.0,39613,2022-04-18 00:00:00,0.7689824677200567,0.7443502956286977,0.19532932939392564,0.2048245787633397,0.6672977407547646,0.49
22,14,240,1.8,39613,2022-04-18 00:00:00,0.7697534243327695,0.7443484473518335,0.1950322134578759,0.2047814689428056,0.670579326012874,0.515
22,14,500,1.5,39613,2022-04-18 00:00:00,0.7696359646146436,0.7443428387875559,0.19508463525683853,0.20478870736359467,0.6710841852833522,0.545
20,18,240,2.0,39613,2022-04-18 00:00:00,0.7696065727987105,0.7443324501969052,0.19507778755116387,0.2048039536479248,0.670579326012874,0.545
22,16,240,1.8,39613,2022-04-18 00:00:00,0.7697270876086943,0.744323591214694,0.19504039600917775,0.20479198445516442,0.670831755648113,0.52
22,18,240,1.8,39613,2022-04-18 00:00:00,0.7696989584578448,0.7443004558870487,0.19504891142102626,0.20480448092316597,0.6728511927300265,0.545
20,20,240,2.0,39613,2022-04-18 00:00:00,0.7695637975295269,0.7442954209259357,0.19509214333537275,0.20481632343818432,0.6707055408304935,0.545
22,16,500,1.5,39613,2022-04-18 00:00:00,0.7695940895420179,0.7442921067743171,0.19509795585831516,0.20480815128298346,0.6718414741890698,0.545
20,24,365,1.8,39613,2022-04-18 00:00:00,0.7693142080759174,0.7442719031961806,0.19518445803385256,0.20481831558307426,0.6741133409062224,0.555
20,24,240,2.0,39613,2022-04-18 00:00:00,0.7694742558542081,0.7442680791750821,0.19512397325853673,0.2048283255940257,0.6696958222895368,0.535
22,20,240,1.8,39613,2022-04-18 00:00:00,0.7696675113258767,0.7442654660939982,0.19505886667497996,0.20481625456851751,0.6704531111952543,0.515
22,18,500,1.5,39613,2022-04-18 00:00:00,0.7695499400789737,0.7442509348138244,0.19511294723730116,0.2048257856224325,0.6723463334595482,0.55
20,24,500,1.8,39613,2022-04-18 00:00:00,0.7690750585124775,0.7442382518105146,0.1952907144856942,0.20484601648923753,0.6713366149185914,0.55
24,12,365,1.5,39613,2022-04-18 00:00:00,0.7697385671063932,0.7442355112620608,0.19504707568446714,0.20479959418198698,0.6712104001009719,0.505
24,14,365,1.5,39613,2022-04-18 00:00:00,0.7697245543121863,0.744227990687234,0.19505063176636192,0.20480577420119972,0.6717152593714502,0.505
22,20,500,1.5,39613,2022-04-18 00:00:00,0.7695027833221191,0.7442183669008029,0.19512905960398824,0.2048414301800499,0.6728511927300265,0.55
24,16,365,1.5,39613,2022-04-18 00:00:00,0.7697064547849332,0.7442133956733751,0.19505509243344712,0.204815665724422,0.6717152593714502,0.505
22,24,240,1.8,39613,2022-04-18 00:00:00,0.7696029799788199,0.7442004577353254,0.1950800933556286,0.20483904097183228,0.6696958222895368,0.515
24,18,365,1.5,39613,2022-04-18 00:00:00,0.7696900520883603,0.7441917899541691,0.1950613824330406,0.20482615272965185,0.670831755648113,0.505
24,20,365,1.5,39613,2022-04-18 00:00:00,0.7696675909892889,0.7441720962455123,0.19506865206735485,0.204836490072199,0.6703268963776348,0.505
24,24,365,1.5,39613,2022-04-18 00:00:00,0.7696077836825759,0.7441351944419128,0.19508646010201783,0.2048563830611419,0.6733560520005049,0.545
22,24,500,1.5,39613,2022-04-18 00:00:00,0.769410138756895,0.7441302232144849,0.1951608554981962,0.20487500488254434,0.6712104001009719,0.545
20,12,240,1.8,39613,2022-04-18 00:00:00,0.7694713481396628,0.7440941499487901,0.19513866993652126,0.20488233757010677,0.6724725482771677,0.55
20,12,500,1.5,39613,2022-04-18 00:00:00,0.769356820035106,0.744082168016015,0.19518891874429792,0.20488863294763618,0.6710841852833522,0.545
22,12,365,1.5,39613,2022-04-18 00:00:00,0.7695215639715464,0.744056100938861,0.1951262165125346,0.20487709513436664,0.6737346964533636,0.545
20,14,240,1.8,39613,2022-04-18 00:00:00,0.769433591665448,0.744053487857777,0.19515038894051423,0.20489321298583243,0.6727249779124069,0.55
22,14,365,1.5,39613,2022-04-18 00:00:00,0.7695003376553642,0.7440395939144528,0.1951324118929568,0.20489125847169598,0.6737346964533636,0.545
20,14,500,1.5,39613,2022-04-18 00:00:00,0.7693048794903483,0.7440355149586146,0.19520691263095444,0.20491226028632792,0.6725987630947873,0.55
32,18,240,1.5,39613,2022-04-18 00:00:00,0.7695279211118403,0.7440290778564322,0.19514589669170815,0.20488536269260055,0.6694433926542976,0.5
32,24,240,1.5,39613,2022-04-18 00:00:00,0.7695667291430959,0.7440262735742933,0.19512996227180404,0.20489464015439166,0.6702006815600151,0.5
32,20,240,1.5,39613,2022-04-18 00:00:00,0.7695437143833099,0.7440254450363888,0.19513932812201634,0.20488748313929084,0.6700744667423956,0.5
22,16,365,1.5,39613,2022-04-18 00:00:00,0.7694706988828532,0.7440172233910272,0.19514244647242845,0.20490172106630675,0.6729774075476461,0.545
20,16,240,1.8,39613,2022-04-18 00:00:00,0.7693999657391563,0.7440159487173277,0.1951614092252784,0.20490827540201723,0.6702006815600151,0.515
22,18,365,1.5,39613,2022-04-18 00:00:00,0.7694362524234158,0.7439942792644368,0.19515279218676793,0.20491482370776992,0.6744919853590812,0.55
32,16,240,1.5,39613,2022-04-18 00:00:00,0.7695103314304252,0.7439924309875726,0.19515304854679355,0.20488491657169403,0.669317177836678,0.5
20,18,240,1.8,39613,2022-04-18 00:00:00,0.769363575492461,0.7439901365749135,0.19517383458464735,0.20492201829089635,0.669317177836678,0.515
32,14,240,1.5,39613,2022-04-18 00:00:00,0.7694904275268859,0.7439829984021966,0.19516182322965783,0.20488621023900955,0.6695696074719172,0.5
20,16,500,1.5,39613,2022-04-18 00:00:00,0.7692562409940263,0.7439804490547977,0.19522580518255062,0.20493635888176498,0.6725987630947873,0.55
22,20,365,1.5,39613,2022-04-18 00:00:00,0.7694042436643916,0.7439767525010691,0.19516376992546267,0.20492706869767868,0.6724725482771677,0.545
20,20,240,1.8,39613,2022-04-18 00:00:00,0.7693284638435316,0.7439673836493779,0.1951860567448224,0.2049333034171411,0.6686861037485801,0.515
32,12,240,1.5,39613,2022-04-18 00:00:00,0.7694590839573537,0.7439665551114734,0.1951722794291216,0.20488902953999116,0.6690647482014388,0.495
16,12,365,2.2,39613,2022-04-18 00:00:00,0.7686005633135304,0.7439636233619646,0.19547562077701114,0.20498783441302276,0.6723463334595482,0.555
20,18,500,1.5,39613,2022-04-18 00:00:00,0.7691988753708975,0.7439270402267899,0.19524519131715018,0.2049585110060861,0.6722201186419285,0.55
28,14,240,1.5,39613,2022-04-18 00:00:00,0.7693764490998733,0.7439232162056916,0.19519899309866584,0.20492536587311722,0.6690647482014388,0.5
28,16,240,1.5,39613,2022-04-18 00:00:00,0.7693820733367751,0.7439205393909226,0.19519479807178966,0.20492772600965967,0.6689385333838193,0.5
28,18,240,1.5,39613,2022-04-18 00:00:00,0.7693843198449992,0.7439107244034368,0.19519212472364406,0.20493248655770077,0.6695696074719172,0.5
22,24,365,1.5,39613,2022-04-18 00:00:00,0.7693347453035839,0.7439091310613125,0.19518848936189187,0.20495349101395696,0.6727249779124069,0.545
20,24,240,1.8,39613,2022-04-18 00:00:00,0.7692472589443001,0.7439089398602575,0.1952130215093008,0.20495987735756696,0.6718414741890698,0.55
28,12,240,1.5,39613,2022-04-18 00:00:00,0.7693594807930737,0.7439014830191155,0.1952050859920829,0.20492504472432738,0.6690647482014388,0.5
28,20,240,1.5,39613,2022-04-18 00:00:00,0.7693901193414078,0.7438995072748814,0.1951901326583216,0.20493677656596518,0.6696958222895368,0.5
28,24,240,1.5,39613,2022-04-18 00:00:00,0.7693830372640627,0.7438879077442163,0.19518960176070083,0.2049497563737184,0.6729774075476461,0.515
20,20,500,1.5,39613,2022-04-18 00:00:00,0.7691326910080374,0.7438808333051843,0.19526726197916236,0.20497566759879723,0.672093903824309,0.55
16,14,365,2.2,39613,2022-04-18 00:00:00,0.7685007848897435,0.743871655654548,0.19551316295957843,0.2050187732897556,0.670831755648113,0.54
16,12,365,2.0,39613,2022-04-18 00:00:00,0.7686576222325224,0.7438473731205734,0.19545038340585463,0.20501700511161097,0.6696958222895368,0.52
20,12,365,1.5,39613,2022-04-18 00:00:00,0.7692448451429105,0.7438224532497488,0.19523020105564232,0.2049803883422641,0.6714628297362111,0.525
16,16,365,2.2,39613,2022-04-18 00:00:00,0.7683976845016676,0.7437824922292705,0.19554953210464174,0.20504351281707933,0.670831755648113,0.54
20,14,365,1.5,39613,2022-04-18 00:00:00,0.769211378543443,0.7437802615502964,0.19524177551040375,0.20499777672429365,0.670579326012874,0.525
20,24,500,1.5,39613,2022-04-18 00:00:00,0.7690143111775004,0.7437695542912208,0.19530773412230323,0.2050096686090247,0.6717152593714502,0.55
16,14,365,2.0,39613,2022-04-18 00:00:00,0.7685617154505686,0.7437612689121744,0.19548478038681497,0.20504712908583878,0.6702006815600151,0.52
16,14,240,2.2,39613,2022-04-18 00:00:00,0.7687822914894529,0.7437576679589732,0.19539719800769675,0.20503185299589327,0.6699482519247759,0.53
24,12,240,1.5,39613,2022-04-18 00:00:00,0.7691347224250487,0.7437538758047174,0.1952876143287608,0.20500076929487282,0.6704531111952543,0.5
16,12,240,2.2,39613,2022-04-18 00:00:00,0.7688508179566318,0.7437524417968056,0.19537147434194685,0.20502318922991325,0.6664142370314274,0.48
20,16,365,1.5,39613,2022-04-18 00:00:00,0.7691697145788596,0.7437481397730699,0.19525526433663326,0.2050129619237934,0.6737346964533636,0.55
20,18,365,1.5,39613,2022-04-18 00:00:00,0.7691252305294844,0.7437028251230537,0.19527006224459206,0.2050286312290763,0.6732298371828853,0.55
24,14,240,1.5,39613,2022-04-18 00:00:00,0.7691312092685705,0.7436982362977356,0.19528584169680724,0.2050187374147211,0.6723463334595482,0.515
16,18,365,2.2,39613,2022-04-18 00:00:00,0.7683004473407301,0.7436968341566663,0.19558304137270982,0.2050679487802608,0.6713366149185914,0.54
24,16,240,1.5,39613,2022-04-18 00:00:00,0.7691225339229811,0.7436898234513193,0.19528733412760685,0.20502508667420577,0.6695696074719172,0.5
24,18,240,1.5,39613,2022-04-18 00:00:00,0.7691125919291381,0.7436823666101774,0.19529005327169033,0.20503249663152062,0.6696958222895368,0.5
16,16,365,2.0,39613,2022-04-18 00:00:00,0.7684659679954393,0.7436779689859143,0.19551835136121865,0.20507259375391432,0.6702006815600151,0.52
20,20,365,1.5,39613,2022-04-18 00:00:00,0.7690786991304153,0.7436672617268387,0.19528606179588853,0.20504095232753922,0.6722201186419285,0.545
16,12,500,2.0,39613,2022-04-18 00:00:00,0.7683454014042372,0.7436518381750752,0.1955859557202247,0.2051144049750387,0.6724725482771677,0.555
24,20,240,1.5,39613,2022-04-18 00:00:00,0.769101012852174,0.7436492250939912,0.19529293285474586,0.20504277115229624,0.6710841852833522,0.515
16,20,365,2.2,39613,2022-04-18 00:00:00,0.7682066874877351,0.7436400474433551,0.19561330746759198,0.20508754559713996,0.6713366149185914,0.54
16,12,500,2.2,39613,2022-04-18 00:00:00,0.7682346851939547,0.7436342476780224,0.19563465403066274,0.20513672112332076,0.6678026000252429,0.49
16,16,240,2.2,39613,2022-04-18 00:00:00,0.7687138486688568,0.7436337696753852,0.19541916818338567,0.2050622769288524,0.6700744667423956,0.535
16,12,365,1.8,39613,2022-04-18 00:00:00,0.7686667038615138,0.7436308697927189,0.195444662391894,0.20508108779158982,0.6699482519247759,0.52
16,18,365,2.0,39613,2022-04-18 00:00:00,0.7683783661242078,0.7436065872587441,0.19555025524662284,0.20509451900345232,0.6703268963776348,0.52
20,24,365,1.5,39613,2022-04-18 00:00:00,0.7689916270208751,0.7436042928460851,0.19531536246279693,0.20506904308315288,0.6715890445538306,0.545
24,24,240,1.5,39613,2022-04-18 00:00:00,0.769071302382592,0.7435909725059255,0.19530276516771855,0.20505848993767445,0.6707055408304935,0.515
16,12,500,1.8,39613,2022-04-18 00:00:00,0.7684467133487093,0.7435866386153475,0.19554310398345445,0.2051208291804884,0.6722201186419285,0.555
16,18,240,2.2,39613,2022-04-18 00:00:00,0.7686454775453317,0.7435847584716407,0.19544123611476932,0.20507840507725447,0.6700744667423956,0.535
16,12,240,2.0,39613,2022-04-18 00:00:00,0.7687828332006559,0.7435842804690034,0.19539752346342337,0.20508971672961115,0.6676763852076234,0.485
16,14,365,1.8,39613,2022-04-18 00:00:00,0.7685808466190096,0.7435616550108379,0.19547570866111755,0.20510973581363118,0.6698220371071564,0.52
16,20,240,2.2,39613,2022-04-18 00:00:00,0.7685862876300633,0.7435357472678963,0.19546201319707868,0.20509265399375565,0.6704531111952543,0.535
