player_1,player_2,p1_rank,p2_rank,p1_age,p2_age,p1_ht,p2_ht,p1_seed,p2_seed,round_encoded,surface,sets_lost,game_win_pct,outcome,tourney_level,best_of,tourney_date
Frances Tiafoe,Soon Woo Kwon,53.0,71.0,23.4,23.6,188.0,180.0,0.0,0.0,2,Hard,0,0.7058823529411765,1,A,3,20210724
Soon Woo Kwon,Frances Tiafoe,71.0,53.0,23.6,23.4,180.0,188.0,0.0,0.0,2,Hard,3,0.2941176470588235,0,A,3,20210724
Jan Lennard Struff,Thiago Monteiro,48.0,95.0,31.2,27.1,193.0,183.0,0.0,0.0,2,Hard,0,0.631578947368421,1,A,3,20210724
Thiago Monteiro,Jan Lennard Struff,95.0,48.0,27.1,31.2,183.0,193.0,0.0,0.0,2,Hard,3,0.368421052631579,0,A,3,20210724
Sumit Nagal,Denis Istomin,160.0,197.0,23.9,34.8,178.0,185.0,0.0,0.0,2,Hard,1,0.8627450980392157,1,A,3,20210724
Denis Istomin,Sumit Nagal,197.0,160.0,34.8,23.9,185.0,178.0,0.0,0.0,2,Hard,2,0.13725490196078427,0,A,3,20210724
John Millman,Lorenzo Musetti,44.0,61.0,32.0,19.3,183.0,185.0,0.0,0.0,2,Hard,0,0.631578947368421,1,A,3,20210724
Lorenzo Musetti,John Millman,61.0,44.0,19.3,32.0,185.0,183.0,0.0,0.0,2,Hard,3,0.368421052631579,0,A,3,20210724
Tomas Machac,Joao Sousa,145.0,137.0,20.7,32.3,183.0,185.0,0.0,0.0,2,Hard,1,0.8613861386138614,1,A,3,20210724
Joao Sousa,Tomas Machac,137.0,145.0,32.3,20.7,185.0,183.0,0.0,0.0,2,Hard,2,0.13861386138613863,0,A,3,20210724
Mikhail Kukushkin,Federico Coria,123.0,62.0,33.5,29.3,183.0,180.0,0.0,0.0,2,Hard,1,0.8554216867469879,1,A,3,20210724
Federico Coria,Mikhail Kukushkin,62.0,123.0,29.3,33.5,180.0,183.0,0.0,0.0,2,Hard,2,0.14457831325301207,0,A,3,20210724
Dominik Koepfer,Facundo Bagnis,57.0,80.0,27.2,31.3,180.0,183.0,0.0,0.0,2,Hard,1,0.6333333333333333,1,A,3,20210724
Facundo Bagnis,Dominik Koepfer,80.0,57.0,31.3,27.2,183.0,180.0,0.0,0.0,2,Hard,2,0.3666666666666667,0,A,3,20210724
Miomir Kecmanovic,Kamil Majchrzak,50.0,115.0,21.8,25.5,183.0,180.0,0.0,0.0,2,Hard,0,0.6666666666666666,1,A,3,20210724
Kamil Majchrzak,Miomir Kecmanovic,115.0,50.0,25.5,21.8,180.0,183.0,0.0,0.0,2,Hard,3,0.33333333333333337,0,A,3,20210724
Marcos Giron,Norbert Gombos,64.0,98.0,27.9,30.9,180.0,193.0,0.0,0.0,2,Hard,2,0.8636363636363636,1,A,3,20210724
Norbert Gombos,Marcos Giron,98.0,64.0,30.9,27.9,193.0,180.0,0.0,0.0,2,Hard,1,0.13636363636363635,0,A,3,20210724
Egor Gerasimov,Gilles Simon,79.0,102.0,28.6,36.5,196.0,183.0,0.0,0.0,2,Hard,1,0.6206896551724138,1,A,3,20210724
Gilles Simon,Egor Gerasimov,102.0,79.0,36.5,28.6,183.0,196.0,0.0,0.0,2,Hard,2,0.3793103448275862,0,A,3,20210724
Daniel Elahi Galan,Mohamed Safwat,113.0,171.0,25.0,30.8,191.0,180.0,0.0,0.0,2,Hard,0,0.6842105263157895,1,A,3,20210724
Mohamed Safwat,Daniel Elahi Galan,171.0,113.0,30.8,25.0,180.0,191.0,0.0,0.0,2,Hard,3,0.3157894736842105,0,A,3,20210724
James Duckworth,Lukas Klein,77.0,246.0,29.4,23.3,183.0,193.0,0.0,0.0,2,Hard,2,0.8369565217391305,1,A,3,20210724
Lukas Klein,James Duckworth,246.0,77.0,23.3,29.4,193.0,183.0,0.0,0.0,2,Hard,1,0.1630434782608695,0,A,3,20210724
Marin Cilic,Joao Menezes,36.0,217.0,32.8,24.5,198.0,185.0,0.0,0.0,2,Hard,2,0.8922155688622755,1,A,3,20210724
Joao Menezes,Marin Cilic,217.0,36.0,24.5,32.8,185.0,198.0,0.0,0.0,2,Hard,1,0.10778443113772451,0,A,3,20210724
Jeremy Chardy,Tomas Barrios Vera,68.0,195.0,34.4,23.6,188.0,191.0,0.0,0.0,2,Hard,1,0.8974358974358975,1,A,3,20210724
Tomas Barrios Vera,Jeremy Chardy,195.0,68.0,23.6,34.4,191.0,188.0,0.0,0.0,2,Hard,2,0.10256410256410253,0,A,3,20210724
Liam Broady,Francisco Cerundolo,142.0,116.0,27.5,22.9,183.0,185.0,0.0,0.0,2,Hard,1,0.87,1,A,3,20210724
Francisco Cerundolo,Liam Broady,116.0,142.0,22.9,27.5,185.0,183.0,0.0,0.0,2,Hard,2,0.13,0,A,3,20210724
Nikoloz Basilashvili,Roberto Carballes Baena,42.0,90.0,29.4,28.3,185.0,183.0,0.0,0.0,2,Hard,0,0.7058823529411765,1,A,3,20210724
Roberto Carballes Baena,Nikoloz Basilashvili,90.0,42.0,28.3,29.4,183.0,185.0,0.0,0.0,2,Hard,3,0.2941176470588235,0,A,3,20210724
Alejandro Davidovich Fokina,Pedro Sousa,35.0,120.0,22.1,33.1,183.0,180.0,16.0,0.0,2,Hard,0,0.8,1,A,3,20210724
Pedro Sousa,Alejandro Davidovich Fokina,120.0,35.0,33.1,22.1,180.0,183.0,0.0,16.0,2,Hard,3,0.19999999999999996,0,A,3,20210724
Fabio Fognini,Yuichi Sugita,31.0,114.0,34.1,32.8,178.0,173.0,15.0,0.0,2,Hard,0,0.631578947368421,1,A,3,20210724
Yuichi Sugita,Fabio Fognini,114.0,31.0,32.8,34.1,173.0,178.0,0.0,15.0,2,Hard,3,0.368421052631579,0,A,3,20210724
Ugo Humbert,Pablo Andujar,28.0,65.0,23.0,35.4,188.0,180.0,14.0,0.0,2,Hard,1,0.8961038961038961,1,A,3,20210724
Pablo Andujar,Ugo Humbert,65.0,28.0,35.4,23.0,180.0,188.0,0.0,14.0,2,Hard,2,0.10389610389610393,0,A,3,20210724
Lorenzo Sonego,Taro Daniel,26.0,110.0,26.1,28.4,191.0,191.0,13.0,0.0,2,Hard,3,0.8823529411764706,1,A,3,20210724
Taro Daniel,Lorenzo Sonego,110.0,26.0,28.4,26.1,191.0,191.0,0.0,13.0,2,Hard,0,0.11764705882352944,0,A,3,20210724
Karen Khachanov,Yoshihito Nishioka,25.0,55.0,25.1,25.8,198.0,170.0,12.0,0.0,2,Hard,1,0.75,1,A,3,20210724
Yoshihito Nishioka,Karen Khachanov,55.0,25.0,25.8,25.1,170.0,198.0,0.0,12.0,2,Hard,2,0.25,0,A,3,20210724
Aslan Karatsev,Tommy Paul,24.0,54.0,27.8,24.1,185.0,185.0,11.0,0.0,2,Hard,0,0.7058823529411765,1,A,3,20210724
Tommy Paul,Aslan Karatsev,54.0,24.0,24.1,27.8,185.0,185.0,0.0,11.0,2,Hard,3,0.2941176470588235,0,A,3,20210724
Ilya Ivashka,Gael Monfils,66.0,18.0,27.3,34.8,193.0,193.0,0.0,10.0,2,Hard,1,0.59375,1,A,3,20210724
Gael Monfils,Ilya Ivashka,18.0,66.0,34.8,27.3,193.0,193.0,10.0,0.0,2,Hard,2,0.40625,0,A,3,20210724
Max Purcell,Felix Auger Aliassime,190.0,15.0,23.2,20.9,185.0,193.0,0.0,9.0,2,Hard,1,0.8607594936708861,1,A,3,20210724
Felix Auger Aliassime,Max Purcell,15.0,190.0,20.9,23.2,193.0,185.0,9.0,0.0,2,Hard,2,0.1392405063291139,0,A,3,20210724
Diego Schwartzman,Juan Pablo Varillas,13.0,122.0,28.9,25.7,170.0,185.0,8.0,0.0,2,Hard,0,0.5909090909090909,1,A,3,20210724
Juan Pablo Varillas,Diego Schwartzman,122.0,13.0,25.7,28.9,185.0,170.0,0.0,8.0,2,Hard,3,0.40909090909090906,0,A,3,20210724
Hubert Hurkacz,Luke Saville,12.0,417.0,24.4,27.5,196.0,188.0,7.0,0.0,2,Hard,0,0.6666666666666666,1,A,3,20210724
Luke Saville,Hubert Hurkacz,417.0,12.0,27.5,24.4,188.0,196.0,0.0,7.0,2,Hard,3,0.33333333333333337,0,A,3,20210724
Pablo Carreno Busta,Tennys Sandgren,11.0,81.0,30.0,29.9,188.0,188.0,6.0,0.0,2,Hard,0,0.65,1,A,3,20210724
Tennys Sandgren,Pablo Carreno Busta,81.0,11.0,29.9,30.0,188.0,188.0,0.0,6.0,2,Hard,3,0.35,0,A,3,20210724
Kei Nishikori,Andrey Rublev,69.0,7.0,31.5,23.7,178.0,188.0,0.0,5.0,2,Hard,0,0.631578947368421,1,A,3,20210724
Andrey Rublev,Kei Nishikori,7.0,69.0,23.7,31.5,188.0,178.0,5.0,0.0,2,Hard,3,0.368421052631579,0,A,3,20210724
Alexander Zverev,Yen Hsun Lu,5.0,573.0,24.2,37.9,198.0,180.0,4.0,0.0,2,Hard,0,0.75,1,A,3,20210724
Yen Hsun Lu,Alexander Zverev,573.0,5.0,37.9,24.2,180.0,198.0,0.0,4.0,2,Hard,3,0.25,0,A,3,20210724
Stefanos Tsitsipas,Philipp Kohlschreiber,4.0,112.0,22.9,37.7,193.0,178.0,3.0,0.0,2,Hard,1,0.6666666666666666,1,A,3,20210724
Philipp Kohlschreiber,Stefanos Tsitsipas,112.0,4.0,37.7,22.9,178.0,193.0,0.0,3.0,2,Hard,2,0.33333333333333337,0,A,3,20210724
Daniil Medvedev,Alexander Bublik,2.0,40.0,25.4,24.0,198.0,196.0,2.0,0.0,2,Hard,1,0.8705882352941177,1,A,3,20210724
Alexander Bublik,Daniil Medvedev,40.0,2.0,24.0,25.4,196.0,198.0,0.0,2.0,2,Hard,2,0.12941176470588234,0,A,3,20210724
Novak Djokovic,Hugo Dellien,1.0,139.0,34.1,28.0,188.0,180.0,1.0,0.0,2,Hard,0,0.75,1,A,3,20210724
Hugo Dellien,Novak Djokovic,139.0,1.0,28.0,34.1,180.0,188.0,0.0,1.0,2,Hard,3,0.25,0,A,3,20210724
Kei Nishikori,Marcos Giron,69.0,64.0,31.5,27.9,178.0,180.0,0.0,0.0,3,Hard,2,0.875,1,A,3,20210724
Marcos Giron,Kei Nishikori,64.0,69.0,27.9,31.5,180.0,178.0,0.0,0.0,3,Hard,1,0.125,0,A,3,20210724
Dominik Koepfer,Max Purcell,57.0,190.0,27.2,23.2,180.0,185.0,0.0,0.0,3,Hard,0,0.8,1,A,3,20210724
Max Purcell,Dominik Koepfer,190.0,57.0,23.2,27.2,185.0,180.0,0.0,0.0,3,Hard,3,0.19999999999999996,0,A,3,20210724
Ilya Ivashka,Mikhail Kukushkin,66.0,123.0,27.3,33.5,193.0,183.0,0.0,0.0,3,Hard,1,0.8775510204081632,1,A,3,20210724
Mikhail Kukushkin,Ilya Ivashka,123.0,66.0,33.5,27.3,183.0,193.0,0.0,0.0,3,Hard,2,0.12244897959183676,0,A,3,20210724
Alejandro Davidovich Fokina,John Millman,35.0,44.0,22.1,32.0,183.0,183.0,16.0,0.0,3,Hard,1,0.8686868686868687,1,A,3,20210724
John Millman,Alejandro Davidovich Fokina,44.0,35.0,32.0,22.1,183.0,183.0,0.0,16.0,3,Hard,2,0.13131313131313127,0,A,3,20210724
Fabio Fognini,Egor Gerasimov,31.0,79.0,34.1,28.6,178.0,196.0,15.0,0.0,3,Hard,1,0.8641975308641975,1,A,3,20210724
Egor Gerasimov,Fabio Fognini,79.0,31.0,28.6,34.1,196.0,178.0,0.0,15.0,3,Hard,2,0.13580246913580252,0,A,3,20210724
Ugo Humbert,Miomir Kecmanovic,28.0,50.0,23.0,21.8,188.0,183.0,14.0,0.0,3,Hard,2,0.8297872340425532,1,A,3,20210724
Miomir Kecmanovic,Ugo Humbert,50.0,28.0,21.8,23.0,183.0,188.0,0.0,14.0,3,Hard,1,0.17021276595744683,0,A,3,20210724
Nikoloz Basilashvili,Lorenzo Sonego,42.0,26.0,29.4,26.1,185.0,191.0,0.0,13.0,3,Hard,1,0.6206896551724138,1,A,3,20210724
Lorenzo Sonego,Nikoloz Basilashvili,26.0,42.0,26.1,29.4,191.0,185.0,13.0,0.0,3,Hard,2,0.3793103448275862,0,A,3,20210724
Karen Khachanov,James Duckworth,25.0,77.0,25.1,29.4,198.0,183.0,12.0,0.0,3,Hard,0,0.6842105263157895,1,A,3,20210724
James Duckworth,Karen Khachanov,77.0,25.0,29.4,25.1,183.0,198.0,0.0,12.0,3,Hard,3,0.3157894736842105,0,A,3,20210724
Jeremy Chardy,Aslan Karatsev,68.0,24.0,34.4,27.8,188.0,185.0,0.0,11.0,3,Hard,1,0.6129032258064516,1,A,3,20210724
Aslan Karatsev,Jeremy Chardy,24.0,68.0,27.8,34.4,185.0,188.0,11.0,0.0,3,Hard,2,0.3870967741935484,0,A,3,20210724
Diego Schwartzman,Tomas Machac,13.0,145.0,28.9,20.7,170.0,183.0,8.0,0.0,3,Hard,0,0.5909090909090909,1,A,3,20210724
Tomas Machac,Diego Schwartzman,145.0,13.0,20.7,28.9,183.0,170.0,0.0,8.0,3,Hard,3,0.40909090909090906,0,A,3,20210724
Liam Broady,Hubert Hurkacz,142.0,12.0,27.5,24.4,183.0,196.0,0.0,7.0,3,Hard,1,0.6333333333333333,1,A,3,20210724
Hubert Hurkacz,Liam Broady,12.0,142.0,24.4,27.5,196.0,183.0,7.0,0.0,3,Hard,2,0.3666666666666667,0,A,3,20210724
Pablo Carreno Busta,Marin Cilic,11.0,36.0,30.0,32.8,188.0,198.0,6.0,0.0,3,Hard,1,0.59375,1,A,3,20210724
Marin Cilic,Pablo Carreno Busta,36.0,11.0,32.8,30.0,198.0,188.0,0.0,6.0,3,Hard,2,0.40625,0,A,3,20210724
Alexander Zverev,Daniel Elahi Galan,5.0,113.0,24.2,25.0,198.0,191.0,4.0,0.0,3,Hard,0,0.75,1,A,3,20210724
Daniel Elahi Galan,Alexander Zverev,113.0,5.0,25.0,24.2,191.0,198.0,0.0,4.0,3,Hard,3,0.25,0,A,3,20210724
Stefanos Tsitsipas,Frances Tiafoe,4.0,53.0,22.9,23.4,193.0,188.0,3.0,0.0,3,Hard,0,0.631578947368421,1,A,3,20210724
Frances Tiafoe,Stefanos Tsitsipas,53.0,4.0,23.4,22.9,188.0,193.0,0.0,3.0,3,Hard,3,0.368421052631579,0,A,3,20210724
Daniil Medvedev,Sumit Nagal,2.0,160.0,25.4,23.9,198.0,178.0,2.0,0.0,3,Hard,0,0.8,1,A,3,20210724
Sumit Nagal,Daniil Medvedev,160.0,2.0,23.9,25.4,178.0,198.0,0.0,2.0,3,Hard,3,0.19999999999999996,0,A,3,20210724
Novak Djokovic,Jan Lennard Struff,1.0,48.0,34.1,31.2,188.0,193.0,1.0,0.0,3,Hard,0,0.631578947368421,1,A,3,20210724
Jan Lennard Struff,Novak Djokovic,48.0,1.0,31.2,34.1,193.0,188.0,0.0,1.0,3,Hard,3,0.368421052631579,0,A,3,20210724
Kei Nishikori,Ilya Ivashka,69.0,66.0,31.5,27.3,178.0,193.0,0.0,0.0,4,Hard,1,0.9125,1,A,3,20210724
Ilya Ivashka,Kei Nishikori,66.0,69.0,27.3,31.5,193.0,178.0,0.0,0.0,4,Hard,2,0.08750000000000002,0,A,3,20210724
Jeremy Chardy,Liam Broady,68.0,142.0,34.4,27.5,188.0,183.0,0.0,0.0,4,Hard,2,0.8620689655172413,1,A,3,20210724
Liam Broady,Jeremy Chardy,142.0,68.0,27.5,34.4,183.0,188.0,0.0,0.0,4,Hard,1,0.13793103448275867,0,A,3,20210724
Karen Khachanov,Diego Schwartzman,25.0,13.0,25.1,28.9,198.0,170.0,12.0,8.0,4,Hard,1,0.8181818181818182,1,A,3,20210724
Diego Schwartzman,Karen Khachanov,13.0,25.0,28.9,25.1,170.0,198.0,8.0,12.0,4,Hard,2,0.18181818181818177,0,A,3,20210724
Pablo Carreno Busta,Dominik Koepfer,11.0,57.0,30.0,27.2,188.0,180.0,6.0,0.0,4,Hard,1,0.8795180722891566,1,A,3,20210724
Dominik Koepfer,Pablo Carreno Busta,57.0,11.0,27.2,30.0,180.0,188.0,0.0,6.0,4,Hard,2,0.12048192771084343,0,A,3,20210724
Alexander Zverev,Nikoloz Basilashvili,5.0,42.0,24.2,29.4,198.0,185.0,4.0,0.0,4,Hard,1,0.8658536585365854,1,A,3,20210724
Nikoloz Basilashvili,Alexander Zverev,42.0,5.0,29.4,24.2,185.0,198.0,0.0,4.0,4,Hard,2,0.13414634146341464,0,A,3,20210724
Ugo Humbert,Stefanos Tsitsipas,28.0,4.0,23.0,22.9,188.0,193.0,14.0,3.0,4,Hard,2,0.8735632183908046,1,A,3,20210724
Stefanos Tsitsipas,Ugo Humbert,4.0,28.0,22.9,23.0,193.0,188.0,3.0,14.0,4,Hard,1,0.12643678160919536,0,A,3,20210724
Daniil Medvedev,Fabio Fognini,2.0,31.0,25.4,34.1,198.0,178.0,2.0,15.0,4,Hard,1,0.72,1,A,3,20210724
Fabio Fognini,Daniil Medvedev,31.0,2.0,34.1,25.4,178.0,198.0,15.0,2.0,4,Hard,2,0.28,0,A,3,20210724
Novak Djokovic,Alejandro Davidovich Fokina,1.0,35.0,34.1,22.1,188.0,183.0,1.0,16.0,4,Hard,0,0.75,1,A,3,20210724
Alejandro Davidovich Fokina,Novak Djokovic,35.0,1.0,22.1,34.1,183.0,188.0,16.0,1.0,4,Hard,3,0.25,0,A,3,20210724
Karen Khachanov,Ugo Humbert,25.0,28.0,25.1,23.0,198.0,188.0,12.0,14.0,5,Hard,2,0.8444444444444444,1,A,3,20210724
Ugo Humbert,Karen Khachanov,28.0,25.0,23.0,25.1,188.0,198.0,14.0,12.0,5,Hard,1,0.15555555555555556,0,A,3,20210724
Alexander Zverev,Jeremy Chardy,5.0,68.0,24.2,34.4,198.0,188.0,4.0,0.0,5,Hard,0,0.7058823529411765,1,A,3,20210724
Jeremy Chardy,Alexander Zverev,68.0,5.0,34.4,24.2,188.0,198.0,0.0,4.0,5,Hard,3,0.2941176470588235,0,A,3,20210724
Pablo Carreno Busta,Daniil Medvedev,11.0,2.0,30.0,25.4,188.0,198.0,6.0,2.0,5,Hard,1,0.8875,1,A,3,20210724
Daniil Medvedev,Pablo Carreno Busta,2.0,11.0,25.4,30.0,198.0,188.0,2.0,6.0,5,Hard,2,0.11250000000000004,0,A,3,20210724
Novak Djokovic,Kei Nishikori,1.0,69.0,34.1,31.5,188.0,178.0,1.0,0.0,5,Hard,0,0.8571428571428571,1,A,3,20210724
Kei Nishikori,Novak Djokovic,69.0,1.0,31.5,34.1,178.0,188.0,0.0,1.0,5,Hard,3,0.1428571428571429,0,A,3,20210724
Karen Khachanov,Pablo Carreno Busta,25.0,11.0,25.1,30.0,198.0,188.0,12.0,6.0,6,Hard,0,0.6666666666666666,1,A,3,20210724
Pablo Carreno Busta,Karen Khachanov,11.0,25.0,30.0,25.1,188.0,198.0,6.0,12.0,6,Hard,3,0.33333333333333337,0,A,3,20210724
Alexander Zverev,Novak Djokovic,5.0,1.0,24.2,34.1,198.0,188.0,4.0,1.0,6,Hard,1,0.782608695652174,1,A,3,20210724
Novak Djokovic,Alexander Zverev,1.0,5.0,34.1,24.2,188.0,198.0,1.0,4.0,6,Hard,2,0.21739130434782605,0,A,3,20210724
Alexander Zverev,Karen Khachanov,5.0,25.0,24.2,25.1,198.0,198.0,4.0,12.0,7,Hard,0,0.75,1,A,3,20210724
Karen Khachanov,Alexander Zverev,25.0,5.0,25.1,24.2,198.0,198.0,12.0,4.0,7,Hard,3,0.25,0,A,3,20210724
Pablo Carreno Busta,Novak Djokovic,11.0,1.0,30.0,34.1,188.0,188.0,6.0,1.0,0,Hard,1,0.8712871287128713,1,A,3,20210724
Novak Djokovic,Pablo Carreno Busta,1.0,11.0,34.1,30.0,188.0,188.0,1.0,6.0,0,Hard,2,0.12871287128712872,0,A,3,20210724
Pablo Cuevas,Tennys Sandgren,85.0,62.0,35.3,29.7,180.0,188.0,0.0,0.0,3,Clay,2,0.9047619047619048,1,A,3,20210426
Tennys Sandgren,Pablo Cuevas,62.0,85.0,29.7,35.3,188.0,180.0,0.0,0.0,3,Clay,1,0.09523809523809523,0,A,3,20210426
Guido Pella,Egor Gerasimov,55.0,76.0,30.9,28.4,183.0,196.0,0.0,0.0,3,Clay,0,1.0,1,A,3,20210426
Egor Gerasimov,Guido Pella,76.0,55.0,28.4,30.9,196.0,183.0,0.0,0.0,3,Clay,3,0.0,0,A,3,20210426
John Millman,Alexei Popyrin,40.0,77.0,31.8,21.7,183.0,196.0,8.0,0.0,3,Clay,2,0.8351648351648352,1,A,3,20210426
Alexei Popyrin,John Millman,77.0,40.0,21.7,31.8,196.0,183.0,0.0,8.0,3,Clay,1,0.1648351648351648,0,A,3,20210426
Federico Coria,Cedrik Marcel Stebe,90.0,134.0,29.1,30.5,180.0,183.0,0.0,0.0,3,Clay,1,0.6923076923076923,1,A,3,20210426
Cedrik Marcel Stebe,Federico Coria,134.0,90.0,30.5,29.1,183.0,180.0,0.0,0.0,3,Clay,2,0.3076923076923077,0,A,3,20210426
Daniel Elahi Galan,Sebastian Korda,115.0,65.0,24.8,20.8,191.0,196.0,0.0,0.0,3,Clay,1,0.9012345679012346,1,A,3,20210426
Sebastian Korda,Daniel Elahi Galan,65.0,115.0,20.8,24.8,196.0,191.0,0.0,0.0,3,Clay,2,0.09876543209876543,0,A,3,20210426
Nikoloz Basilashvili,Thiago Monteiro,35.0,78.0,29.1,26.9,185.0,183.0,5.0,0.0,3,Clay,0,0.7058823529411765,1,A,3,20210426
Thiago Monteiro,Nikoloz Basilashvili,78.0,35.0,26.9,29.1,183.0,185.0,0.0,5.0,3,Clay,3,0.2941176470588235,0,A,3,20210426
Jan Lennard Struff,Andrej Martin,44.0,110.0,31.0,31.5,193.0,183.0,7.0,0.0,3,Clay,0,0.631578947368421,1,A,3,20210426
Andrej Martin,Jan Lennard Struff,110.0,44.0,31.5,31.0,183.0,193.0,0.0,7.0,3,Clay,3,0.368421052631579,0,A,3,20210426
Dominik Koepfer,Philipp Kohlschreiber,54.0,114.0,26.9,37.5,180.0,178.0,0.0,0.0,3,Clay,1,0.6206896551724138,1,A,3,20210426
Philipp Kohlschreiber,Dominik Koepfer,114.0,54.0,37.5,26.9,178.0,180.0,0.0,0.0,3,Clay,2,0.3793103448275862,0,A,3,20210426
Yannick Hanfmann,Taro Daniel,98.0,112.0,29.4,28.2,193.0,191.0,0.0,0.0,3,Clay,2,0.8651685393258427,1,A,3,20210426
Taro Daniel,Yannick Hanfmann,112.0,98.0,28.2,29.4,191.0,193.0,0.0,0.0,3,Clay,1,0.1348314606741573,0,A,3,20210426
Mackenzie Mcdonald,Dusan Lajovic,127.0,37.0,26.0,30.8,178.0,183.0,0.0,6.0,3,Clay,0,0.6,1,A,3,20210426
Dusan Lajovic,Mackenzie Mcdonald,37.0,127.0,30.8,26.0,183.0,178.0,6.0,0.0,3,Clay,3,0.4,0,A,3,20210426
Ilya Ivashka,Emil Ruusuvuori,107.0,75.0,27.1,22.0,193.0,188.0,0.0,0.0,3,Clay,0,0.8,1,A,3,20210426
Emil Ruusuvuori,Ilya Ivashka,75.0,107.0,22.0,27.1,188.0,193.0,0.0,0.0,3,Clay,3,0.19999999999999996,0,A,3,20210426
Ricardas Berankis,Maximilian Marterer,89.0,219.0,30.8,25.8,175.0,188.0,0.0,0.0,3,Clay,1,0.9840255591054313,1,A,3,20210426
Maximilian Marterer,Ricardas Berankis,219.0,89.0,25.8,30.8,188.0,175.0,0.0,0.0,3,Clay,2,0.015974440894568676,0,A,3,20210426
Casper Ruud,Pablo Cuevas,24.0,85.0,22.3,35.3,183.0,180.0,2.0,0.0,4,Clay,0,0.7058823529411765,1,A,3,20210426
Pablo Cuevas,Casper Ruud,85.0,24.0,35.3,22.3,180.0,183.0,0.0,2.0,4,Clay,3,0.2941176470588235,0,A,3,20210426
John Millman,Guido Pella,40.0,55.0,31.8,30.9,183.0,183.0,8.0,0.0,4,Clay,1,0.6666666666666666,1,A,3,20210426
Guido Pella,John Millman,55.0,40.0,30.9,31.8,183.0,183.0,0.0,8.0,4,Clay,2,0.33333333333333337,0,A,3,20210426
Norbert Gombos,Federico Coria,95.0,90.0,30.7,29.1,193.0,180.0,0.0,0.0,4,Clay,0,0.7058823529411765,1,A,3,20210426
Federico Coria,Norbert Gombos,90.0,95.0,29.1,30.7,180.0,193.0,0.0,0.0,4,Clay,3,0.2941176470588235,0,A,3,20210426
Nikoloz Basilashvili,Daniel Elahi Galan,35.0,115.0,29.1,24.8,185.0,191.0,5.0,0.0,4,Clay,0,0.6666666666666666,1,A,3,20210426
Daniel Elahi Galan,Nikoloz Basilashvili,115.0,35.0,24.8,29.1,191.0,185.0,0.0,5.0,4,Clay,3,0.33333333333333337,0,A,3,20210426
Jan Lennard Struff,Dominik Koepfer,44.0,54.0,31.0,26.9,193.0,180.0,7.0,0.0,4,Clay,2,0.9025974025974026,1,A,3,20210426
Dominik Koepfer,Jan Lennard Struff,54.0,44.0,26.9,31.0,180.0,193.0,0.0,7.0,4,Clay,1,0.09740259740259738,0,A,3,20210426
Filip Krajinovic,Yannick Hanfmann,36.0,98.0,29.1,29.4,185.0,193.0,4.0,0.0,4,Clay,0,,1,A,3,20210426
Yannick Hanfmann,Filip Krajinovic,98.0,36.0,29.4,29.1,193.0,185.0,0.0,4.0,4,Clay,3,,0,A,3,20210426
Ilya Ivashka,Mackenzie Mcdonald,107.0,127.0,27.1,26.0,193.0,178.0,0.0,0.0,4,Clay,1,0.9081632653061225,1,A,3,20210426
Mackenzie Mcdonald,Ilya Ivashka,127.0,107.0,26.0,27.1,178.0,193.0,0.0,0.0,4,Clay,2,0.09183673469387754,0,A,3,20210426
Alexander Zverev,Ricardas Berankis,6.0,89.0,24.0,30.8,198.0,175.0,1.0,0.0,4,Clay,0,0.6666666666666666,1,A,3,20210426
Ricardas Berankis,Alexander Zverev,89.0,6.0,30.8,24.0,175.0,198.0,0.0,1.0,4,Clay,3,0.33333333333333337,0,A,3,20210426
Casper Ruud,John Millman,24.0,40.0,22.3,31.8,183.0,183.0,2.0,8.0,5,Clay,0,0.631578947368421,1,A,3,20210426
John Millman,Casper Ruud,40.0,24.0,31.8,22.3,183.0,183.0,8.0,2.0,5,Clay,3,0.368421052631579,0,A,3,20210426
Nikoloz Basilashvili,Norbert Gombos,35.0,95.0,29.1,30.7,185.0,193.0,5.0,0.0,5,Clay,0,0.6,1,A,3,20210426
Norbert Gombos,Nikoloz Basilashvili,95.0,35.0,30.7,29.1,193.0,185.0,0.0,5.0,5,Clay,3,0.4,0,A,3,20210426
Jan Lennard Struff,Filip Krajinovic,44.0,36.0,31.0,29.1,193.0,185.0,7.0,4.0,5,Clay,2,0.8333333333333334,1,A,3,20210426
Filip Krajinovic,Jan Lennard Struff,36.0,44.0,29.1,31.0,185.0,193.0,4.0,7.0,5,Clay,1,0.16666666666666663,0,A,3,20210426
Ilya Ivashka,Alexander Zverev,107.0,6.0,27.1,24.0,193.0,198.0,0.0,1.0,5,Clay,1,0.8627450980392157,1,A,3,20210426
Alexander Zverev,Ilya Ivashka,6.0,107.0,24.0,27.1,198.0,193.0,1.0,0.0,5,Clay,2,0.13725490196078427,0,A,3,20210426
Nikoloz Basilashvili,Casper Ruud,35.0,24.0,29.1,22.3,185.0,183.0,5.0,2.0,6,Clay,0,0.8,1,A,3,20210426
Casper Ruud,Nikoloz Basilashvili,24.0,35.0,22.3,29.1,183.0,185.0,2.0,5.0,6,Clay,3,0.19999999999999996,0,A,3,20210426
Jan Lennard Struff,Ilya Ivashka,44.0,107.0,31.0,27.1,193.0,193.0,7.0,0.0,6,Clay,0,0.7058823529411765,1,A,3,20210426
