player_1,player_2,p1_rank,p2_rank,p1_age,p2_age,p1_ht,p2_ht,p1_seed,p2_seed,round_encoded,surface,sets_lost,game_win_pct,outcome,tourney_level,best_of,tourney_date
Marko Topo,Cristian Garin,478.0,86.0,19.5,26.8,185.0,185.0,0.0,0.0,3,Clay,3,0.33333333333333337,0,A,3,20230417
Lorenzo Sonego,Quentin Halys,45.0,65.0,27.9,26.4,191.0,191.0,6.0,0.0,3,Clay,2,0.8387096774193549,1,A,3,20230417
Quentin Halys,Lorenzo Sonego,65.0,45.0,26.4,27.9,191.0,191.0,0.0,6.0,3,Clay,1,0.16129032258064513,0,A,3,20230417
Christopher Oconnell,Ugo Humbert,82.0,72.0,28.8,24.8,183.0,188.0,0.0,0.0,3,Clay,0,0.6,1,A,3,20230417
Ugo Humbert,Christopher Oconnell,72.0,82.0,24.8,28.8,188.0,183.0,0.0,0.0,3,Clay,3,0.4,0,A,3,20230417
Flavio Cobolli,Jordan Thompson,208.0,91.0,20.9,28.9,183.0,183.0,0.0,0.0,3,Clay,0,0.6842105263157895,1,A,3,20230417
Jordan Thompson,Flavio Cobolli,91.0,208.0,28.9,20.9,183.0,183.0,0.0,0.0,3,Clay,3,0.3157894736842105,0,A,3,20230417
Oscar Otte,Sebastian Baez,94.0,30.0,29.7,22.2,193.0,170.0,0.0,5.0,3,Clay,0,0.6190476190476191,1,A,3,20230417
Sebastian Baez,Oscar Otte,30.0,94.0,22.2,29.7,170.0,193.0,5.0,0.0,3,Clay,3,0.38095238095238093,0,A,3,20230417
Marcos Giron,Roberto Carballes Baena,68.0,53.0,29.7,30.0,180.0,183.0,0.0,7.0,3,Clay,1,0.7037037037037037,1,A,3,20230417
Roberto Carballes Baena,Marcos Giron,53.0,68.0,30.0,29.7,183.0,180.0,7.0,0.0,3,Clay,2,0.2962962962962963,0,A,3,20230417
Alexander Ritschard,Jan Lennard Struff,209.0,64.0,29.0,32.9,193.0,193.0,0.0,0.0,3,Clay,0,0.5833333333333334,1,A,3,20230417
Jan Lennard Struff,Alexander Ritschard,64.0,209.0,32.9,29.0,193.0,193.0,0.0,0.0,3,Clay,3,0.41666666666666663,0,A,3,20230417
Aslan Karatsev,Daniel Altmaier,129.0,93.0,29.6,24.5,185.0,188.0,0.0,0.0,3,Clay,2,0.8505747126436781,1,A,3,20230417
Daniel Altmaier,Aslan Karatsev,93.0,129.0,24.5,29.6,188.0,185.0,0.0,0.0,3,Clay,1,0.14942528735632188,0,A,3,20230417
Marc Andrea Huesler,Kyle Edmund,63.0,509.0,26.8,28.2,196.0,188.0,8.0,0.0,3,Clay,2,0.8426966292134831,1,A,3,20230417
Kyle Edmund,Marc Andrea Huesler,509.0,63.0,28.2,26.8,188.0,196.0,0.0,8.0,3,Clay,1,0.1573033707865169,0,A,3,20230417
Dominic Thiem,Constant Lestienne,101.0,60.0,29.6,30.8,185.0,180.0,0.0,0.0,3,Clay,1,0.6666666666666666,1,A,3,20230417
Constant Lestienne,Dominic Thiem,60.0,101.0,30.8,29.6,180.0,185.0,0.0,0.0,3,Clay,2,0.33333333333333337,0,A,3,20230417
Marton Fucsovics,Max Hans Rehberg,75.0,412.0,31.1,19.5,188.0,183.0,0.0,0.0,3,Clay,2,0.8478260869565217,1,A,3,20230417
Max Hans Rehberg,Marton Fucsovics,412.0,75.0,19.5,31.1,183.0,188.0,0.0,0.0,3,Clay,1,0.15217391304347827,0,A,3,20230417
Dusan Lajovic,Andrey Rublev,70.0,6.0,32.7,25.4,183.0,188.0,0.0,2.0,7,Clay,1,0.6206896551724138,1,A,3,20230417
Andrey Rublev,Dusan Lajovic,6.0,70.0,25.4,32.7,188.0,183.0,2.0,0.0,7,Clay,2,0.3793103448275862,0,A,3,20230417
Dusan Lajovic,Miomir Kecmanovic,70.0,33.0,32.7,23.6,183.0,183.0,0.0,4.0,6,Clay,2,0.8369565217391305,1,A,3,20230417
Miomir Kecmanovic,Dusan Lajovic,33.0,70.0,23.6,32.7,183.0,183.0,4.0,0.0,6,Clay,1,0.1630434782608695,0,A,3,20230417
Andrey Rublev,Alex Molcan,6.0,73.0,25.4,25.3,188.0,178.0,2.0,0.0,6,Clay,0,0.6666666666666666,1,A,3,20230417
Alex Molcan,Andrey Rublev,73.0,6.0,25.3,25.4,178.0,188.0,0.0,2.0,6,Clay,3,0.33333333333333337,0,A,3,20230417
Dusan Lajovic,Novak Djokovic,70.0,1.0,32.7,35.9,183.0,188.0,0.0,1.0,5,Clay,1,0.8674698795180723,1,A,3,20230417
Novak Djokovic,Dusan Lajovic,1.0,70.0,35.9,32.7,188.0,183.0,1.0,0.0,5,Clay,2,0.1325301204819277,0,A,3,20230417
Miomir Kecmanovic,Jiri Lehecka,33.0,36.0,23.6,21.4,183.0,185.0,4.0,6.0,5,Clay,0,0.7222222222222222,1,A,3,20230417
Jiri Lehecka,Miomir Kecmanovic,36.0,33.0,21.4,23.6,185.0,183.0,6.0,4.0,5,Clay,3,0.2777777777777778,0,A,3,20230417
Alex Molcan,Laslo Djere,73.0,78.0,25.3,27.8,178.0,188.0,0.0,0.0,5,Clay,1,0.6333333333333333,1,A,3,20230417
Laslo Djere,Alex Molcan,78.0,73.0,27.8,25.3,188.0,178.0,0.0,0.0,5,Clay,2,0.3666666666666667,0,A,3,20230417
Andrey Rublev,Damir Dzumhur,6.0,202.0,25.4,30.9,188.0,175.0,2.0,0.0,5,Clay,0,0.6190476190476191,1,A,3,20230417
Damir Dzumhur,Andrey Rublev,202.0,6.0,30.9,25.4,175.0,188.0,0.0,2.0,5,Clay,3,0.38095238095238093,0,A,3,20230417
Novak Djokovic,Luca Van Assche,1.0,87.0,35.9,18.9,188.0,178.0,1.0,0.0,4,Clay,1,0.8865979381443299,1,A,3,20230417
Luca Van Assche,Novak Djokovic,87.0,1.0,18.9,35.9,178.0,188.0,0.0,1.0,4,Clay,2,0.11340206185567014,0,A,3,20230417
Dusan Lajovic,Gregoire Barrere,70.0,57.0,32.7,29.1,183.0,183.0,0.0,8.0,4,Clay,0,0.8,1,A,3,20230417
Gregoire Barrere,Dusan Lajovic,57.0,70.0,29.1,32.7,183.0,183.0,8.0,0.0,4,Clay,3,0.19999999999999996,0,A,3,20230417
Miomir Kecmanovic,Abedallah Shelbayh,33.0,267.0,23.6,19.4,183.0,180.0,4.0,0.0,4,Clay,1,0.8641975308641975,1,A,3,20230417
Abedallah Shelbayh,Miomir Kecmanovic,267.0,33.0,19.4,23.6,180.0,183.0,0.0,4.0,4,Clay,2,0.13580246913580252,0,A,3,20230417
Jiri Lehecka,Radu Albot,36.0,110.0,21.4,33.4,185.0,175.0,6.0,0.0,4,Clay,0,0.8571428571428571,1,A,3,20230417
Radu Albot,Jiri Lehecka,110.0,36.0,33.4,21.4,175.0,185.0,0.0,6.0,4,Clay,3,0.1428571428571429,0,A,3,20230417
Alex Molcan,Alexei Popyrin,73.0,81.0,25.3,23.6,178.0,196.0,0.0,0.0,4,Clay,2,0.8279569892473119,1,A,3,20230417
Alexei Popyrin,Alex Molcan,81.0,73.0,23.6,25.3,196.0,178.0,0.0,0.0,4,Clay,1,0.17204301075268813,0,A,3,20230417
Laslo Djere,Borna Coric,78.0,21.0,27.8,26.4,188.0,188.0,0.0,3.0,4,Clay,1,0.8556701030927835,1,A,3,20230417
Borna Coric,Laslo Djere,21.0,78.0,26.4,27.8,188.0,188.0,3.0,0.0,4,Clay,2,0.14432989690721654,0,A,3,20230417
Damir Dzumhur,Richard Gasquet,202.0,42.0,30.9,36.8,175.0,183.0,0.0,7.0,4,Clay,2,0.8620689655172413,1,A,3,20230417
Richard Gasquet,Damir Dzumhur,42.0,202.0,36.8,30.9,183.0,175.0,7.0,0.0,4,Clay,1,0.13793103448275867,0,A,3,20230417
Andrey Rublev,Juan Pablo Varillas,6.0,92.0,25.4,27.5,188.0,185.0,2.0,0.0,4,Clay,0,0.75,1,A,3,20230417
Juan Pablo Varillas,Andrey Rublev,92.0,6.0,27.5,25.4,185.0,188.0,0.0,2.0,4,Clay,3,0.25,0,A,3,20230417
Luca Van Assche,Stan Wawrinka,87.0,84.0,18.9,38.0,178.0,183.0,0.0,0.0,3,Clay,2,0.8636363636363636,1,A,3,20230417
Stan Wawrinka,Luca Van Assche,84.0,87.0,38.0,18.9,183.0,178.0,0.0,0.0,3,Clay,1,0.13636363636363635,0,A,3,20230417
Dusan Lajovic,Filip Krajinovic,70.0,74.0,32.7,31.1,183.0,185.0,0.0,0.0,3,Clay,1,0.6428571428571429,1,A,3,20230417
Filip Krajinovic,Dusan Lajovic,74.0,70.0,31.1,32.7,185.0,183.0,0.0,0.0,3,Clay,2,0.3571428571428571,0,A,3,20230417
Gregoire Barrere,Hamad Medjedovic,57.0,212.0,29.1,19.7,183.0,188.0,8.0,0.0,3,Clay,1,0.8588235294117647,1,A,3,20230417
Hamad Medjedovic,Gregoire Barrere,212.0,57.0,19.7,29.1,188.0,183.0,0.0,8.0,3,Clay,2,0.14117647058823535,0,A,3,20230417
Abedallah Shelbayh,Elias Ymer,267.0,139.0,19.4,27.0,180.0,185.0,0.0,0.0,3,Clay,0,0.6842105263157895,1,A,3,20230417
Elias Ymer,Abedallah Shelbayh,139.0,267.0,27.0,19.4,185.0,180.0,0.0,0.0,3,Clay,3,0.3157894736842105,0,A,3,20230417
Radu Albot,Federico Coria,110.0,76.0,33.4,31.1,175.0,180.0,0.0,0.0,3,Clay,1,0.6,1,A,3,20230417
Federico Coria,Radu Albot,76.0,110.0,31.1,33.4,180.0,175.0,0.0,0.0,3,Clay,2,0.4,0,A,3,20230417
Jiri Lehecka,Gael Monfils,36.0,322.0,21.4,36.6,185.0,193.0,6.0,0.0,3,Clay,0,0.631578947368421,1,A,3,20230417
Gael Monfils,Jiri Lehecka,322.0,36.0,36.6,21.4,193.0,185.0,0.0,6.0,3,Clay,3,0.368421052631579,0,A,3,20230417
Alexei Popyrin,Tallon Griekspoor,81.0,34.0,23.6,26.7,196.0,188.0,0.0,5.0,3,Clay,2,0.9014084507042254,1,A,3,20230417
Tallon Griekspoor,Alexei Popyrin,34.0,81.0,26.7,23.6,188.0,196.0,5.0,0.0,3,Clay,1,0.09859154929577463,0,A,3,20230417
Alex Molcan,Taro Daniel,73.0,100.0,25.3,30.2,178.0,191.0,0.0,0.0,3,Clay,1,0.6785714285714286,1,A,3,20230417
Taro Daniel,Alex Molcan,100.0,73.0,30.2,25.3,191.0,178.0,0.0,0.0,3,Clay,2,0.3214285714285714,0,A,3,20230417
Laslo Djere,Roman Safiullin,78.0,106.0,27.8,25.6,188.0,185.0,0.0,0.0,3,Clay,0,0.6666666666666666,1,A,3,20230417
Roman Safiullin,Laslo Djere,106.0,78.0,25.6,27.8,185.0,188.0,0.0,0.0,3,Clay,3,0.33333333333333337,0,A,3,20230417
Richard Gasquet,Dino Prizmic,42.0,342.0,36.8,17.6,183.0,188.0,7.0,0.0,3,Clay,0,0.75,1,A,3,20230417
Dino Prizmic,Richard Gasquet,342.0,42.0,17.6,36.8,188.0,183.0,0.0,7.0,3,Clay,3,0.25,0,A,3,20230417
Damir Dzumhur,Liam Broady,202.0,132.0,30.9,29.2,175.0,183.0,0.0,0.0,3,Clay,0,0.8,1,A,3,20230417
Liam Broady,Damir Dzumhur,132.0,202.0,29.2,30.9,183.0,175.0,0.0,0.0,3,Clay,3,0.19999999999999996,0,A,3,20230417
Juan Pablo Varillas,Hugo Gaston,92.0,107.0,27.5,22.5,185.0,173.0,0.0,0.0,3,Clay,0,0.6190476190476191,1,A,3,20230417
Hugo Gaston,Juan Pablo Varillas,107.0,92.0,22.5,27.5,173.0,185.0,0.0,0.0,3,Clay,3,0.38095238095238093,0,A,3,20230417
Carlos Alcaraz,Jan Lennard Struff,2.0,65.0,19.9,32.9,183.0,193.0,1.0,0.0,7,Clay,1,0.6428571428571429,1,M,3,20230424
Jan Lennard Struff,Carlos Alcaraz,65.0,2.0,32.9,19.9,193.0,183.0,0.0,1.0,7,Clay,2,0.3571428571428571,0,M,3,20230424
Carlos Alcaraz,Borna Coric,2.0,20.0,19.9,26.4,183.0,188.0,1.0,17.0,6,Clay,0,0.631578947368421,1,M,3,20230424
Borna Coric,Carlos Alcaraz,20.0,2.0,26.4,19.9,188.0,183.0,17.0,1.0,6,Clay,3,0.368421052631579,0,M,3,20230424
Jan Lennard Struff,Aslan Karatsev,65.0,121.0,32.9,29.6,193.0,185.0,0.0,0.0,6,Clay,1,0.6206896551724138,1,M,3,20230424
Aslan Karatsev,Jan Lennard Struff,121.0,65.0,29.6,32.9,185.0,193.0,0.0,0.0,6,Clay,2,0.3793103448275862,0,M,3,20230424
Carlos Alcaraz,Karen Khachanov,2.0,12.0,19.9,26.9,183.0,198.0,1.0,10.0,5,Clay,0,0.5909090909090909,1,M,3,20230424
Karen Khachanov,Carlos Alcaraz,12.0,2.0,26.9,19.9,198.0,183.0,10.0,1.0,5,Clay,3,0.40909090909090906,0,M,3,20230424
Borna Coric,Daniel Altmaier,20.0,92.0,26.4,24.6,188.0,188.0,17.0,0.0,5,Clay,0,0.6666666666666666,1,M,3,20230424
Daniel Altmaier,Borna Coric,92.0,20.0,24.6,26.4,188.0,188.0,0.0,17.0,5,Clay,3,0.33333333333333337,0,M,3,20230424
Jan Lennard Struff,Stefanos Tsitsipas,65.0,5.0,32.9,24.6,193.0,193.0,0.0,4.0,5,Clay,2,0.8387096774193549,1,M,3,20230424
Stefanos Tsitsipas,Jan Lennard Struff,5.0,65.0,24.6,32.9,193.0,193.0,4.0,0.0,5,Clay,1,0.16129032258064513,0,M,3,20230424
Aslan Karatsev,Zhizhen Zhang,121.0,99.0,29.6,26.5,185.0,193.0,0.0,0.0,5,Clay,1,0.8625,1,M,3,20230424
Zhizhen Zhang,Aslan Karatsev,99.0,121.0,26.5,29.6,193.0,185.0,0.0,0.0,5,Clay,2,0.13749999999999996,0,M,3,20230424
Carlos Alcaraz,Alexander Zverev,2.0,16.0,19.9,26.0,183.0,198.0,1.0,13.0,4,Clay,0,0.8,1,M,3,20230424
Alexander Zverev,Carlos Alcaraz,16.0,2.0,26.0,19.9,198.0,183.0,13.0,1.0,4,Clay,3,0.19999999999999996,0,M,3,20230424
Karen Khachanov,Andrey Rublev,12.0,6.0,26.9,25.5,198.0,188.0,10.0,5.0,4,Clay,1,0.8705882352941177,1,M,3,20230424
Andrey Rublev,Karen Khachanov,6.0,12.0,25.5,26.9,188.0,198.0,5.0,10.0,4,Clay,2,0.12941176470588234,0,M,3,20230424
Daniel Altmaier,Jaume Munar,92.0,88.0,24.6,25.9,188.0,183.0,0.0,0.0,4,Clay,0,0.8,1,M,3,20230424
Jaume Munar,Daniel Altmaier,88.0,92.0,25.9,24.6,183.0,188.0,0.0,0.0,4,Clay,3,0.19999999999999996,0,M,3,20230424
Borna Coric,Alejandro Davidovich Fokina,20.0,35.0,26.4,23.8,188.0,183.0,17.0,29.0,4,Clay,2,0.9012345679012346,1,M,3,20230424
Alejandro Davidovich Fokina,Borna Coric,35.0,20.0,23.8,26.4,183.0,188.0,29.0,17.0,4,Clay,1,0.09876543209876543,0,M,3,20230424
Jan Lennard Struff,Pedro Cachin,65.0,67.0,32.9,28.0,193.0,185.0,0.0,0.0,4,Clay,2,0.9036144578313253,1,M,3,20230424
Pedro Cachin,Jan Lennard Struff,67.0,65.0,28.0,32.9,185.0,193.0,0.0,0.0,4,Clay,1,0.09638554216867468,0,M,3,20230424
Stefanos Tsitsipas,Bernabe Zapata Miralles,5.0,42.0,24.6,26.2,193.0,183.0,4.0,0.0,4,Clay,0,0.75,1,M,3,20230424
Bernabe Zapata Miralles,Stefanos Tsitsipas,42.0,5.0,26.2,24.6,183.0,193.0,0.0,4.0,4,Clay,3,0.25,0,M,3,20230424
Zhizhen Zhang,Taylor Fritz,99.0,10.0,26.5,25.4,193.0,196.0,0.0,8.0,4,Clay,3,0.8910256410256411,1,M,3,20230424
Taylor Fritz,Zhizhen Zhang,10.0,99.0,25.4,26.5,196.0,193.0,8.0,0.0,4,Clay,0,0.10897435897435892,0,M,3,20230424
Aslan Karatsev,Daniil Medvedev,121.0,3.0,29.6,27.1,185.0,198.0,0.0,2.0,4,Clay,1,0.8589743589743589,1,M,3,20230424
Daniil Medvedev,Aslan Karatsev,3.0,121.0,27.1,29.6,198.0,185.0,2.0,0.0,4,Clay,2,0.14102564102564108,0,M,3,20230424
Carlos Alcaraz,Grigor Dimitrov,2.0,32.0,19.9,31.9,183.0,191.0,1.0,26.0,3,Clay,0,0.65,1,M,3,20230424
Grigor Dimitrov,Carlos Alcaraz,32.0,2.0,31.9,19.9,191.0,183.0,26.0,1.0,3,Clay,3,0.35,0,M,3,20230424
Alexander Zverev,Hugo Grenier,16.0,128.0,26.0,27.0,198.0,196.0,13.0,0.0,3,Clay,0,0.9230769230769231,1,M,3,20230424
Hugo Grenier,Alexander Zverev,128.0,16.0,27.0,26.0,196.0,198.0,0.0,13.0,3,Clay,3,0.07692307692307687,0,M,3,20230424
Karen Khachanov,Roberto Bautista Agut,12.0,25.0,26.9,35.0,198.0,183.0,10.0,20.0,3,Clay,1,0.6129032258064516,1,M,3,20230424
Roberto Bautista Agut,Karen Khachanov,25.0,12.0,35.0,26.9,183.0,198.0,20.0,10.0,3,Clay,2,0.3870967741935484,0,M,3,20230424
Andrey Rublev,Yoshihito Nishioka,6.0,34.0,25.5,27.5,188.0,170.0,5.0,28.0,3,Clay,0,0.65,1,M,3,20230424
Yoshihito Nishioka,Andrey Rublev,34.0,6.0,27.5,25.5,170.0,188.0,28.0,5.0,3,Clay,3,0.35,0,M,3,20230424
Jaume Munar,Matteo Arnaldi,88.0,105.0,25.9,22.1,183.0,185.0,0.0,0.0,3,Clay,1,0.72,1,M,3,20230424
Matteo Arnaldi,Jaume Munar,105.0,88.0,22.1,25.9,185.0,183.0,0.0,0.0,3,Clay,2,0.28,0,M,3,20230424
Daniel Altmaier,Yannick Hanfmann,92.0,108.0,24.6,31.4,188.0,193.0,0.0,0.0,3,Clay,1,0.8734177215189873,1,M,3,20230424
Yannick Hanfmann,Daniel Altmaier,108.0,92.0,31.4,24.6,193.0,188.0,0.0,0.0,3,Clay,2,0.12658227848101267,0,M,3,20230424
Borna Coric,Hubert Hurkacz,20.0,15.0,26.4,26.1,188.0,196.0,17.0,12.0,3,Clay,1,0.8734177215189873,1,M,3,20230424
Hubert Hurkacz,Borna Coric,15.0,20.0,26.1,26.4,196.0,188.0,12.0,17.0,3,Clay,2,0.12658227848101267,0,M,3,20230424
Alejandro Davidovich Fokina,Holger Rune,35.0,7.0,23.8,19.9,183.0,188.0,29.0,6.0,3,Clay,3,0.875,1,M,3,20230424
Holger Rune,Alejandro Davidovich Fokina,7.0,35.0,19.9,23.8,188.0,183.0,6.0,29.0,3,Clay,0,0.125,0,M,3,20230424
Jan Lennard Struff,Dusan Lajovic,65.0,40.0,32.9,32.8,193.0,183.0,0.0,0.0,3,Clay,1,0.875,1,M,3,20230424
Dusan Lajovic,Jan Lennard Struff,40.0,65.0,32.8,32.9,183.0,193.0,0.0,0.0,3,Clay,2,0.125,0,M,3,20230424
Pedro Cachin,Frances Tiafoe,67.0,11.0,28.0,25.2,185.0,188.0,0.0,9.0,3,Clay,1,0.8947368421052632,1,M,3,20230424
Frances Tiafoe,Pedro Cachin,11.0,67.0,25.2,28.0,188.0,185.0,9.0,0.0,3,Clay,2,0.10526315789473684,0,M,3,20230424
Bernabe Zapata Miralles,Roman Safiullin,42.0,112.0,26.2,25.7,183.0,185.0,0.0,0.0,3,Clay,1,0.6666666666666666,1,M,3,20230424
Roman Safiullin,Bernabe Zapata Miralles,112.0,42.0,25.7,26.2,185.0,183.0,0.0,0.0,3,Clay,2,0.33333333333333337,0,M,3,20230424
Stefanos Tsitsipas,Sebastian Baez,5.0,31.0,24.6,22.3,193.0,170.0,4.0,25.0,3,Clay,1,0.6333333333333333,1,M,3,20230424
Sebastian Baez,Stefanos Tsitsipas,31.0,5.0,22.3,24.6,170.0,193.0,25.0,4.0,3,Clay,2,0.3666666666666667,0,M,3,20230424
Taylor Fritz,Cristian Garin,10.0,73.0,25.4,26.8,196.0,185.0,8.0,0.0,3,Clay,1,0.8974358974358975,1,M,3,20230424
Cristian Garin,Taylor Fritz,73.0,10.0,26.8,25.4,185.0,196.0,0.0,8.0,3,Clay,2,0.10256410256410253,0,M,3,20230424
Zhizhen Zhang,Cameron Norrie,99.0,13.0,26.5,27.6,193.0,188.0,0.0,11.0,3,Clay,3,0.8904109589041096,1,M,3,20230424
Cameron Norrie,Zhizhen Zhang,13.0,99.0,27.6,26.5,188.0,193.0,11.0,0.0,3,Clay,0,0.1095890410958904,0,M,3,20230424
Aslan Karatsev,Alex De Minaur,121.0,19.0,29.6,24.1,185.0,183.0,0.0,16.0,3,Clay,1,0.6206896551724138,1,M,3,20230424
Alex De Minaur,Aslan Karatsev,19.0,121.0,24.1,29.6,183.0,185.0,16.0,0.0,3,Clay,2,0.3793103448275862,0,M,3,20230424
Daniil Medvedev,Alexander Shevchenko,3.0,96.0,27.1,22.3,198.0,185.0,2.0,0.0,3,Clay,1,0.6551724137931034,1,M,3,20230424
Alexander Shevchenko,Daniil Medvedev,96.0,3.0,22.3,27.1,185.0,198.0,0.0,2.0,3,Clay,2,0.3448275862068966,0,M,3,20230424
Carlos Alcaraz,Emil Ruusuvuori,2.0,41.0,19.9,24.0,183.0,188.0,1.0,0.0,2,Clay,1,0.6923076923076923,1,M,3,20230424
Emil Ruusuvuori,Carlos Alcaraz,41.0,2.0,24.0,19.9,188.0,183.0,0.0,1.0,2,Clay,2,0.3076923076923077,0,M,3,20230424
Grigor Dimitrov,Gregoire Barrere,32.0,56.0,31.9,29.1,191.0,183.0,26.0,0.0,2,Clay,2,0.9014084507042254,1,M,3,20230424
Gregoire Barrere,Grigor Dimitrov,56.0,32.0,29.1,31.9,183.0,191.0,0.0,26.0,2,Clay,1,0.09859154929577463,0,M,3,20230424
Hugo Grenier,Sebastian Korda,128.0,28.0,27.0,22.8,196.0,196.0,0.0,22.0,2,Clay,2,0.9041095890410958,1,M,3,20230424
Sebastian Korda,Hugo Grenier,28.0,128.0,22.8,27.0,196.0,196.0,22.0,0.0,2,Clay,1,0.09589041095890416,0,M,3,20230424
Alexander Zverev,Roberto Carballes Baena,16.0,53.0,26.0,30.0,198.0,183.0,13.0,0.0,2,Clay,1,0.89,1,M,3,20230424
Roberto Carballes Baena,Alexander Zverev,53.0,16.0,30.0,26.0,183.0,198.0,0.0,13.0,2,Clay,2,0.10999999999999999,0,M,3,20230424
Karen Khachanov,Thiago Monteiro,12.0,97.0,26.9,28.8,198.0,183.0,10.0,0.0,2,Clay,1,0.6666666666666666,1,M,3,20230424
Thiago Monteiro,Karen Khachanov,97.0,12.0,28.8,26.9,183.0,198.0,0.0,10.0,2,Clay,2,0.33333333333333337,0,M,3,20230424
Roberto Bautista Agut,Quentin Halys,25.0,66.0,35.0,26.4,183.0,191.0,20.0,0.0,2,Clay,2,0.8461538461538461,1,M,3,20230424
Quentin Halys,Roberto Bautista Agut,66.0,25.0,26.4,35.0,191.0,183.0,0.0,20.0,2,Clay,1,0.15384615384615385,0,M,3,20230424
Yoshihito Nishioka,Alex Molcan,34.0,58.0,27.5,25.3,170.0,178.0,28.0,0.0,2,Clay,1,0.59375,1,M,3,20230424
Alex Molcan,Yoshihito Nishioka,58.0,34.0,25.3,27.5,178.0,170.0,0.0,28.0,2,Clay,2,0.40625,0,M,3,20230424
Andrey Rublev,Stan Wawrinka,6.0,84.0,25.5,38.0,188.0,183.0,5.0,0.0,2,Clay,0,0.5909090909090909,1,M,3,20230424
Stan Wawrinka,Andrey Rublev,84.0,6.0,38.0,25.5,183.0,188.0,0.0,5.0,2,Clay,3,0.40909090909090906,0,M,3,20230424
Matteo Arnaldi,Casper Ruud,105.0,4.0,22.1,24.3,185.0,183.0,0.0,3.0,2,Clay,0,0.631578947368421,1,M,3,20230424
Casper Ruud,Matteo Arnaldi,4.0,105.0,24.3,22.1,183.0,185.0,3.0,0.0,2,Clay,3,0.368421052631579,0,M,3,20230424
Jaume Munar,Tallon Griekspoor,88.0,36.0,25.9,26.8,183.0,188.0,0.0,30.0,2,Clay,2,0.9,1,M,3,20230424
Tallon Griekspoor,Jaume Munar,36.0,88.0,26.8,25.9,188.0,183.0,30.0,0.0,2,Clay,1,0.09999999999999998,0,M,3,20230424
Daniel Altmaier,Oscar Otte,92.0,98.0,24.6,29.7,188.0,193.0,0.0,0.0,2,Clay,0,0.5909090909090909,1,M,3,20230424
Oscar Otte,Daniel Altmaier,98.0,92.0,29.7,24.6,193.0,188.0,0.0,0.0,2,Clay,3,0.40909090909090906,0,M,3,20230424
Yannick Hanfmann,Lorenzo Musetti,108.0,18.0,31.4,21.1,193.0,185.0,0.0,15.0,2,Clay,1,0.8625,1,M,3,20230424
Lorenzo Musetti,Yannick Hanfmann,18.0,108.0,21.1,31.4,185.0,193.0,15.0,0.0,2,Clay,2,0.13749999999999996,0,M,3,20230424
Hubert Hurkacz,Richard Gasquet,15.0,43.0,26.1,36.8,196.0,183.0,12.0,0.0,2,Clay,1,0.8598130841121495,1,M,3,20230424
Richard Gasquet,Hubert Hurkacz,43.0,15.0,36.8,26.1,183.0,196.0,0.0,12.0,2,Clay,2,0.14018691588785048,0,M,3,20230424
Borna Coric,Hugo Gaston,20.0,106.0,26.4,22.5,188.0,173.0,17.0,0.0,2,Clay,0,0.6666666666666666,1,M,3,20230424
Hugo Gaston,Borna Coric,106.0,20.0,22.5,26.4,173.0,188.0,0.0,17.0,2,Clay,3,0.33333333333333337,0,M,3,20230424
Alejandro Davidovich Fokina,Albert Ramos,35.0,60.0,23.8,35.2,183.0,188.0,29.0,0.0,2,Clay,0,0.631578947368421,1,M,3,20230424
Albert Ramos,Alejandro Davidovich Fokina,60.0,35.0,35.2,23.8,188.0,183.0,0.0,29.0,2,Clay,3,0.368421052631579,0,M,3,20230424
Holger Rune,Alexander Bublik,7.0,55.0,19.9,25.8,188.0,196.0,6.0,0.0,2,Clay,2,0.8709677419354839,1,M,3,20230424
Alexander Bublik,Holger Rune,55.0,7.0,25.8,19.9,196.0,188.0,0.0,6.0,2,Clay,1,0.12903225806451613,0,M,3,20230424
Dusan Lajovic,Felix Auger Aliassime,40.0,9.0,32.8,22.7,183.0,193.0,0.0,7.0,2,Clay,2,0.8651685393258427,1,M,3,20230424
Felix Auger Aliassime,Dusan Lajovic,9.0,40.0,22.7,32.8,193.0,183.0,7.0,0.0,2,Clay,1,0.1348314606741573,0,M,3,20230424
Jan Lennard Struff,Ben Shelton,65.0,38.0,32.9,20.5,193.0,193.0,0.0,32.0,2,Clay,2,0.8279569892473119,1,M,3,20230424
Ben Shelton,Jan Lennard Struff,38.0,65.0,20.5,32.9,193.0,193.0,32.0,0.0,2,Clay,1,0.17204301075268813,0,M,3,20230424
Pedro Cachin,Francisco Cerundolo,67.0,30.0,28.0,24.6,185.0,185.0,0.0,24.0,2,Clay,1,0.9,1,M,3,20230424
Francisco Cerundolo,Pedro Cachin,30.0,67.0,24.6,28.0,185.0,185.0,24.0,0.0,2,Clay,2,0.09999999999999998,0,M,3,20230424
Frances Tiafoe,Tomas Martin Etcheverry,11.0,59.0,25.2,23.7,188.0,196.0,9.0,0.0,2,Clay,1,0.8765432098765432,1,M,3,20230424
Tomas Martin Etcheverry,Frances Tiafoe,59.0,11.0,23.7,25.2,196.0,188.0,0.0,9.0,2,Clay,2,0.12345679012345678,0,M,3,20230424
Roman Safiullin,Tommy Paul,112.0,17.0,25.7,25.9,185.0,185.0,0.0,14.0,2,Clay,1,0.8734177215189873,1,M,3,20230424
