player_1,player_2,surface,tourney_date,in_rate,win_1st,win_2nd,bp_save,opp_in_rate,opp_win_1st,opp_win_2nd,opp_bp_save,outcome
Stefanos Tsitsipas,Gilles Simon,Hard,20210208,0.5892857142857143,0.8181818181818182,0.7391304347826086,0.5,0.6617647058823529,0.5777777777777777,0.17391304347826086,0.3,1
Daniil Medvedev,Vasek Pospisil,Hard,20210208,0.6756756756756757,0.78,0.6666666666666666,1.0,0.5769230769230769,0.7111111111111111,0.36363636363636365,0.4444444444444444,1
Roberto Carballes Baena,Attila Balazs,Hard,20210208,0.7368421052631579,0.8142857142857143,0.64,0.5,0.5294117647058824,0.6944444444444444,0.453125,0.7368421052631579,1
Pablo Andujar,Quentin Halys,Hard,20210208,0.7368421052631579,0.7714285714285715,0.48,0.5,0.5566037735849056,0.711864406779661,0.3404255319148936,0.5833333333333334,1
Grigor Dimitrov,Alex Bolt,Hard,20210208,0.6823529411764706,0.8103448275862069,0.6296296296296297,1.0,0.6896551724137931,0.55,0.5185185185185185,0.5555555555555556,1
Pablo Carreno Busta,Jiri Vesely,Hard,20210208,0.616,0.8051948051948052,0.5625,0.75,0.7009345794392523,0.8,0.46875,0.3333333333333333,1
Denis Shapovalov,Bernard Tomic,Hard,20210208,0.6024096385542169,0.84,0.5454545454545454,1.0,0.5368421052631579,0.5686274509803921,0.4090909090909091,0.45454545454545453,1
Felix Auger Aliassime,James Duckworth,Hard,20210208,0.6231884057971014,0.813953488372093,0.5769230769230769,0.5,0.6756756756756757,0.56,0.5,0.4,1
Daniil Medvedev,Filip Krajinovic,Hard,20210208,0.5384615384615384,0.7714285714285715,0.5166666666666667,0.7272727272727273,0.647887323943662,0.6413043478260869,0.48,0.6111111111111112,1
Mackenzie Mcdonald,Lloyd Harris,Hard,20210208,0.6590909090909091,0.8103448275862069,0.5333333333333333,0.5,0.6880733944954128,0.68,0.29411764705882354,0.4444444444444444,1
Casper Ruud,Radu Albot,Hard,20210208,0.5742574257425742,0.8620689655172413,0.627906976744186,0.6,0.5891472868217055,0.631578947368421,0.5283018867924528,0.5833333333333334,1
Andrey Rublev,Feliciano Lopez,Hard,20210208,0.5185185185185185,0.9285714285714286,0.6153846153846154,1.0,0.5641025641025641,0.7272727272727273,0.5,0.5555555555555556,1
Aslan Karatsev,Diego Schwartzman,Hard,20210208,0.7111111111111111,0.71875,0.6153846153846154,0.9090909090909091,0.75,0.5625,0.5,0.16666666666666666,1
Felix Auger Aliassime,Denis Shapovalov,Hard,20210208,0.6421052631578947,0.7704918032786885,0.5882352941176471,0.6,0.5714285714285714,0.6071428571428571,0.5,0.5454545454545454,1
Grigor Dimitrov,Pablo Carreno Busta,Hard,20210208,0.5555555555555556,0.9,0.5,1.0,0.8,0.375,0.3333333333333333,0.5,1
Dominic Thiem,Nick Kyrgios,Hard,20210208,0.6323529411764706,0.7790697674418605,0.72,0.75,0.7248322147651006,0.8148148148148148,0.4146341463414634,0.7,1
Alexander Zverev,Adrian Mannarino,Hard,20210208,0.68,0.8823529411764706,0.5,1.0,0.5125,0.6097560975609756,0.48717948717948717,0.5833333333333334,1
Dusan Lajovic,Pedro Martinez,Hard,20210208,0.725,0.7471264367816092,0.5454545454545454,0.6666666666666666,0.7218543046357616,0.6238532110091743,0.42857142857142855,0.5625,1
Milos Raonic,Marton Fucsovics,Hard,20210208,0.5596330275229358,0.8360655737704918,0.625,0.3333333333333333,0.4931506849315068,0.6805555555555556,0.4864864864864865,0.5833333333333334,1
Novak Djokovic,Taylor Fritz,Hard,20210208,0.660377358490566,0.7523809523809524,0.5,0.75,0.6405228758169934,0.7040816326530612,0.6,0.5555555555555556,1
Rafael Nadal,Michael Mmoh,Hard,20210208,0.7611940298507462,0.8431372549019608,0.5625,0.5,0.6301369863013698,0.5869565217391305,0.4444444444444444,0.5454545454545454,1
Cameron Norrie,Roman Safiullin,Hard,20210208,0.7058823529411765,0.71875,0.45,0.5454545454545454,0.5986842105263158,0.6703296703296703,0.45901639344262296,0.7,1
Matteo Berrettini,Karen Khachanov,Hard,20210208,0.6229508196721312,0.8421052631578947,0.5,0.5,0.6311475409836066,0.7272727272727273,0.5333333333333333,0.6666666666666666,1
Alex De Minaur,Pablo Cuevas,Hard,20210208,0.5930232558139535,0.8627450980392157,0.5142857142857142,0.6666666666666666,0.6732673267326733,0.6617647058823529,0.36363636363636365,0.6428571428571429,1
Matteo Berrettini,Tomas Machac,Hard,20210208,0.6666666666666666,0.782051282051282,0.48717948717948717,0.9230769230769231,0.639344262295082,0.5769230769230769,0.5681818181818182,0.4444444444444444,1
Karen Khachanov,Ricardas Berankis,Hard,20210208,0.6623376623376623,0.7647058823529411,0.7692307692307693,1.0,0.6238532110091743,0.6323529411764706,0.4634146341463415,0.7142857142857143,1
Mikael Ymer,Carlos Alcaraz,Hard,20210208,0.6666666666666666,0.6363636363636364,0.4318181818181818,0.4666666666666667,0.6240601503759399,0.6265060240963856,0.44,0.5555555555555556,1
Stefanos Tsitsipas,Thanasi Kokkinakis,Hard,20210208,0.6326530612244898,0.8602150537634409,0.5555555555555556,1.0,0.6231884057971014,0.7209302325581395,0.46153846153846156,0.7727272727272727,1
Daniil Medvedev,Roberto Carballes Baena,Hard,20210208,0.6447368421052632,0.8571428571428571,0.48148148148148145,0.5,0.5555555555555556,0.475,0.40625,0.125,1
Filip Krajinovic,Pablo Andujar,Hard,20210208,0.528,0.803030303030303,0.4576271186440678,0.7692307692307693,0.6864406779661016,0.6049382716049383,0.3783783783783784,0.5625,1
Mackenzie Mcdonald,Borna Coric,Hard,20210208,0.7130434782608696,0.7195121951219512,0.696969696969697,0.8,0.660377358490566,0.7857142857142857,0.4444444444444444,0.6,1
Lloyd Harris,Alexei Popyrin,Hard,20210208,0.6456692913385826,0.8658536585365854,0.5111111111111111,0.5,0.5815602836879432,0.7804878048780488,0.4915254237288136,0.5,1
Radu Albot,Christopher Oconnell,Hard,20210208,0.7378640776699029,0.7631578947368421,0.5555555555555556,0.6666666666666666,0.6346153846153846,0.696969696969697,0.47368421052631576,0.6,1
Casper Ruud,Tommy Paul,Hard,20210208,0.6742424242424242,0.6629213483146067,0.6046511627906976,0.7692307692307693,0.6120689655172413,0.676056338028169,0.4888888888888889,0.5454545454545454,1
Feliciano Lopez,Lorenzo Sonego,Hard,20210208,0.6103896103896104,0.7978723404255319,0.5666666666666667,0.8181818181818182,0.75177304964539,0.7547169811320755,0.6,0.0,1
Andrey Rublev,Thiago Monteiro,Hard,20210208,0.6344086021505376,0.8305084745762712,0.7352941176470589,1.0,0.6727272727272727,0.7162162162162162,0.6111111111111112,0.7777777777777778,1
Diego Schwartzman,Alexandre Muller,Hard,20210208,0.6833333333333333,0.6829268292682927,0.5789473684210527,0.5,0.6438356164383562,0.40425531914893614,0.34615384615384615,0.4,1
Aslan Karatsev,Egor Gerasimov,Hard,20210208,0.5882352941176471,0.725,0.5714285714285714,1.0,0.6891891891891891,0.39215686274509803,0.30434782608695654,0.47058823529411764,1
Fabio Fognini,Salvatore Caruso,Hard,20210208,0.5472972972972973,0.7777777777777778,0.5970149253731343,0.5714285714285714,0.5510204081632653,0.7283950617283951,0.5606060606060606,0.7692307692307693,1
Pablo Cuevas,Andreas Seppi,Hard,20210208,0.6138613861386139,0.7903225806451613,0.5897435897435898,0.3333333333333333,0.5096153846153846,0.660377358490566,0.5490196078431373,0.0,1
Novak Djokovic,Aslan Karatsev,Hard,20210208,0.6790123456790124,0.7090909090909091,0.6153846153846154,0.6,0.5151515151515151,0.6470588235294118,0.34375,0.14285714285714285,1
Thiago Seyboth Wild,Juan Manuel Cerundolo,Clay,20210222,0.6891891891891891,0.7058823529411765,0.6086956521739131,0.5,0.7164179104477612,0.7916666666666666,0.631578947368421,0.0,0
Yasutaka Uchiyama,Marc Polmans,Hard,20210222,0.6597938144329897,0.6875,0.5757575757575758,0.7142857142857143,0.7037037037037037,0.7017543859649122,0.5833333333333334,0.5,1
Soon Woo Kwon,Thai Son Kwiatkowski,Hard,20210222,0.648936170212766,0.6885245901639344,0.5151515151515151,0.4,0.574468085106383,0.6666666666666666,0.45,0.42857142857142855,1
Yoshihito Nishioka,Michael Mmoh,Hard,20210222,0.7333333333333333,0.7090909090909091,0.7,0.5,0.6741573033707865,0.7,0.4482758620689655,0.7,1
Maxime Cressy,Jason Jung,Hard,20210222,0.6615384615384615,0.7674418604651163,0.5454545454545454,0.5,0.6825396825396826,0.6511627906976745,0.55,0.4,1
Altug Celikbilek,Shintaro Mochizuki,Hard,20210222,0.47058823529411764,0.75,0.4074074074074074,0.6,0.575,0.34782608695652173,0.35294117647058826,0.3333333333333333,1
Radu Albot,John Patrick Smith,Hard,20210222,0.7066666666666667,0.6981132075471698,0.5454545454545454,0.8181818181818182,0.8,0.5625,0.6666666666666666,0.16666666666666666,1
Yannick Hanfmann,James Duckworth,Hard,20210222,0.6785714285714286,0.7894736842105263,0.6111111111111112,1.0,0.5283018867924528,0.6785714285714286,0.44,0.7,1
Roberto Marcora,Ernests Gulbis,Hard,20210222,0.7090909090909091,0.8461538461538461,0.75,0.5,0.6290322580645161,0.7948717948717948,0.391304347826087,0.0,1
Matthew Ebden,John Millman,Hard,20210222,0.56,0.75,0.6363636363636364,1.0,0.6129032258064516,0.6578947368421053,0.3333333333333333,0.3333333333333333,1
Alexei Popyrin,Adrian Andreev,Hard,20210222,0.6052631578947368,0.782608695652174,0.6333333333333333,0.6666666666666666,0.5773195876288659,0.625,0.5609756097560976,0.6,1
Marin Cilic,Taro Daniel,Hard,20210222,0.532258064516129,0.8181818181818182,0.5862068965517241,0.75,0.6323529411764706,0.6511627906976745,0.6,0.4,1
Soon Woo Kwon,Yasutaka Uchiyama,Hard,20210222,0.6440677966101694,0.8157894736842105,0.5714285714285714,1.0,0.631578947368421,0.6388888888888888,0.5714285714285714,0.7142857142857143,1
Yoshihito Nishioka,Maxime Cressy,Hard,20210222,0.7924528301886793,0.6904761904761905,0.8181818181818182,1.0,0.6027397260273972,0.7045454545454546,0.3793103448275862,0.6666666666666666,1
Alexander Bublik,Altug Celikbilek,Hard,20210222,0.6818181818181818,0.8,0.6428571428571429,1.0,0.45652173913043476,0.6190476190476191,0.52,0.3333333333333333,1
Radu Albot,Yannick Hanfmann,Hard,20210222,0.7073170731707317,0.6666666666666666,0.5277777777777778,0.6666666666666666,0.6990291262135923,0.7222222222222222,0.3548387096774194,0.6,1
Adrian Mannarino,Roberto Marcora,Hard,20210222,0.6417910447761194,0.7906976744186046,0.5416666666666666,1.0,0.6785714285714286,0.5789473684210527,0.5555555555555556,0.7,1
Alexei Popyrin,Matthew Ebden,Hard,20210222,0.5294117647058824,0.8055555555555556,0.71875,0.5,0.703125,0.8,0.5263157894736842,0.0,1
Marin Cilic,Soon Woo Kwon,Hard,20210222,0.6282051282051282,0.7959183673469388,0.4482758620689655,0.5,0.6363636363636364,0.6964285714285714,0.46875,0.6666666666666666,1
Alexander Bublik,Yoshihito Nishioka,Hard,20210222,0.5416666666666666,0.7948717948717948,0.5151515151515151,1.0,0.72,0.5,0.5714285714285714,0.5,1
Radu Albot,Adrian Mannarino,Hard,20210222,0.7692307692307693,0.66,0.7333333333333333,0.75,0.6470588235294118,0.5909090909090909,0.5833333333333334,0.7,1
Alexei Popyrin,Marin Cilic,Hard,20210222,0.7037037037037037,0.7719298245614035,0.625,0.75,0.62,0.6935483870967742,0.5263157894736842,0.8571428571428571,1
Alexander Bublik,Radu Albot,Hard,20210222,0.5925925925925926,0.75,0.5757575757575758,0.6,0.7183098591549296,0.7450980392156863,0.5,0.5,1
Alexei Popyrin,Alexander Bublik,Hard,20210222,0.6730769230769231,0.9428571428571428,0.7647058823529411,0.0,0.6521739130434783,0.6,0.46875,0.5,1
Benjamin Bonzi,Lucas Pouille,Hard,20210222,0.6027397260273972,0.8181818181818182,0.5172413793103449,0.8333333333333334,0.5909090909090909,0.6410256410256411,0.5925925925925926,0.5,1
Sebastian Korda,Jo-Wilfried Tsonga,Hard,20210222,0.6521739130434783,0.8666666666666667,0.75,1.0,0.6,0.6944444444444444,0.4166666666666667,0.5,1
Taro Daniel,Ramkumar Ramanathan,Hard,20210222,0.651685393258427,0.8275862068965517,0.6129032258064516,1.0,0.5714285714285714,0.8409090909090909,0.6363636363636364,0.3333333333333333,1
Adrian Andreev,Lloyd Harris,Hard,20210222,0.6336633663366337,0.625,0.5405405405405406,0.8,0.6823529411764706,0.7241379310344828,0.4444444444444444,0.625,1
Alexei Popyrin,Christopher Eubanks,Hard,20210222,0.6354166666666666,0.7213114754098361,0.6,0.9090909090909091,0.8266666666666667,0.7580645161290323,0.6153846153846154,0.5,1
Matthew Ebden,Yuki Bhambri,Hard,20210222,0.7936507936507936,0.74,0.6153846153846154,0.6666666666666666,0.6216216216216216,0.6086956521739131,0.5357142857142857,0.0,1
Hugo Gaston,Lorenzo Sonego,Hard,20210222,0.5757575757575758,0.5789473684210527,0.5238095238095238,0.5,0.7282608695652174,0.6865671641791045,0.6,0.4,0
Bernabe Zapata Miralles,Alejandro Davidovich Fokina,Hard,20210222,0.6788990825688074,0.5945945945945946,0.5142857142857142,0.6,0.6237623762376238,0.6984126984126984,0.5,0.5,0
Andy Murray,Egor Gerasimov,Hard,20210222,0.5223880597014925,0.6285714285714286,0.53125,0.4,0.6666666666666666,0.782608695652174,0.5652173913043478,0.5,0
Jannik Sinner,Aljaz Bedene,Hard,20210222,0.627906976744186,0.7037037037037037,0.625,0.6666666666666666,0.5185185185185185,0.7321428571428571,0.5,0.6666666666666666,0
Jiri Vesely,Mikael Ymer,Hard,20210222,0.6666666666666666,0.8666666666666667,0.4,1.0,0.6410256410256411,0.44,0.35714285714285715,0.16666666666666666,1
Albert Ramos,Juan Manuel Cerundolo,Clay,20210222,0.7,0.5102040816326531,0.5238095238095238,0.5384615384615384,0.7125,0.6140350877192983,0.5217391304347826,0.7272727272727273,0
Facundo Bagnis,Albert Ramos,Clay,20210222,0.52,0.6923076923076923,0.48333333333333334,0.7222222222222222,0.5368421052631579,0.7058823529411765,0.5227272727272727,0.5,0
Federico Coria,Juan Manuel Cerundolo,Clay,20210222,0.6886792452830188,0.4931506849315068,0.5454545454545454,0.6818181818181818,0.7948717948717948,0.5967741935483871,0.4375,0.5,0
Diego Schwartzman,Albert Ramos,Clay,20210222,0.673469387755102,0.6363636363636364,0.375,0.5833333333333334,0.6385542168674698,0.6037735849056604,0.6666666666666666,0.5,0
Jozef Kovalik,Facundo Bagnis,Clay,20210222,0.5625,0.6296296296296297,0.3333333333333333,0.6363636363636364,0.6521739130434783,0.7333333333333333,0.75,1.0,0
Thiago Monteiro,Juan Manuel Cerundolo,Clay,20210222,0.6444444444444445,0.6206896551724138,0.375,0.5833333333333334,0.7162162162162162,0.6415094339622641,0.5238095238095238,0.625,0
Benoit Paire,Federico Coria,Clay,20210222,0.5540540540540541,0.5853658536585366,0.30303030303030304,0.5384615384615384,0.7441860465116279,0.6875,0.6363636363636364,0.3333333333333333,0
Lorenzo Sonego,Hugo Gaston,Hard,20210222,0.7282608695652174,0.6865671641791045,0.6,0.4,0.5757575757575758,0.5789473684210527,0.5238095238095238,0.5,1
Marco Cecchinato,Diego Schwartzman,Clay,20210222,0.7916666666666666,0.42105263157894735,0.4,0.2857142857142857,0.5666666666666667,0.7058823529411765,0.5384615384615384,0.8571428571428571,0
Tomas Barrios Vera,Jozef Kovalik,Clay,20210222,0.5609756097560976,0.6304347826086957,0.4166666666666667,0.5,0.6538461538461539,0.6470588235294118,0.5185185185185185,0.5,0
Federico Delbonis,Facundo Bagnis,Clay,20210222,0.7333333333333333,0.7045454545454546,0.5,0.625,0.6164383561643836,0.8,0.5357142857142857,0.8333333333333334,0
John Patrick Smith,Radu Albot,Hard,20210222,0.8,0.5625,0.6666666666666666,0.16666666666666666,0.7066666666666667,0.6981132075471698,0.5454545454545454,0.8181818181818182,0
Shintaro Mochizuki,Altug Celikbilek,Hard,20210222,0.575,0.34782608695652173,0.35294117647058826,0.3333333333333333,0.47058823529411764,0.75,0.4074074074074074,0.6,0
Jason Jung,Maxime Cressy,Hard,20210222,0.6825396825396826,0.6511627906976745,0.55,0.4,0.6615384615384615,0.7674418604651163,0.5454545454545454,0.5,0
Michael Mmoh,Yoshihito Nishioka,Hard,20210222,0.6741573033707865,0.7,0.4482758620689655,0.7,0.7333333333333333,0.7090909090909091,0.7,0.5,0
Thai Son Kwiatkowski,Soon Woo Kwon,Hard,20210222,0.574468085106383,0.6666666666666666,0.45,0.42857142857142855,0.648936170212766,0.6885245901639344,0.5151515151515151,0.4,0
Marc Polmans,Yasutaka Uchiyama,Hard,20210222,0.7037037037037037,0.7017543859649122,0.5833333333333334,0.5,0.6597938144329897,0.6875,0.5757575757575758,0.7142857142857143,0
Ramkumar Ramanathan,Taro Daniel,Hard,20210222,0.5714285714285714,0.8409090909090909,0.6363636363636364,0.3333333333333333,0.651685393258427,0.8275862068965517,0.6129032258064516,1.0,0
Lloyd Harris,Adrian Andreev,Hard,20210222,0.6823529411764706,0.7241379310344828,0.4444444444444444,0.625,0.6336633663366337,0.625,0.5405405405405406,0.8,0
Christopher Eubanks,Alexei Popyrin,Hard,20210222,0.8266666666666667,0.7580645161290323,0.6153846153846154,0.5,0.6354166666666666,0.7213114754098361,0.6,0.9090909090909091,0
Yuki Bhambri,Matthew Ebden,Hard,20210222,0.6216216216216216,0.6086956521739131,0.5357142857142857,0.0,0.7936507936507936,0.74,0.6153846153846154,0.6666666666666666,0
Tomas Martin Etcheverry,Albert Ramos,Clay,20210222,0.6966292134831461,0.7258064516129032,0.5555555555555556,0.0,0.6,0.6825396825396826,0.4523809523809524,0.5555555555555556,0
Jo-Wilfried Tsonga,Sebastian Korda,Hard,20210222,0.6,0.6944444444444444,0.4166666666666667,0.5,0.6521739130434783,0.8666666666666667,0.75,1.0,0
Alejandro Davidovich Fokina,Bernabe Zapata Miralles,Hard,20210222,0.6237623762376238,0.6984126984126984,0.5,0.5,0.6788990825688074,0.5945945945945946,0.5142857142857142,0.6,1
Aljaz Bedene,Jannik Sinner,Hard,20210222,0.5185185185185185,0.7321428571428571,0.5,0.6666666666666666,0.627906976744186,0.7037037037037037,0.625,0.6666666666666666,1
Nikoloz Basilashvili,Gregoire Barrere,Hard,20210222,0.5507246376811594,0.6842105263157895,0.3548387096774194,0.6363636363636364,0.6129032258064516,0.7631578947368421,0.4166666666666667,0.5,0
Marcos Giron,Tallon Griekspoor,Hard,20210222,0.5625,0.8148148148148148,0.42857142857142855,0.4,0.66,0.7424242424242424,0.6176470588235294,1.0,0
Norbert Gombos,Ugo Humbert,Hard,20210222,0.6271186440677966,0.7297297297297297,0.5,0.0,0.7868852459016393,0.875,0.46153846153846156,0.5,0
Gilles Simon,Dennis Novak,Hard,20210222,0.4631578947368421,0.7272727272727273,0.4117647058823529,0.5,0.5851063829787234,0.6,0.5384615384615384,0.375,0
Mikael Ymer,Jiri Vesely,Hard,20210222,0.6410256410256411,0.44,0.35714285714285715,0.16666666666666666,0.6666666666666666,0.8666666666666667,0.4,1.0,0
Jan Lennard Struff,Peter Gojowczyk,Hard,20210222,0.5675675675675675,0.6190476190476191,0.46875,0.5555555555555556,0.3673469387755102,0.9444444444444444,0.5806451612903226,0.5,0
David Goffin,Roberto Bautista Agut,Hard,20210222,0.6222222222222222,0.6607142857142857,0.6470588235294118,0.6666666666666666,0.6746987951807228,0.6785714285714286,0.48148148148148145,0.42857142857142855,1
Roberto Bautista Agut,Peter Gojowczyk,Hard,20210222,0.7115384615384616,0.8378378378378378,0.5333333333333333,1.0,0.5423728813559322,0.75,0.2962962962962963,0.6363636363636364,1
David Goffin,Egor Gerasimov,Hard,20210222,0.6222222222222222,0.7321428571428571,0.4117647058823529,0.625,0.6956521739130435,0.703125,0.39285714285714285,0.7,1
Roberto Bautista Agut,Ugo Humbert,Hard,20210222,0.5555555555555556,0.88,0.6,0.0,0.5490196078431373,0.6071428571428571,0.391304347826087,0.0,1
Peter Gojowczyk,Dennis Novak,Hard,20210222,0.4482758620689655,0.8846153846153846,0.53125,1.0,0.5522388059701493,0.5675675675675675,0.5,0.6923076923076923,1
Egor Gerasimov,Alejandro Davidovich Fokina,Hard,20210222,0.6991150442477876,0.7088607594936709,0.35294117647058826,0.6,0.7171717171717171,0.6197183098591549,0.4642857142857143,0.5454545454545454,1
David Goffin,Lorenzo Sonego,Hard,20210222,0.7096774193548387,0.75,0.5555555555555556,0.6666666666666666,0.6428571428571429,0.7222222222222222,0.45,0.25,1
Roberto Bautista Agut,Gregoire Barrere,Hard,20210222,0.5116279069767442,0.8181818181818182,0.5238095238095238,0.75,0.5357142857142857,0.5666666666666667,0.23076923076923078,0.4,1
Ugo Humbert,Tallon Griekspoor,Hard,20210222,0.5752212389380531,0.8307692307692308,0.6458333333333334,0.5,0.6716417910447762,0.7444444444444445,0.5681818181818182,0.8888888888888888,1
Dennis Novak,Dusan Lajovic,Hard,20210222,0.7101449275362319,0.7142857142857143,0.45,0.0,0.6285714285714286,0.6590909090909091,0.5,0.3333333333333333,1
Peter Gojowczyk,Jiri Vesely,Hard,20210222,0.6140350877192983,0.8571428571428571,0.5227272727272727,1.0,0.6608695652173913,0.7763157894736842,0.48717948717948717,0.8,1
Egor Gerasimov,Aljaz Bedene,Hard,20210222,0.6582278481012658,0.6923076923076923,0.48148148148148145,0.6666666666666666,0.5352112676056338,0.6578947368421053,0.48484848484848486,0.4,1
Alejandro Davidovich Fokina,Hubert Hurkacz,Hard,20210222,0.7313432835820896,0.7346938775510204,0.5,0.75,0.6527777777777778,0.6170212765957447,0.4,0.6,1
Lorenzo Sonego,Sebastian Korda,Hard,20210222,0.6415094339622641,0.7941176470588235,0.631578947368421,1.0,0.74,0.5675675675675675,0.46153846153846156,0.4,1
David Goffin,Benjamin Bonzi,Hard,20210222,0.640625,0.6341463414634146,0.43478260869565216,0.7368421052631579,0.5656565656565656,0.6607142857142857,0.4186046511627907,0.5714285714285714,1
Gregoire Barrere,Nikoloz Basilashvili,Hard,20210222,0.6129032258064516,0.7631578947368421,0.4166666666666667,0.5,0.5507246376811594,0.6842105263157895,0.3548387096774194,0.6363636363636364,1
Tallon Griekspoor,Marcos Giron,Hard,20210222,0.66,0.7424242424242424,0.6176470588235294,1.0,0.5625,0.8148148148148148,0.42857142857142855,0.4,1
Ugo Humbert,Norbert Gombos,Hard,20210222,0.7868852459016393,0.875,0.46153846153846156,0.5,0.6271186440677966,0.7297297297297297,0.5,0.0,1
Dennis Novak,Gilles Simon,Hard,20210222,0.5851063829787234,0.6,0.5384615384615384,0.375,0.4631578947368421,0.7272727272727273,0.4117647058823529,0.5,1
Benjamin Bonzi,David Goffin,Hard,20210222,0.5656565656565656,0.6607142857142857,0.4186046511627907,0.5714285714285714,0.640625,0.6341463414634146,0.43478260869565216,0.7368421052631579,0
Sebastian Korda,Lorenzo Sonego,Hard,20210222,0.74,0.5675675675675675,0.46153846153846156,0.4,0.6415094339622641,0.7941176470588235,0.631578947368421,1.0,0
Hubert Hurkacz,Alejandro Davidovich Fokina,Hard,20210222,0.6527777777777778,0.6170212765957447,0.4,0.6,0.7313432835820896,0.7346938775510204,0.5,0.75,0
Aljaz Bedene,Egor Gerasimov,Hard,20210222,0.5352112676056338,0.6578947368421053,0.48484848484848486,0.4,0.6582278481012658,0.6923076923076923,0.48148148148148145,0.6666666666666666,0
Roberto Carballes Baena,Thiago Monteiro,Clay,20210222,0.6181818181818182,0.6764705882352942,0.3333333333333333,0.4,0.6842105263157895,0.7435897435897436,0.6111111111111112,0.8,0
Miomir Kecmanovic,Juan Manuel Cerundolo,Clay,20210222,0.64,0.625,0.4444444444444444,0.5,0.7252747252747253,0.6363636363636364,0.64,0.4,0
Francisco Cerundolo,Federico Coria,Clay,20210222,0.5633802816901409,0.675,0.45161290322580644,0.5,0.6282051282051282,0.5306122448979592,0.6206896551724138,0.5,0
Nicolas Jarry,Benoit Paire,Clay,20210222,0.696969696969697,0.6521739130434783,0.3,0.5714285714285714,0.5081967213114754,0.8387096774193549,0.5333333333333333,1.0,0
Hugo Dellien,Marco Cecchinato,Clay,20210222,0.8085106382978723,0.5526315789473685,0.4444444444444444,0.75,0.717948717948718,0.7142857142857143,0.5909090909090909,0.6666666666666666,0
Andrej Martin,Tomas Martin Etcheverry,Clay,20210222,0.57,0.631578947368421,0.4418604651162791,0.8181818181818182,0.835820895522388,0.7142857142857143,0.45454545454545453,0.6666666666666666,0
Juan Ignacio Londero,Albert Ramos,Clay,20210222,0.5408163265306123,0.6415094339622641,0.35555555555555557,0.5714285714285714,0.5844155844155844,0.7555555555555555,0.46875,0.5,0
Daniel Elahi Galan,Jozef Kovalik,Clay,20210222,0.6296296296296297,0.5882352941176471,0.5333333333333333,0.5,0.7,0.673469387755102,0.42857142857142855,0.5714285714285714,0
Nicolas Kicker,Facundo Bagnis,Clay,20210222,0.6666666666666666,0.575,0.3,0.5,0.76,0.8421052631578947,0.25,0.6666666666666666,0
Pedro Sousa,Federico Delbonis,Clay,20210222,0.660377358490566,0.5714285714285714,0.5,0.42857142857142855,0.676923076923077,0.7727272727272727,0.38095238095238093,0.7142857142857143,0
Joao Menezes,Thiago Monteiro,Clay,20210222,0.7547169811320755,0.55,0.5384615384615384,0.3333333333333333,0.7333333333333333,0.7575757575757576,0.6666666666666666,0.0,0
Joao Sousa,Roberto Carballes Baena,Clay,20210222,0.6571428571428571,0.5869565217391305,0.3333333333333333,0.7333333333333333,0.75,0.7575757575757576,0.7272727272727273,1.0,0
Egor Gerasimov,Andy Murray,Hard,20210222,0.6666666666666666,0.782608695652174,0.5652173913043478,0.5,0.5223880597014925,0.6285714285714286,0.53125,0.4,1
Dominik Koepfer,Federico Coria,Clay,20210222,0.5769230769230769,0.6,0.3181818181818182,0.42857142857142855,0.7543859649122807,0.6511627906976745,0.7142857142857143,0.8571428571428571,0
Jaume Munar,Nicolas Jarry,Clay,20210222,0.7368421052631579,0.6309523809523809,0.4666666666666667,0.6153846153846154,0.5416666666666666,0.75,0.5454545454545454,0.375,0
Roberto Bautista Agut,David Goffin,Hard,20210222,0.6746987951807228,0.6785714285714286,0.48148148148148145,0.42857142857142855,0.6222222222222222,0.6607142857142857,0.6470588235294118,0.6666666666666666,0
Peter Gojowczyk,Roberto Bautista Agut,Hard,20210222,0.5423728813559322,0.75,0.2962962962962963,0.6363636363636364,0.7115384615384616,0.8378378378378378,0.5333333333333333,1.0,0
Egor Gerasimov,David Goffin,Hard,20210222,0.6956521739130435,0.703125,0.39285714285714285,0.7,0.6222222222222222,0.7321428571428571,0.4117647058823529,0.625,0
Ugo Humbert,Roberto Bautista Agut,Hard,20210222,0.5490196078431373,0.6071428571428571,0.391304347826087,0.0,0.5555555555555556,0.88,0.6,0.0,0
Dennis Novak,Peter Gojowczyk,Hard,20210222,0.5522388059701493,0.5675675675675675,0.5,0.6923076923076923,0.4482758620689655,0.8846153846153846,0.53125,1.0,0
Alejandro Davidovich Fokina,Egor Gerasimov,Hard,20210222,0.7171717171717171,0.6197183098591549,0.4642857142857143,0.5454545454545454,0.6991150442477876,0.7088607594936709,0.35294117647058826,0.6,0
Lorenzo Sonego,David Goffin,Hard,20210222,0.6428571428571429,0.7222222222222222,0.45,0.25,0.7096774193548387,0.75,0.5555555555555556,0.6666666666666666,0
Gregoire Barrere,Roberto Bautista Agut,Hard,20210222,0.5357142857142857,0.5666666666666667,0.23076923076923078,0.4,0.5116279069767442,0.8181818181818182,0.5238095238095238,0.75,0
Tallon Griekspoor,Ugo Humbert,Hard,20210222,0.6716417910447762,0.7444444444444445,0.5681818181818182,0.8888888888888888,0.5752212389380531,0.8307692307692308,0.6458333333333334,0.5,0
