player_1,player_2,surface,tourney_date,in_rate,win_1st,win_2nd,bp_save,opp_in_rate,opp_win_1st,opp_win_2nd,opp_bp_save,outcome
Sam Querrey,Gianluca Mager,Hard,20210104,0.5230769230769231,0.7647058823529411,0.3225806451612903,0.25,0.627906976744186,0.7777777777777778,0.4375,0.875,0
Daniel Elahi Galan,Hubert Hurkacz,Hard,20210104,0.6078431372549019,0.6129032258064516,0.3,0.42857142857142855,0.6046511627906976,0.8076923076923077,0.7647058823529411,1.0,0
Ivo Karlovic,Roberto Quiroz,Hard,20210104,0.6739130434782609,0.7741935483870968,0.3333333333333333,0.4,0.7560975609756098,0.9032258064516129,0.8,0.5,0
Bjorn Fratangelo,Frances Tiafoe,Hard,20210104,0.5802469135802469,0.7021276595744681,0.4411764705882353,0.3333333333333333,0.5647058823529412,0.8333333333333334,0.43243243243243246,0.7142857142857143,0
Adrian Mannarino,Cameron Norrie,Hard,20210104,0.5,0.5483870967741935,0.45161290322580644,0.375,0.559322033898305,0.7575757575757576,0.46153846153846156,0.5,0
Tommy Paul,Sebastian Korda,Hard,20210104,0.6626506024096386,0.6181818181818182,0.42857142857142855,0.16666666666666666,0.6666666666666666,0.6206896551724138,0.6206896551724138,0.8181818181818182,0
Thiago Monteiro,John Isner,Hard,20210104,0.68,0.7843137254901961,0.5416666666666666,0.75,0.7272727272727273,0.8541666666666666,0.5,0.5,0
Tomas Martin Etcheverry,Christian Harrison,Hard,20210104,0.6376811594202898,0.5681818181818182,0.4,0.6923076923076923,0.6666666666666666,0.8529411764705882,0.4117647058823529,0.6666666666666666,0
Ryan Harrison,Gianluca Mager,Hard,20210104,0.5238095238095238,0.7727272727272727,0.425,0.5,0.7096774193548387,0.7727272727272727,0.4444444444444444,0.9230769230769231,0
Mackenzie Mcdonald,Sam Querrey,Hard,20210104,0.6153846153846154,0.59375,0.6,0.5,0.5454545454545454,0.8333333333333334,0.4666666666666667,0.8571428571428571,0
Noah Rubin,Roberto Quiroz,Hard,20210104,0.5303030303030303,0.6857142857142857,0.3548387096774194,0.2857142857142857,0.5517241379310345,0.75,0.46153846153846156,0.25,0
Pablo Andujar,Ivo Karlovic,Hard,20210104,0.63,0.6507936507936508,0.5675675675675675,0.625,0.6237623762376238,0.8095238095238095,0.39473684210526316,0.5,0
Donald Young,Frances Tiafoe,Hard,20210104,0.589041095890411,0.6511627906976745,0.36666666666666664,0.5,0.5098039215686274,0.7692307692307693,0.64,0.5,0
Jc Aragone,Cameron Norrie,Hard,20210104,0.5957446808510638,0.4642857142857143,0.3684210526315789,0.5,0.6458333333333334,0.8387096774193549,0.5882352941176471,1.0,0
Bjorn Fratangelo,Kevin King,Hard,20210104,0.49019607843137253,0.88,0.5769230769230769,1.0,0.6530612244897959,0.53125,0.4117647058823529,0.3333333333333333,1
Cameron Norrie,Frances Tiafoe,Hard,20210104,0.6282051282051282,0.7551020408163265,0.41379310344827586,0.8181818181818182,0.6041666666666666,0.6551724137931034,0.42105263157894735,0.7058823529411765,1
Tommy Paul,Ji Sung Nam,Hard,20210104,0.6440677966101694,0.6842105263157895,0.6190476190476191,0.6666666666666666,0.5294117647058824,0.5925925925925926,0.4166666666666667,0.3333333333333333,1
Sebastian Korda,Soon Woo Kwon,Hard,20210104,0.6022727272727273,0.6792452830188679,0.5142857142857142,0.8333333333333334,0.58,0.7586206896551724,0.5238095238095238,0.25,1
Thiago Monteiro,Thomaz Bellucci,Hard,20210104,0.5671641791044776,0.7368421052631579,0.5517241379310345,0.8888888888888888,0.6086956521739131,0.5952380952380952,0.4444444444444444,0.3333333333333333,1
Cameron Norrie,Jc Aragone,Hard,20210104,0.6458333333333334,0.8387096774193549,0.5882352941176471,1.0,0.5957446808510638,0.4642857142857143,0.3684210526315789,0.5,1
Alex De Minaur,Adrian Andreev,Hard,20210105,0.6545454545454545,0.7222222222222222,0.42105263157894735,0.7142857142857143,0.6730769230769231,0.4,0.47058823529411764,0.5,1
Nikoloz Basilashvili,Altug Celikbilek,Hard,20210105,0.5,0.7142857142857143,0.42857142857142855,0.5,0.5522388059701493,0.5135135135135135,0.5,0.5,1
Jan Lennard Struff,Hugo Grenier,Hard,20210105,,,,,,,,,1
Alex De Minaur,Alexander Bublik,Hard,20210105,0.875,0.8571428571428571,0.0,0.5,0.3333333333333333,0.0,0.5,0.0,1
Alexander Bublik,Jeremy Chardy,Hard,20210105,0.5980392156862745,0.7868852459016393,0.4878048780487805,0.8181818181818182,0.7129629629629629,0.6493506493506493,0.45161290322580644,0.6,1
Alexander Bublik,Matteo Berrettini,Hard,20210105,0.5972222222222222,0.7674418604651163,0.5517241379310345,0.8333333333333334,0.5857142857142857,0.7804878048780488,0.4482758620689655,0.6666666666666666,1
Jeremy Chardy,Jan Lennard Struff,Hard,20210105,0.676923076923077,0.6477272727272727,0.47619047619047616,0.8181818181818182,0.6106194690265486,0.7101449275362319,0.4090909090909091,0.4444444444444444,1
Alex De Minaur,Nikoloz Basilashvili,Hard,20210105,0.625,0.7142857142857143,0.5714285714285714,0.75,0.6,0.5277777777777778,0.5,0.42857142857142855,1
Pierre Hugues Herbert,David Goffin,Hard,20210105,0.6464646464646465,0.578125,0.37142857142857144,0.5789473684210527,0.5581395348837209,0.6875,0.39473684210526316,0.2857142857142857,0
Matthias Bachinger,Nicola Kuhn,Hard,20210105,0.5952380952380952,0.66,0.47058823529411764,0.7857142857142857,0.5873015873015873,0.7837837837837838,0.5384615384615384,0.5,0
Jiri Vesely,Emil Ruusuvuori,Hard,20210105,0.6545454545454545,0.8055555555555556,0.5263157894736842,0.5,0.7833333333333333,0.851063829787234,0.6153846153846154,0.5,0
Stefano Travaglia,Emil Ruusuvuori,Hard,20210105,0.5454545454545454,0.7619047619047619,0.6,0.6666666666666666,0.6811594202898551,0.7021276595744681,0.45454545454545453,0.6,1
David Goffin,Nicola Kuhn,Hard,20210105,0.5897435897435898,0.9130434782608695,0.5,0.5,0.7948717948717948,0.45161290322580644,0.375,0.0,1
Matteo Berrettini,Ergi Kirkin,Hard,20210105,0.6666666666666666,0.9230769230769231,0.6153846153846154,0.5,0.46938775510204084,0.4782608695652174,0.5,0.2,1
Dimitar Kuzmanov,Laslo Djere,Hard,20210105,0.696969696969697,0.8260869565217391,0.6,0.5,0.803921568627451,0.4634146341463415,0.6,0.625,1
Tristan Lamasine,Egor Gerasimov,Hard,20210105,0.6666666666666666,0.6521739130434783,0.5652173913043478,0.5,0.6027397260273972,0.6818181818181818,0.3448275862068966,0.0,1
Alexander Bublik,Salvatore Caruso,Hard,20210105,0.6875,0.7878787878787878,0.6666666666666666,0.5,0.6,0.696969696969697,0.4090909090909091,0.625,1
Fabio Fognini,Michael Vrbensky,Hard,20210105,0.6176470588235294,0.7857142857142857,0.4230769230769231,0.0,0.569620253164557,0.6666666666666666,0.4117647058823529,0.7,1
Jeremy Chardy,Radu Albot,Hard,20210105,0.7,0.7142857142857143,0.5333333333333333,0.0,0.6865671641791045,0.5,0.42857142857142855,0.5454545454545454,1
Hugo Grenier,Alex Molcan,Hard,20210105,0.7391304347826086,0.7254901960784313,0.4444444444444444,0.7142857142857143,0.5625,0.6944444444444444,0.42857142857142855,0.5555555555555556,1
Jan Lennard Struff,Pavel Kotov,Hard,20210105,0.515625,0.6363636363636364,0.5483870967741935,0.7142857142857143,0.5774647887323944,0.6097560975609756,0.36666666666666664,0.5833333333333334,1
Nikoloz Basilashvili,Andrea Arnaboldi,Hard,20210105,0.6162790697674418,0.6792452830188679,0.48484848484848486,0.2,0.648936170212766,0.5901639344262295,0.45454545454545453,0.6470588235294118,1
Altug Celikbilek,Kacper Zuk,Hard,20210105,0.6941176470588235,0.7627118644067796,0.5384615384615384,0.9,0.686046511627907,0.7627118644067796,0.4074074074074074,0.7142857142857143,1
Adrian Andreev,Marsel Ilhan,Hard,20210105,0.7884615384615384,0.7073170731707317,0.5454545454545454,0.5,0.8,0.6136363636363636,0.2727272727272727,0.3333333333333333,1
Alex De Minaur,Malek Jaziri,Hard,20210105,0.4722222222222222,0.8235294117647058,0.7894736842105263,0.5,0.44642857142857145,0.48,0.3548387096774194,0.5,1
Stefano Travaglia,Miomir Kecmanovic,Hard,20210105,0.5909090909090909,0.6666666666666666,0.5185185185185185,0.0,0.618421052631579,0.574468085106383,0.4827586206896552,0.4444444444444444,1
Emil Ruusuvuori,Jiri Vesely,Hard,20210105,0.7833333333333333,0.851063829787234,0.6153846153846154,0.5,0.6545454545454545,0.8055555555555556,0.5263157894736842,0.5,1
Miomir Kecmanovic,Stefano Travaglia,Hard,20210105,0.618421052631579,0.574468085106383,0.4827586206896552,0.4444444444444444,0.5909090909090909,0.6666666666666666,0.5185185185185185,0.0,0
Malek Jaziri,Alex De Minaur,Hard,20210105,0.44642857142857145,0.48,0.3548387096774194,0.5,0.4722222222222222,0.8235294117647058,0.7894736842105263,0.5,0
Alex De Minaur,David Goffin,Hard,20210105,0.5652173913043478,0.8461538461538461,0.5,0.3333333333333333,0.5,0.6428571428571429,0.5476190476190477,0.2,1
Kacper Zuk,Altug Celikbilek,Hard,20210105,0.686046511627907,0.7627118644067796,0.4074074074074074,0.7142857142857143,0.6941176470588235,0.7627118644067796,0.5384615384615384,0.9,0
Jeremy Chardy,Fabio Fognini,Hard,20210105,0.6209677419354839,0.6753246753246753,0.48936170212765956,0.4444444444444444,0.544,0.7058823529411765,0.47368421052631576,0.5454545454545454,1
Alexander Bublik,Alex De Minaur,Hard,20210105,0.3333333333333333,0.0,0.5,0.0,0.875,0.8571428571428571,0.0,0.5,0
Nicola Kuhn,Matthias Bachinger,Hard,20210105,0.5873015873015873,0.7837837837837838,0.5384615384615384,0.5,0.5952380952380952,0.66,0.47058823529411764,0.7857142857142857,1
Jeremy Chardy,Alexander Bublik,Hard,20210105,0.7129629629629629,0.6493506493506493,0.45161290322580644,0.6,0.5980392156862745,0.7868852459016393,0.4878048780487805,0.8181818181818182,0
David Goffin,Alex De Minaur,Hard,20210105,0.5,0.6428571428571429,0.5476190476190477,0.2,0.5652173913043478,0.8461538461538461,0.5,0.3333333333333333,0
Matteo Berrettini,Alexander Bublik,Hard,20210105,0.5857142857142857,0.7804878048780488,0.4482758620689655,0.6666666666666666,0.5972222222222222,0.7674418604651163,0.5517241379310345,0.8333333333333334,0
Jan Lennard Struff,Jeremy Chardy,Hard,20210105,0.6106194690265486,0.7101449275362319,0.4090909090909091,0.4444444444444444,0.676923076923077,0.6477272727272727,0.47619047619047616,0.8181818181818182,0
Nikoloz Basilashvili,Alex De Minaur,Hard,20210105,0.6,0.5277777777777778,0.5,0.42857142857142855,0.625,0.7142857142857143,0.5714285714285714,0.75,0
Stefano Travaglia,David Goffin,Hard,20210105,0.5192307692307693,0.6296296296296297,0.32,0.6363636363636364,0.6875,0.8181818181818182,0.5333333333333333,0.0,0
Dimitar Kuzmanov,Matteo Berrettini,Hard,20210105,0.49122807017543857,0.6785714285714286,0.27586206896551724,0.375,0.6666666666666666,0.9285714285714286,0.2857142857142857,0.5,0
Tristan Lamasine,Alexander Bublik,Hard,20210105,0.5857142857142857,0.5365853658536586,0.4827586206896552,0.6923076923076923,0.5365853658536586,0.7272727272727273,0.4473684210526316,0.875,0
Fabio Fognini,Jeremy Chardy,Hard,20210105,0.544,0.7058823529411765,0.47368421052631576,0.5454545454545454,0.6209677419354839,0.6753246753246753,0.48936170212765956,0.4444444444444444,0
Hugo Grenier,Jan Lennard Struff,Hard,20210105,,,,,,,,,0
Altug Celikbilek,Nikoloz Basilashvili,Hard,20210105,0.5522388059701493,0.5135135135135135,0.5,0.5,0.5,0.7142857142857143,0.42857142857142855,0.5,0
Adrian Andreev,Alex De Minaur,Hard,20210105,0.6730769230769231,0.4,0.47058823529411764,0.5,0.6545454545454545,0.7222222222222222,0.42105263157894735,0.7142857142857143,0
Emil Ruusuvuori,Stefano Travaglia,Hard,20210105,0.6811594202898551,0.7021276595744681,0.45454545454545453,0.6,0.5454545454545454,0.7619047619047619,0.6,0.6666666666666666,0
Nicola Kuhn,David Goffin,Hard,20210105,0.7948717948717948,0.45161290322580644,0.375,0.0,0.5897435897435898,0.9130434782608695,0.5,0.5,0
Alexander Bublik,Tristan Lamasine,Hard,20210105,0.5365853658536586,0.7272727272727273,0.4473684210526316,0.875,0.5857142857142857,0.5365853658536586,0.4827586206896552,0.6923076923076923,1
Marsel Ilhan,Adrian Andreev,Hard,20210105,0.8,0.6136363636363636,0.2727272727272727,0.3333333333333333,0.7884615384615384,0.7073170731707317,0.5454545454545454,0.5,0
David Goffin,Pierre Hugues Herbert,Hard,20210105,0.5581395348837209,0.6875,0.39473684210526316,0.2857142857142857,0.6464646464646465,0.578125,0.37142857142857144,0.5789473684210527,1
Andrea Arnaboldi,Nikoloz Basilashvili,Hard,20210105,0.648936170212766,0.5901639344262295,0.45454545454545453,0.6470588235294118,0.6162790697674418,0.6792452830188679,0.48484848484848486,0.2,0
Pavel Kotov,Jan Lennard Struff,Hard,20210105,0.5774647887323944,0.6097560975609756,0.36666666666666664,0.5833333333333334,0.515625,0.6363636363636364,0.5483870967741935,0.7142857142857143,0
Alex Molcan,Hugo Grenier,Hard,20210105,0.5625,0.6944444444444444,0.42857142857142855,0.5555555555555556,0.7391304347826086,0.7254901960784313,0.4444444444444444,0.7142857142857143,0
Radu Albot,Jeremy Chardy,Hard,20210105,0.6865671641791045,0.5,0.42857142857142855,0.5454545454545454,0.7,0.7142857142857143,0.5333333333333333,0.0,0
Michael Vrbensky,Fabio Fognini,Hard,20210105,0.569620253164557,0.6666666666666666,0.4117647058823529,0.7,0.6176470588235294,0.7857142857142857,0.4230769230769231,0.0,0
Salvatore Caruso,Alexander Bublik,Hard,20210105,0.6,0.696969696969697,0.4090909090909091,0.625,0.6875,0.7878787878787878,0.6666666666666666,0.5,0
Egor Gerasimov,Tristan Lamasine,Hard,20210105,0.6027397260273972,0.6818181818181818,0.3448275862068966,0.0,0.6666666666666666,0.6521739130434783,0.5652173913043478,0.5,0
Laslo Djere,Dimitar Kuzmanov,Hard,20210105,0.803921568627451,0.4634146341463415,0.6,0.625,0.696969696969697,0.8260869565217391,0.6,0.5,0
Ergi Kirkin,Matteo Berrettini,Hard,20210105,0.46938775510204084,0.4782608695652174,0.5,0.2,0.6666666666666666,0.9230769230769231,0.6153846153846154,0.5,0
David Goffin,Stefano Travaglia,Hard,20210105,0.6875,0.8181818181818182,0.5333333333333333,0.0,0.5192307692307693,0.6296296296296297,0.32,0.6363636363636364,1
Matteo Berrettini,Dimitar Kuzmanov,Hard,20210105,0.6666666666666666,0.9285714285714286,0.2857142857142857,0.5,0.49122807017543857,0.6785714285714286,0.27586206896551724,0.375,1
Jason Kubler,Lorenzo Sonego,Hard,20210201,0.6265060240963856,0.7307692307692307,0.5161290322580645,0.7777777777777778,0.6666666666666666,0.6730769230769231,0.6153846153846154,0.4,1
Andrew Harris,Taro Daniel,Hard,20210201,0.7052631578947368,0.7164179104477612,0.5,0.2,0.6237623762376238,0.7142857142857143,0.5,0.5833333333333334,1
Alexei Popyrin,Borna Gojo,Hard,20210201,0.6666666666666666,0.8111111111111111,0.5111111111111111,0.75,0.7016129032258065,0.7471264367816092,0.6486486486486487,0.7777777777777778,1
Marton Fucsovics,Marco Cecchinato,Hard,20210201,0.5972222222222222,0.7441860465116279,0.6896551724137931,0.8,0.5384615384615384,0.7380952380952381,0.5,0.6666666666666666,1
Tommy Paul,Cameron Norrie,Hard,20210201,0.625,0.7454545454545455,0.5151515151515151,0.25,0.6216216216216216,0.6376811594202898,0.47619047619047616,0.5,1
Corentin Moutet,Frances Tiafoe,Hard,20210201,0.7209302325581395,0.6935483870967742,0.6666666666666666,0.6,0.6,0.6825396825396826,0.5,0.6666666666666666,1
James Duckworth,Tomas Machac,Hard,20210201,0.6122448979591837,0.8666666666666667,0.7368421052631579,0.5,0.671875,0.6976744186046512,0.38095238095238093,0.5,1
Yuichi Sugita,Quentin Halys,Hard,20210201,0.6886792452830188,0.684931506849315,0.5454545454545454,0.2,0.6857142857142857,0.7916666666666666,0.24242424242424243,0.7272727272727273,1
Gilles Simon,Elias Ymer,Hard,20210201,0.5370370370370371,0.8275862068965517,0.72,1.0,0.5862068965517241,0.7058823529411765,0.5833333333333334,0.6,1
Federico Coria,Radu Albot,Hard,20210201,0.6119402985074627,0.6585365853658537,0.6153846153846154,0.625,0.639344262295082,0.6666666666666666,0.4090909090909091,0.3333333333333333,1
Emil Ruusuvuori,Viktor Troicki,Hard,20210201,0.7272727272727273,1.0,0.6666666666666666,0.5,0.5471698113207547,0.8620689655172413,0.375,0.0,1
Harry Bourchier,Marc Polmans,Hard,20210201,0.6461538461538462,0.7142857142857143,0.6956521739130435,1.0,0.6153846153846154,0.71875,0.6,0.0,1
Nick Kyrgios,Alexandre Muller,Hard,20210201,0.6666666666666666,0.7857142857142857,0.5714285714285714,0.3333333333333333,0.6739130434782609,0.7580645161290323,0.5666666666666667,0.6,1
Adrian Mannarino,Mikael Ymer,Hard,20210201,0.5076923076923077,0.6363636363636364,0.59375,0.7777777777777778,0.6911764705882353,0.5531914893617021,0.38095238095238093,0.4444444444444444,1
Egor Gerasimov,Lloyd Harris,Hard,20210201,0.6190476190476191,0.8974358974358975,0.5,1.0,0.55,0.7878787878787878,0.48148148148148145,0.5,1
Pedro Sousa,Li Tu,Hard,20210201,0.5974025974025974,0.6956521739130435,0.6129032258064516,0.6666666666666666,0.6721311475409836,0.7560975609756098,0.6,0.5,1
Jiri Vesely,Frederico Ferreira Silva,Hard,20210201,0.7358490566037735,0.8461538461538461,0.6428571428571429,1.0,0.6181818181818182,0.6764705882352942,0.5714285714285714,0.0,1
Ricardas Berankis,Sumit Nagal,Hard,20210201,0.5777777777777777,0.9230769230769231,0.5263157894736842,1.0,0.7647058823529411,0.5641025641025641,0.4166666666666667,0.42857142857142855,1
Albert Ramos,Blake Mott,Hard,20210201,0.4807692307692308,0.88,0.5185185185185185,0.6666666666666666,0.7272727272727273,0.6458333333333334,0.2777777777777778,0.3333333333333333,1
Marcos Giron,Michael Mmoh,Hard,20210201,0.625,0.8,0.6666666666666666,0.5,0.582089552238806,0.6153846153846154,0.42857142857142855,0.5555555555555556,1
Botic Van De Zandschulp,Kamil Majchrzak,Hard,20210201,0.6410256410256411,0.82,0.5,0.3333333333333333,0.6990291262135923,0.7361111111111112,0.3225806451612903,0.5,1
Stefano Travaglia,Thiago Monteiro,Hard,20210201,0.581081081081081,0.7906976744186046,0.45161290322580644,0.75,0.6938775510204082,0.7058823529411765,0.5333333333333333,0.5714285714285714,1
Pedro Sousa,Daniel Evans,Hard,20210201,0.625,0.7714285714285715,0.23809523809523808,0.2,0.6153846153846154,0.75,0.5,0.7142857142857143,0
Jason Kubler,Ricardas Berankis,Hard,20210201,0.6710526315789473,0.6470588235294118,0.4,0.4,0.6,0.7083333333333334,0.5625,0.6,0
Max Purcell,Norbert Gombos,Hard,20210201,0.6363636363636364,0.7857142857142857,0.5,1.0,0.7049180327868853,0.627906976744186,0.6111111111111112,0.5,1
Cedrik Marcel Stebe,Hugo Dellien,Hard,20210201,0.7101449275362319,0.7755102040816326,0.35,0.6666666666666666,0.7741935483870968,0.6666666666666666,0.35714285714285715,0.625,1
Kevin Anderson,Feliciano Lopez,Hard,20210201,0.7540983606557377,0.8695652173913043,0.4,1.0,0.4383561643835616,0.84375,0.4878048780487805,0.7142857142857143,1
Kamil Majchrzak,Laslo Djere,Hard,20210201,0.7536231884057971,0.75,0.47058823529411764,1.0,0.5777777777777777,0.6923076923076923,0.5789473684210527,0.0,1
Botic Van De Zandschulp,Tristan Schoolkate,Hard,20210201,0.6388888888888888,0.6521739130434783,0.5769230769230769,0.6,0.582089552238806,0.6666666666666666,0.4642857142857143,0.3333333333333333,1
Sergiy Stakhovsky,Roman Safiullin,Hard,20210201,0.6019417475728155,0.8064516129032258,0.4634146341463415,0.7142857142857143,0.6145833333333334,0.6779661016949152,0.5405405405405406,0.3333333333333333,1
Aleksandar Vukic,Yen Hsun Lu,Hard,20210201,0.5797101449275363,0.75,0.4827586206896552,0.5,0.6811594202898551,0.6170212765957447,0.3181818181818182,0.42857142857142855,1
Dane Sweeny,Ji Sung Nam,Hard,20210201,0.6666666666666666,0.6333333333333333,0.43333333333333335,0.6666666666666666,0.6962025316455697,0.6,0.5416666666666666,0.5555555555555556,1
Aljaz Bedene,Yasutaka Uchiyama,Hard,20210201,0.5,0.8222222222222222,0.35555555555555557,0.6,0.55,0.7727272727272727,0.3333333333333333,0.2,1
Tennys Sandgren,John Patrick Smith,Hard,20210201,0.5769230769230769,0.65,0.5681818181818182,0.7333333333333333,0.6923076923076923,0.7592592592592593,0.2916666666666667,0.4444444444444444,1
Salvatore Caruso,Andreas Seppi,Hard,20210201,0.4383561643835616,0.65625,0.5609756097560976,0.3333333333333333,0.575,0.6521739130434783,0.47058823529411764,0.5454545454545454,1
Soon Woo Kwon,Andrej Martin,Hard,20210201,0.6194690265486725,0.6714285714285714,0.5581395348837209,0.6666666666666666,0.6610169491525424,0.6538461538461539,0.5,0.6153846153846154,1
Christopher Oconnell,Dominik Koepfer,Hard,20210201,0.6354166666666666,0.7377049180327869,0.42857142857142855,0.75,0.5975609756097561,0.5918367346938775,0.5757575757575758,0.4444444444444444,1
