player,matches,wins,losses,avg_rest_days,rolling_10_winrate_latest,win_rate,peak_elo,current_elo,last_match_date,days_since_last,surf_matches_Clay,surf_matches_Grass,surf_matches_Hard,surf_matches_Other,wr_Clay,wr_Grass,wr_Hard,wr_Other,current_selo_Clay,current_selo_Grass,current_selo_Hard
Dennis Novikov,16,5,11,25.1875,0.4,0.3125,1513.4443917747358,1500.0,2017-07-31,2697,0,8,8,0,,0.375,0.25,,,1502.1495029694877,1495.6879002578664
Uladzimir Ignatik,16,9,7,31.625,0.5,0.5625,1548.522470147913,1500.0,2015-09-18,3379,9,0,7,0,0.3333,,0.8571,,1491.880088649182,,1526.8429122094913
Adam Pavlasek,15,6,9,30.8,0.3,0.4,1527.7585680573648,1500.0,2018-05-28,2396,9,2,4,0,0.5556,0.5,0.0,,1512.1633461578379,1506.9492142768395,1481.8650757936373
Fernando Gonzalez,15,6,9,19.0,0.3,0.4,1525.1682027827565,1500.0,2012-03-21,4655,8,3,4,0,0.5,0.6667,0.0,,1507.3950976352278,1513.8618931876258,1483.4592655246079
Guilherme Clezar,15,1,14,43.4,0.1,0.0667,1500.0,1500.0,2018-04-06,2448,12,0,3,0,0.0833,,0.0,,1501.6660572198414,,1493.0924932149635
Harshana Godamanna,15,11,4,30.0,0.7,0.7333,1544.529517728899,1500.0,2016-03-04,3211,7,0,8,0,0.7143,,0.75,,1501.270576789227,,1507.3555919985458
Martin Fischer,15,3,12,38.53333333333333,0.3,0.2,1502.0507496932955,1500.0,2015-04-27,3523,8,2,5,0,0.125,0.0,0.4,,1499.3757392686994,1499.8585865921605,1504.1975768702707
Mate Delic,15,3,12,31.933333333333334,0.1,0.2,1517.3400176874973,1500.0,2015-09-18,3379,11,0,4,0,0.2727,,0.0,,1487.4676316313705,,1490.010960011621
Rafael Arevalo,15,7,8,45.733333333333334,0.6,0.4667,1542.0659088749303,1500.0,2017-04-07,2812,7,0,8,0,0.5714,,0.375,,1503.5027649208616,,1493.2578653418614
Ti Chen,15,7,8,38.0,0.4,0.4667,1519.2416756407401,1500.0,2018-02-03,2510,4,0,11,0,1.0,,0.2727,,1507.223408611032,,1497.121395608676
Albano Olivetti,14,5,9,27.071428571428573,0.3,0.3571,1526.4951954979372,1500.0,2016-06-27,3096,1,2,11,0,0.0,0.0,0.4545,,1500.0,1499.8953301032932,1503.1282973427471
Ante Pavic,14,3,11,32.857142857142854,0.3,0.2143,1500.0,1500.0,2017-02-03,2875,2,6,6,0,0.0,0.3333,0.1667,,1493.6010737882257,1499.7712582021713,1497.556667749544
David Souto,14,7,7,36.42857142857143,0.5,0.5,1519.9596603531045,1500.0,2018-04-07,2447,6,0,8,0,0.3333,,0.625,,1499.9999997444147,,1499.7059522264904
Izak Van Der Merwe,14,7,7,24.071428571428573,0.4,0.5,1534.461463141387,1500.0,2012-09-14,4478,0,3,11,0,,0.6667,0.4545,,,1514.0427068705364,1493.9734150755098
James Mcgee,14,7,7,40.42857142857143,0.4,0.5,1531.1640570235409,1500.0,2016-08-22,3040,2,0,12,0,1.0,,0.4167,,1507.1338034613211,,1494.7841524794135
Jean Rene Lisnard,14,5,9,30.285714285714285,0.4,0.3571,1512.0,1500.0,2013-04-05,4275,9,0,5,0,0.3333,,0.4,,1487.908853497269,,1500.1966050499705
Mate Pavic,14,3,11,33.642857142857146,0.2,0.2143,1508.061151075975,1500.0,2017-09-25,2641,6,6,2,0,0.1667,0.3333,0.0,,1486.8841842360314,1497.435146634734,1499.9999999966703
Pruchya Isarow,14,9,5,31.357142857142858,0.6,0.6429,1543.2167514360337,1500.0,2016-09-16,3015,0,0,14,0,,,0.6429,,,,1512.4577594739922
Robert Kendrick,14,4,10,17.857142857142858,0.2,0.2857,1526.3431615436575,1500.0,2012-02-20,4685,4,1,9,0,0.0,0.0,0.4444,,1479.5536650334898,1500.0,1500.5244993818012
Ruben Gonzales,14,10,4,45.0,0.7,0.7143,1533.2195226055526,1500.0,2017-02-03,2875,11,0,3,0,0.8182,,0.3333,,1509.7823893139516,,1500.8342264782814
Tsung Hua Yang,14,2,12,31.857142857142858,0.1,0.1429,1500.0,1500.0,2016-09-16,3015,0,0,14,0,,,0.1429,,,,1493.2395106504505
Diego Junqueira,13,4,9,18.53846153846154,0.3,0.3077,1516.2248719917168,1500.0,2012-04-30,4615,10,0,3,0,0.3,,0.3333,,1480.886423499051,,1501.2524805812352
Dimitar Kutrovsky,13,8,5,30.0,0.7,0.6154,1523.3532924036354,1500.0,2015-09-18,3379,4,0,9,0,0.75,,0.5556,,1509.1704638034153,,1507.1461342138648
Evgeny Korolev,13,3,10,37.69230769230769,0.3,0.2308,1500.0,1500.0,2013-07-15,4174,10,1,2,0,0.3,0.0,0.0,,1489.168996796429,1500.0,1495.9726949681185
Julio Cesar Campozano,13,9,4,34.61538461538461,0.8,0.6923,1537.897729374266,1500.0,2014-04-04,3911,10,0,3,0,0.7,,0.6667,,1509.8691459651645,,1511.3478884638496
Martin Pedersen,13,5,8,34.61538461538461,0.5,0.3846,1506.0993355852506,1500.0,2015-03-06,3575,4,0,9,0,0.5,,0.3333,,1507.0001592554956,,1496.138788497164
Martins Podzus,13,4,9,39.23076923076923,0.4,0.3077,1524.3597525130178,1500.0,2017-02-03,2875,5,0,8,0,0.4,,0.25,,1506.9998721284328,,1493.819528178941
Maxim Dubarenco,13,6,7,30.0,0.5,0.4615,1521.3660958172106,1500.0,2014-09-12,3750,3,0,10,0,0.6667,,0.4,,1504.461720215979,,1490.1227059831117
Nicolaas Scholtz,13,5,8,34.61538461538461,0.5,0.3846,1518.7016017796427,1500.0,2018-02-02,2511,1,0,12,0,1.0,,0.3333,,1500.0,,1496.353327232403
Robert Farah,13,4,9,32.61538461538461,0.4,0.3077,1500.0,1500.0,2014-04-04,3911,10,0,3,0,0.4,,0.0,,1499.989565375822,,1489.5026137928066
Amer Delic,12,8,4,23.0,0.8,0.6667,1547.0270915305339,1500.0,2012-04-06,4639,2,0,10,0,0.5,,0.7,,1493.0,,1527.8492843823933
Andis Juska,12,7,5,42.166666666666664,0.6,0.5833,1537.4807888199339,1500.0,2014-09-12,3750,6,0,6,0,0.8333,,0.3333,,1498.5934634620414,,1494.95751939856
Javier Marti,12,2,10,30.0,0.2,0.1667,1500.0,1500.0,2013-05-05,4245,9,2,1,0,0.1111,0.5,0.0,,1486.9952596037028,1507.0,1500.0
Marc Gicquel,12,2,10,37.916666666666664,0.2,0.1667,1500.0,1500.0,2014-02-03,3971,3,2,7,0,0.0,0.0,0.2857,,1492.7546813650567,1499.881090475998,1503.4178985751307
Ugo Nastasi,12,2,10,37.5,0.2,0.1667,1510.9923003577176,1500.0,2018-02-03,2510,3,0,9,0,0.0,,0.2222,,1492.181120422698,,1506.7051731555605
Alex Llompart,11,6,5,30.0,0.5,0.5455,1512.0,1500.0,2015-07-17,3442,0,0,11,0,,,0.5455,,,,1499.8331779561408
Alexander Kudryavtsev,11,3,8,36.72727272727273,0.3,0.2727,1514.4450350299817,1500.0,2016-06-27,3096,0,1,10,0,,0.0,0.3,,,1500.0,1494.1145151027822
Artem Sitak,11,6,5,37.54545454545455,0.6,0.5455,1517.9825268018856,1500.0,2017-01-09,2900,2,2,7,0,0.5,0.5,0.5714,,1493.0,1493.0,1500.0000021108742
Dineshkanthan Thangarajah,11,2,9,35.09090909090909,0.2,0.1818,1500.6419078658087,1500.0,2015-03-06,3575,7,0,4,0,0.2857,,0.0,,1499.672526644473,,1492.7349749437224
Lukas Mugevicius,11,4,7,51.81818181818182,0.3,0.3636,1510.0958016743186,1500.0,2017-04-07,2812,4,0,7,0,0.25,,0.4286,,1499.9996809224745,,1487.8912357185927
Mohammad Ghareeb,11,8,3,40.90909090909091,0.7,0.7273,1528.3286375732293,1500.0,2017-02-03,2875,4,0,7,0,0.75,,0.7143,,1512.6529372071113,,1500.0031611214918
Nikola Mektic,11,3,8,43.81818181818182,0.3,0.2727,1513.328015558885,1500.0,2019-11-20,1855,5,0,6,0,0.4,,0.1667,,1499.8905332161721,,1499.9948485465763
Victor Crivoi,11,2,9,30.90909090909091,0.2,0.1818,1500.0,1500.0,2013-07-22,4167,9,0,2,0,0.1111,,0.5,,1493.9480235645665,,1493.3375575839616
Yassine Idmbarek,11,5,6,32.72727272727273,0.4,0.4545,1528.708188718644,1500.0,2015-07-17,3442,8,0,3,0,0.5,,0.3333,,1492.0671175319944,,1500.0000805187487
Yong Kyu Lim,11,9,2,46.36363636363637,0.8,0.8182,1527.555616307743,1500.0,2016-07-15,3078,0,2,9,0,,0.5,0.8889,,,1493.0,1508.512536537447
Arthur De Greef,10,3,7,30.8,0.3333333333333333,0.3,1512.2800285943053,1500.0,2019-02-01,2147,7,0,3,0,0.2857,,0.3333,,1498.8790730573562,,1500.2188989352019
Brian Dabul,10,2,8,19.8,0.2222222222222222,0.2,1500.0,1500.0,2011-07-04,4916,2,1,7,0,0.0,0.0,0.2857,,1493.0013262270666,1500.0,1486.0604998018391
Eric Prodon,10,0,10,31.7,0.0,0.0,1500.0,1500.0,2012-05-27,4588,7,0,3,0,0.0,,0.0,,1464.3395536837402,,1486.283348129111
Gonzalo Escobar,10,5,5,51.0,0.4444444444444444,0.5,1509.9189093291113,1500.0,2024-09-14,95,7,0,3,0,0.2857,,1.0,,1502.4201610329221,,1500.0
Ivan Endara,10,4,6,45.0,0.4444444444444444,0.4,1512.0,1500.0,2018-02-02,2511,9,0,1,0,0.4444,,0.0,,1498.1128141305815,,1500.0
Michael Ryderstedt,10,2,8,27.3,0.2222222222222222,0.2,1503.6028009817837,1500.0,2012-09-14,4478,5,0,5,0,0.4,,0.0,,1495.4401337592378,,1477.957473306375
Michael Yani,10,4,6,20.6,0.4444444444444444,0.4,1533.6018091527758,1500.0,2012-09-24,4468,1,4,5,0,0.0,0.75,0.2,,1500.0,1520.7223871105864,1495.022429651874
Pavol Cervenak,10,6,4,16.3,0.6666666666666666,0.6,1531.1648039993806,1500.0,2012-07-22,4532,10,0,0,0,0.6,,,,1517.1690819421626,,
Reda El Amrani,10,5,5,36.1,0.5555555555555556,0.5,1513.0182907916683,1500.0,2017-04-10,2809,7,0,3,0,0.5714,,0.3333,,1505.660519324946,,1507.0
Romain Arneodo,10,7,3,39.0,0.6666666666666666,0.7,1532.804230741764,1500.0,2024-09-14,95,4,0,6,0,0.75,,0.6667,,1500.0,,1497.2648133427645
Seanon Williams,10,1,9,54.8,0.1111111111111111,0.1,1500.0,1500.0,2017-02-03,2875,4,0,6,0,0.0,,0.1667,,1497.114374941696,,1489.3129212465083
Shahin Khaledan,10,4,6,33.0,0.4444444444444444,0.4,1500.3677579368298,1500.0,2018-02-03,2510,3,0,7,0,0.6667,,0.2857,,1500.000000000701,,1499.9381394956886
Aditya Hari Sasongko,9,2,7,49.55555555555556,0.25,0.2222,1513.058213684715,1500.0,2017-02-03,2875,2,0,7,0,0.0,,0.2857,,1500.0,,1493.4085493568841
Akira Santillan,9,2,7,31.88888888888889,0.25,0.2222,1500.0,1500.0,2017-09-25,2641,2,2,5,0,0.0,0.5,0.2,,1494.521653736623,1507.0,1491.305189720653
Aldin Setkic,9,3,6,43.333333333333336,0.375,0.3333,1516.2273158878547,1500.0,2017-10-16,2620,4,0,5,0,0.25,,0.4,,1499.9958459924069,,1500.0000000028344
Cesar Ramirez,9,3,6,36.22222222222222,0.375,0.3333,1510.6367456173343,1500.0,2014-04-04,3911,8,0,1,0,0.375,,0.0,,1494.4488194236392,,1500.0
Chris Guccione,9,3,6,43.22222222222222,0.375,0.3333,1506.0471056333251,1500.0,2014-06-16,3838,0,2,7,0,,0.5,0.2857,,,1500.0277004866387,1502.6354221781312
Conor Niland,9,3,6,30.666666666666668,0.375,0.3333,1512.309218264558,1500.0,2012-04-06,4639,1,1,7,0,0.0,0.0,0.4286,,1500.0,1500.0,1500.7323968702444
Isak Arvidsson,9,1,8,30.0,0.0,0.1111,1500.0,1500.0,2017-02-03,2875,1,0,8,0,0.0,,0.125,,1500.0,,1487.2063648064957
Jamie Baker,9,3,6,24.88888888888889,0.375,0.3333,1516.5377804609716,1500.0,2013-06-10,4209,0,6,3,0,,0.3333,0.3333,,,1497.7192217254824,1500.0042956133227
Marcel Felder,9,6,3,36.22222222222222,0.75,0.6667,1533.4545188536028,1500.0,2013-04-05,4275,8,0,1,0,0.75,,0.0,,1512.8943063257213,,1500.0
Micke Kontinen,9,2,7,50.0,0.25,0.2222,1508.8847814191315,1500.0,2015-07-17,3442,3,0,6,0,0.0,,0.3333,,1493.8300393170855,,1500.6502243019506
Sam Barry,9,2,7,36.22222222222222,0.25,0.2222,1512.2905108243335,1500.0,2015-07-17,3442,1,0,8,0,0.0,,0.25,,1500.0,,1478.9043265450057
Tigre Hank,9,1,8,39.333333333333336,0.125,0.1111,1500.0,1500.0,2016-08-08,3054,2,0,7,0,0.0,,0.1429,,1493.111831959295,,1490.1826203217015
Treat Conrad Huey,9,6,3,49.55555555555556,0.625,0.6667,1525.856391390333,1500.0,2015-03-06,3575,6,0,3,0,0.5,,1.0,,1498.9473986363212,,1501.7386971798692
Abdullah Maqdas,8,4,4,26.25,0.5714285714285714,0.5,1511.9488189720253,1500.0,2017-02-03,2875,2,0,6,0,0.5,,0.5,,1493.000000000014,,1493.0015203615317
Amine Ahouda,8,2,6,41.5,0.2857142857142857,0.25,1506.7545395610377,1500.0,2019-04-05,2084,6,0,2,0,0.3333,,0.0,,1499.8337040382123,,1498.236735241381
Antso Rakotondramanga,8,4,4,33.25,0.5714285714285714,0.5,1514.6799355277171,1500.0,2017-02-03,2875,3,0,5,0,0.6667,,0.4,,1507.0001463874373,,1506.8965644374045
Diego Galeano,8,5,3,33.75,0.7142857142857143,0.625,1526.5401964721552,1500.0,2014-01-31,3974,4,0,4,0,0.75,,0.5,,1500.0721406012701,,1493.0418264631069
Filip Peliwo,8,2,6,29.25,0.2857142857142857,0.25,1515.5559846344656,1500.0,2015-08-10,3418,4,0,4,0,0.25,,0.25,,1493.79968096726,,1497.842870387316
Johnny Arcilla,8,4,4,48.25,0.5714285714285714,0.5,1525.0417828405105,1500.0,2014-04-04,3911,7,0,1,0,0.4286,,1.0,,1497.9472033085358,,1500.0
Jui Chen Hung,8,4,4,33.75,0.42857142857142855,0.5,1523.5508122455353,1500.0,2016-03-04,3211,0,0,8,0,,,0.5,,,,1492.636176924428
Matthew Barton,8,4,4,26.25,0.5714285714285714,0.5,1531.970928791759,1500.0,2017-01-09,2900,2,2,4,0,0.5,0.5,0.5,,1506.8764771008605,1506.9978911508051,1509.6969656933197
Michael Lammer,8,2,6,48.75,0.2857142857142857,0.25,1509.4569668718439,1500.0,2015-03-06,3575,2,0,6,0,0.0,,0.3333,,1495.2887425255933,,1493.98810044741
Miguel Angel Reyes Varela,8,4,4,29.625,0.5714285714285714,0.5,1512.3591772453747,1500.0,2014-09-12,3750,1,0,7,0,0.0,,0.5714,,1500.0,,1508.560306195559
Rohan Bopanna,8,2,6,42.0,0.14285714285714285,0.25,1500.0,1500.0,2016-07-15,3078,1,2,5,0,1.0,0.5,0.0,,1500.0,1499.9995316565194,1478.501575459585
Sergis Kyratzis,8,1,7,33.25,0.14285714285714285,0.125,1500.0,1500.0,2014-04-04,3911,4,0,4,0,0.25,,0.0,,1493.8136564575805,,1483.210684232325
Thien Nguyen Hoang,8,3,5,32.375,0.42857142857142855,0.375,1511.98698152307,1500.0,2017-02-03,2875,0,0,8,0,,,0.375,,,,1492.3052143798511
Thomas Schoorel,8,3,5,29.875,0.2857142857142857,0.375,1500.0,1500.0,2012-04-06,4639,2,0,6,0,0.5,,0.3333,,1506.778643981947,,1494.0126771426046
Alexandar Lazov,7,1,6,38.57142857142857,0.16666666666666666,0.1429,1500.0,1500.0,2016-02-01,3243,1,0,6,0,0.0,,0.1667,,1500.0,,1498.5383632986213
Brydan Klein,7,1,6,35.0,0.16666666666666666,0.1429,1500.0,1500.0,2017-07-31,2697,0,4,3,0,,0.0,0.3333,,,1494.5031486330201,1499.9826992832106
Daniel Alejandro Lopez Cassaccia,7,3,4,30.0,0.3333333333333333,0.4286,1521.3038329515723,1500.0,2012-02-10,4695,3,0,4,0,0.0,,0.75,,1486.4943304053206,,1498.6724485913353
Daniel King Turner,7,5,2,33.57142857142857,0.6666666666666666,0.7143,1519.2562019193658,1500.0,2013-04-05,4275,0,2,5,0,,1.0,0.6,,,1507.0,1497.3509435275673
Francis Casey Alcantara,7,5,2,47.142857142857146,0.8333333333333334,0.7143,1514.2290250235956,1500.0,2016-07-15,3078,5,0,2,0,0.8,,0.5,,1508.4230694295609,,1493.4601633360296
Issam Al Tawil,7,2,5,30.0,0.3333333333333333,0.2857,1510.062359419022,1500.0,2013-04-05,4275,2,0,5,0,0.5,,0.2,,1493.1192370504955,,1505.9751342673321
Jaroslav Pospisil,7,1,6,35.0,0.16666666666666666,0.1429,1507.050053238401,1500.0,2013-10-14,4083,2,2,3,0,0.0,0.0,0.3333,,1499.717437899122,1493.010290795682,1508.7472675265976
Karim Alayli,7,1,6,37.857142857142854,0.16666666666666666,0.1429,1500.0,1500.0,2015-03-06,3575,5,0,2,0,0.2,,0.0,,1490.948873548025,,1499.9108701131486
Liang Chi Huang,7,6,1,38.57142857142857,0.8333333333333334,0.8571,1521.0432007532365,1500.0,2016-07-15,3078,1,0,6,0,1.0,,0.8333,,1500.0,,1507.020269487427
Marc Abdulnour,7,3,4,30.0,0.3333333333333333,0.4286,1500.369559115518,1500.0,2013-04-05,4275,2,0,5,0,0.5,,0.4,,1493.0,,1492.5495910354034
Miguel Gallardo Valles,7,4,3,38.57142857142857,0.6666666666666666,0.5714,1513.8080514858907,1500.0,2014-04-04,3911,3,0,4,0,0.6667,,0.5,,1500.0995596763219,,1506.8178404691464
Mikelis Libietis,7,1,6,55.714285714285715,0.16666666666666666,0.1429,1500.0,1500.0,2017-02-03,2875,2,0,5,0,0.0,,0.2,,1499.9999999652034,,1498.5458147709837
Olivier Sajous,7,3,4,30.0,0.5,0.4286,1521.3038329515723,1500.0,2013-04-05,4275,2,0,5,0,0.0,,0.6,,1492.9167239893657,,1507.1044675999474
Peter Nagy,7,3,4,38.57142857142857,0.5,0.4286,1522.3489060527024,1500.0,2019-02-01,2147,6,0,1,0,0.5,,0.0,,1504.497893026618,,1500.0
Suk Young Jeong,7,3,4,46.57142857142857,0.5,0.4286,1520.5090811323118,1500.0,2013-09-23,4104,0,0,7,0,,,0.4286,,,,1503.121189037188
Tucker Vorster,7,5,2,30.0,0.6666666666666666,0.7143,1526.734469095333,1500.0,2016-07-15,3078,2,0,5,0,0.5,,0.8,,1493.0,,1511.9060223846689
Yaraslav Shyla,7,3,4,38.57142857142857,0.5,0.4286,1517.5882950448859,1500.0,2018-02-02,2511,1,0,6,0,0.0,,0.5,,1500.0,,1507.8653455070644
Alexander Sarkissian,6,2,4,34.333333333333336,0.4,0.3333,1513.682635299026,1500.0,2021-07-19,1248,0,0,6,0,,,0.3333,,,,1499.999999999998
Artem Smirnov,6,0,6,35.0,0.0,0.0,1500.0,1500.0,2018-02-02,2511,3,0,3,0,0.0,,0.0,,1493.2191969993646,,1491.3814239753415
Cyril Jacobe,6,0,6,34.333333333333336,0.0,0.0,1500.0,1500.0,2012-04-06,4639,1,0,5,0,0.0,,0.0,,1500.0,,1479.7768308676175
Daniel Glancy,6,1,5,35.0,0.2,0.1667,1506.0859310926196,1500.0,2015-03-06,3575,0,0,6,0,,,0.1667,,,,1485.9677618343949
Greg Jones,6,1,5,38.5,0.2,0.1667,1500.0,1500.0,2013-01-07,4363,0,1,5,0,,0.0,0.2,,,1500.0,1500.0373058020457
Guillermo Olaso,6,2,4,26.166666666666668,0.4,0.3333,1512.398958994357,1500.0,2013-04-22,4258,5,0,1,0,0.4,,0.0,,1506.6756399949736,,1500.0
Ilija Bozoljac,6,1,5,45.0,0.2,0.1667,1510.5665684586716,1500.0,2014-01-31,3974,0,3,3,0,,0.3333,0.0,,,1500.0,1488.9852903726141
Jaak Poldma,6,3,3,34.333333333333336,0.6,0.5,1515.5048563899804,1500.0,2012-04-06,4639,0,0,6,0,,,0.5,,,,1508.9266059051008
Janis Podzus,6,0,6,45.0,0.0,0.0,1500.0,1500.0,2016-07-15,3078,1,0,5,0,0.0,,0.0,,1500.0,,1496.6210488644383
Joris De Loore,6,1,5,47.666666666666664,0.2,0.1667,1514.2999677836701,1500.0,2024-02-03,319,1,0,5,0,0.0,,0.2,,1500.0,,1500.0
Juan Sebastian Cabal,6,4,2,47.833333333333336,0.8,0.6667,1522.6163900106803,1500.0,2014-07-14,3810,4,0,2,0,0.75,,0.5,,1500.0690217208785,,1501.3811326957502
Juho Paukku,6,0,6,35.0,0.0,0.0,1500.0,1500.0,2014-04-04,3911,0,0,6,0,,,0.0,,,,1483.0853818587777
Mahammad Abid,6,0,6,55.0,0.0,0.0,1500.0,1500.0,2023-02-03,684,2,0,3,1,0.0,,0.0,0.0,1499.9999984236622,,1499.962451286473
Maxime Teixeira,6,1,5,45.0,0.2,0.1667,1510.864317300655,1500.0,2015-07-27,3432,4,0,2,0,0.25,,0.0,,1499.933941219327,,1496.2020881504066
Min Hyoek Cho,6,2,4,34.333333333333336,0.4,0.3333,1510.99784280518,1500.0,2013-04-05,4275,0,0,6,0,,,0.3333,,,,1495.72454464894
Patrick Tierro,6,2,4,45.0,0.4,0.3333,1507.2273267651472,1500.0,2017-04-07,2812,3,0,3,0,0.6667,,0.0,,1499.9321993593835,,1499.6213171917793
Ricardo Ojeda Lara,6,3,3,16.166666666666668,0.6,0.5,1526.7201908713246,1500.0,2018-04-30,2424,3,0,3,0,0.3333,,0.6667,,1501.3962932322304,,1513.5338146022416
Samir Iftikhar,6,2,4,45.0,0.4,0.3333,1508.1897050007733,1500.0,2015-09-18,3379,1,0,5,0,0.0,,0.4,,1500.0,,1506.915662959836
Simon Greul,6,3,3,17.333333333333332,0.6,0.5,1513.2631168946182,1500.0,2011-04-18,4993,2,0,4,0,0.5,,0.5,,1506.8591929940358,,1507.43441203212
Stephane Bohli,6,0,6,47.333333333333336,0.0,0.0,1500.0,1500.0,2013-06-16,4203,1,1,4,0,0.0,0.0,0.0,,1500.0,1500.0,1485.500739040859
Warit Sornbutnark,6,2,4,33.166666666666664,0.4,0.3333,1500.6672065722084,1500.0,2015-09-18,3379,0,0,6,0,,,0.3333,,,,1492.7139392152556
Wisnu Adi Nugroho,6,1,5,35.0,0.2,0.1667,1505.9902115984432,1500.0,2013-09-13,4114,0,0,6,0,,,0.1667,,,,1480.7614033656582
Yann Marti,6,2,4,27.333333333333332,0.4,0.3333,1513.6309402236645,1500.0,2016-07-18,3075,6,0,0,0,0.3333,,,,1500.0181028947065,,
Yasir Khan,6,0,6,35.0,0.0,0.0,1500.0,1500.0,2016-03-04,3211,4,0,2,0,0.0,,0.0,,1492.9999962522536,,1499.9922254300307
Adam Kellner,5,3,2,41.2,0.5,0.6,1510.651916475786,1500.0,2012-04-06,4639,2,0,3,0,0.5,,0.6667,,1493.0,,1495.9888999326397
Adrien Bossel,5,0,5,54.0,0.0,0.0,1500.0,1500.0,2017-02-03,2875,1,2,2,0,0.0,0.0,0.0,,1500.0,1499.8781693442163,1499.8499673922022
Alexandros Jakupovic,5,1,4,42.0,0.0,0.2,1500.0,1500.0,2014-04-04,3911,3,0,2,0,0.3333,,0.0,,1499.992840303364,,1492.979320457624
Alexis Klegou,5,2,3,30.0,0.5,0.4,1500.0,1500.0,2022-03-04,1020,2,0,3,0,0.0,,0.6667,,1492.8808110688872,,1500.0
Andre Ghem,5,1,4,42.0,0.25,0.2,1510.8517192322906,1500.0,2016-07-18,3075,5,0,0,0,0.2,,,,1499.1523207472526,,
Andrew Whittington,5,2,3,30.0,0.5,0.4,1517.4314198905088,1500.0,2017-07-03,2725,0,1,4,0,,0.0,0.5,,,1500.0,1508.7056329751695
Ayed Zatar,5,1,4,30.0,0.25,0.2,1506.9428759529862,1500.0,2019-09-14,1922,4,0,1,0,0.25,,0.0,,1492.9999356604612,,1500.0
Bassam Beidas,5,5,0,29.0,1.0,1.0,1523.1563872410632,1500.0,2013-04-05,4275,5,0,0,0,1.0,,,,1514.1239280909435,,
Benjamin Mitchell,5,0,5,36.0,0.0,0.0,1500.0,1500.0,2016-01-04,3271,0,0,5,0,,,0.0,,,,1499.997443946316
Cecil Mamiit,5,0,5,30.0,0.0,0.0,1500.0,1500.0,2011-09-16,4842,3,0,2,0,0.0,,0.0,,1489.718349388851,,1492.8891243006399
Christian Garay,5,3,2,42.0,0.5,0.6,1510.2538248809858,1500.0,2015-07-17,3442,0,0,5,0,,,0.6,,,,1505.9815310484082
Daniel Cox,5,0,5,23.6,0.0,0.0,1500.0,1500.0,2014-06-23,3831,0,5,0,0,,0.0,,,,1493.0699905264896,
David Guez,5,0,5,49.0,0.0,0.0,1500.0,1500.0,2016-02-15,3229,1,0,4,0,0.0,,0.0,,1500.0,,1496.1049564446735
Fritz Wolmarans,5,3,2,30.0,0.5,0.6,1512.0,1500.0,2015-07-17,3442,0,0,5,0,,,0.6,,,,1499.99799372992
Gabor Borsos,5,1,4,42.0,0.25,0.2,1501.5269000257454,1500.0,2019-02-01,2147,2,0,3,0,0.0,,0.3333,,1494.3315156305873,,1500.0000001084948
Gabriel Flores Ruiz,5,1,4,30.0,0.25,0.2,1512.7348875388145,1500.0,2015-03-06,3575,0,0,5,0,,,0.2,,,,1499.998869176291
Gianluigi Quinzi,5,1,4,18.0,0.25,0.2,1511.4960250763656,1500.0,2017-11-06,2599,2,0,3,0,0.5,,0.0,,1507.2795203724968,,1486.9889308140475
Gilles Kremer,5,1,4,53.2,0.25,0.2,1500.0632539259339,1500.0,2015-07-17,3442,2,0,3,0,0.0,,0.3333,,1499.9998506018444,,1500.1222326649868
Hicham Khaddari,5,2,3,30.6,0.5,0.4,1511.8205130520532,1500.0,2014-04-07,3908,5,0,0,0,0.4,,,,1492.483724440067,,
Ivan Navarro,5,2,3,19.4,0.5,0.4,1505.463053507458,1500.0,2012-04-30,4615,5,0,0,0,0.4,,,,1504.5033623938511,,
Jan Satral,5,1,4,27.8,0.25,0.2,1503.8280571306927,1500.0,2017-02-03,2875,1,0,4,0,0.0,,0.25,,1500.0,,1497.8380348241478
Jonathan Dasnieres De Veigy,5,1,4,32.0,0.25,0.2,1512.0,1500.0,2012-05-27,4588,3,0,2,0,0.3333,,0.0,,1500.1279218950556,,1492.6072984749133
Jorge Aguilar,5,2,3,54.0,0.25,0.4,1505.8313835355773,1500.0,2014-04-04,3911,4,0,1,0,0.25,,1.0,,1497.0570714995906,,1500.0
Jorge Brian Panta Herreros,5,3,2,54.0,0.5,0.6,1501.5169890572338,1500.0,2018-02-03,2510,5,0,0,0,0.6,,,,1500.1725125673136,,
Jose Olivares,5,1,4,42.0,0.25,0.2,1511.45649163298,1500.0,2017-02-03,2875,3,0,2,0,0.0,,0.5,,1493.0228490512643,,1500.0008003120365
Laurent Bram,5,2,3,41.2,0.5,0.4,1504.295233363411,1500.0,2013-02-01,4338,2,0,3,0,1.0,,0.0,,1507.0,,1495.540968859348
Nicolas Massu,5,0,5,48.4,0.0,0.0,1500.0,1500.0,2013-02-04,4335,4,0,1,0,0.0,,0.0,,1495.4537873690724,,1500.0
Omar Jasika,5,1,4,42.0,0.25,0.2,1511.5397691483226,1500.0,2024-01-15,338,0,0,5,0,,,0.2,,,,1500.0
Patrik Rosenholm,5,2,3,30.0,0.5,0.4,1517.2283523164792,1500.0,2017-02-03,2875,0,0,5,0,,,0.4,,,,1506.969970662523
Peter Luczak,5,1,4,23.8,0.25,0.2,1500.0,1500.0,2011-07-25,4895,3,0,2,0,0.3333,,0.0,,1501.5496257177547,,1493.0118121280657
