player,matches,wins,losses,avg_rest_days,matches_28d_latest,rolling_10_winrate_latest,rolling_5_winrate_latest,streak_latest,last_match_date,win_rate,peak_elo,current_elo,current_selo_Clay,current_selo_Grass,current_selo_Hard,wr_Clay,wr_Grass,wr_Hard,Other_x,surf_matches_Clay,surf_matches_Grass,surf_matches_Hard,Other_y,days_since_last
Alejandro Falla,153,58,95,11.856209150326798,1,0.3,0.4,-1,2017-02-06,0.3791,1537.2052536222182,1500.0,1500.0,1500.0,1500.0,0.3243,0.4286,0.3895,,37.0,21.0,95.0,0.0,2872
Dmitry Tursunov,153,70,83,10.411764705882353,2,0.1,0.2,-1,2017-08-28,0.4575,1626.2925336802136,1500.0,1500.0,1500.0,1500.0,0.4062,0.4,0.4851,,32.0,20.0,101.0,0.0,2669
Paul Henri Mathieu,151,57,94,13.013245033112582,0,0.1,0.0,-1,2017-09-18,0.3775,1573.440510458251,1500.0,1500.0,1500.0,1500.0,0.4444,0.25,0.3472,,63.0,16.0,72.0,0.0,2648
Lleyton Hewitt,143,74,69,10.902097902097902,1,0.4,0.6,0,2016-01-18,0.5175,1670.793731163553,1500.0,1500.0,1500.0,1500.0,0.1429,0.6222,0.5238,,14.0,45.0,84.0,0.0,3257
Lukasz Kubot,136,57,79,10.573529411764707,0,0.4,0.4,-1,2015-10-11,0.4191,1563.6678104119799,1500.0,1500.0,1500.0,1500.0,0.4348,0.5714,0.3623,,46.0,21.0,69.0,0.0,3356
Victor Hanescu,134,52,82,9.805970149253731,1,0.3,0.4,-1,2015-03-12,0.3881,1547.0040434657687,1500.0,1500.0,1500.0,1500.0,0.5,0.125,0.25,,78.0,8.0,48.0,0.0,3569
Igor Sijsling,130,47,83,11.646153846153846,3,0.4,0.2,-1,2016-08-01,0.3615,1584.2379375214816,1500.0,1500.0,1500.0,1500.0,0.3226,0.4286,0.359,,31.0,21.0,78.0,0.0,3061
Xavier Malisse,127,58,69,7.677165354330708,3,0.4,0.2,-1,2013-08-26,0.4567,1578.121104350068,1500.0,1500.0,1500.0,1500.0,0.3182,0.6897,0.4079,,22.0,29.0,76.0,0.0,4132
Alex Bogomolov Jr,117,49,68,9.188034188034187,1,0.3,0.2,-1,2014-04-07,0.4188,1591.1391739940736,1500.0,1500.0,1500.0,1500.0,0.1,0.4444,0.4494,,10.0,18.0,89.0,0.0,3908
Mardy Fish,116,70,46,7.913793103448276,3,0.4,0.4,-1,2015-08-31,0.6034,1713.6624315223523,1500.0,1500.0,1500.0,1500.0,0.5385,0.7778,0.5957,,13.0,9.0,94.0,0.0,3397
Michael Llodra,103,46,57,12.20388349514563,1,0.4,0.4,-1,2014-08-25,0.4466,1595.6744305675097,1500.0,1500.0,1500.0,1500.0,0.3333,0.5333,0.4571,,18.0,15.0,70.0,0.0,3768
Andrey Golubev,100,29,71,13.38,0,0.3,0.2,-1,2015-09-21,0.29,1520.2865059061762,1500.0,1500.0,1500.0,1500.0,0.225,0.0,0.3571,,40.0,4.0,56.0,0.0,3376
Filippo Volandri,99,30,69,13.575757575757576,0,0.0,0.0,-1,2016-07-18,0.303,1501.5572035540306,1500.0,1500.0,1500.0,1500.0,0.3718,0.2,0.0,,78.0,5.0,16.0,0.0,3075
Michael Berrer,98,37,61,16.908163265306122,1,0.2,0.2,-1,2016-10-17,0.3776,1539.638185653769,1500.0,1500.0,1500.0,1500.0,0.3333,0.3,0.403,,21.0,10.0,67.0,0.0,2984
Somdev Devvarman,96,42,54,14.0,0,0.4,0.4,-1,2016-01-04,0.4375,1564.1097646519988,1500.0,1500.0,1500.0,1500.0,0.3333,0.25,0.4795,,15.0,8.0,73.0,0.0,3271
Sam Groth,95,36,59,13.126315789473685,1,0.2,0.2,-1,2017-07-17,0.3789,1588.8183437367552,1500.0,1500.0,1500.0,1500.0,0.2,0.5417,0.3333,,5.0,24.0,66.0,0.0,2711
Rajeev Ram,94,37,57,15.563829787234043,0,0.4,0.4,-1,2017-07-17,0.3936,1554.6724245503137,1500.0,1500.0,1500.0,1500.0,0.4444,0.5455,0.3333,,9.0,22.0,63.0,0.0,2711
Michael Russell,92,36,56,12.945652173913043,0,0.3,0.2,-1,2015-01-19,0.3913,1541.396772637406,1500.0,1500.0,1500.0,1500.0,0.3077,0.375,0.4127,,13.0,16.0,63.0,0.0,3621
Andy Roddick,89,57,32,6.98876404494382,6,0.7,0.8,-1,2012-08-27,0.6404,1672.6735627548157,1500.0,1500.0,1500.0,1500.0,0.25,0.7222,0.6667,,8.0,18.0,63.0,0.0,4496
Philipp Petzschner,85,39,46,12.011764705882353,1,0.4,0.2,-1,2014-09-22,0.4588,1587.03603037224,1500.0,1500.0,1500.0,1500.0,0.4,0.5882,0.434,,15.0,17.0,53.0,0.0,3740
David Nalbandian,84,49,35,7.726190476190476,3,0.6,0.4,-1,2013-03-20,0.5833,1659.8108297286612,1500.0,1500.0,1500.0,1500.0,0.5806,0.6429,0.5641,,31.0,14.0,39.0,0.0,4291
Potito Starace,81,34,47,9.296296296296296,0,0.3,0.4,-1,2014-05-26,0.4198,1546.2549765459933,1500.0,1500.0,1500.0,1500.0,0.4821,0.0,0.3333,,56.0,4.0,21.0,0.0,3859
James Blake,79,36,43,10.10126582278481,5,0.4,0.4,-1,2013-08-26,0.4557,1580.6685455054692,1500.0,1500.0,1500.0,1500.0,0.1429,0.1667,0.5152,,7.0,6.0,66.0,0.0,4132
Igor Andreev,75,29,46,9.36,0,0.2,0.2,-1,2013-06-24,0.3867,1515.2010021093358,1500.0,1500.0,1500.0,1500.0,0.3902,0.4286,0.3704,,41.0,7.0,27.0,0.0,4195
Joao Souza,72,24,48,16.76388888888889,3,0.2,0.2,-1,2017-02-27,0.3333,1517.4844700596202,1500.0,1500.0,1500.0,1500.0,0.3651,0.0,0.125,,63.0,1.0,8.0,0.0,2851
Juan Ignacio Chela,71,35,36,7.774647887323944,0,0.2,0.0,-1,2012-06-25,0.493,1597.655953443032,1500.0,1500.0,1500.0,1500.0,0.5833,0.3333,0.3,,48.0,3.0,20.0,0.0,4559
Grega Zemlja,70,29,41,18.385714285714286,0,0.3,0.6,0,2017-04-07,0.4143,1561.8485537709475,1500.0,1500.0,1500.0,1500.0,0.4118,0.5,0.3902,,17.0,12.0,41.0,0.0,2812
Olivier Rochus,69,25,44,11.72463768115942,0,0.2,0.2,-1,2013-06-24,0.3623,1548.638498404658,1500.0,1500.0,1500.0,1500.0,0.1429,0.5,0.3784,,14.0,18.0,37.0,0.0,4195
Flavio Cipolla,68,24,44,12.764705882352942,0,0.2,0.2,-1,2013-07-08,0.3529,1509.42235085573,1500.0,1500.0,1500.0,1500.0,0.35,0.1667,0.381,,20.0,6.0,42.0,0.0,4181
Igor Kunitsyn,65,21,44,10.76923076923077,0,0.1,0.2,-1,2013-02-25,0.3231,1518.959930653848,1500.0,1500.0,1500.0,1500.0,0.2222,0.3846,0.3256,,9.0,13.0,43.0,0.0,4314
Pere Riba,60,15,45,17.616666666666667,0,0.2,0.0,-1,2016-02-01,0.25,1500.0,1500.0,1500.0,1500.0,1500.0,0.3077,0.0,0.1667,,39.0,3.0,18.0,0.0,3243
Frederico Gil,54,23,31,11.074074074074074,0,0.5,0.2,0,2013-04-05,0.4259,1518.2378950726822,1500.0,1500.0,1500.0,1500.0,0.4839,0.0,0.4,,31.0,3.0,20.0,0.0,4275
Ryan Sweeting,54,23,31,11.166666666666666,0,0.5,0.4,-1,2013-02-11,0.4259,1550.7038350398955,1500.0,1500.0,1500.0,1500.0,0.7778,0.3333,0.3611,,9.0,9.0,36.0,0.0,4328
Ivan Ljubicic,53,28,25,8.81132075471698,0,0.4,0.4,-1,2012-04-15,0.5283,1604.7266176470134,1500.0,1500.0,1500.0,1500.0,0.5385,0.6,0.5143,,13.0,5.0,35.0,0.0,4630
Frank Dancevic,52,16,36,26.26923076923077,1,0.6,0.6,-1,2017-07-17,0.3077,1506.4882845547531,1500.0,1500.0,1500.0,1500.0,0.0,0.4167,0.3333,,7.0,12.0,33.0,0.0,2711
Marco Chiudinelli,50,14,36,27.6,0,0.3,0.4,0,2017-10-23,0.28,1512.0,1500.0,1500.0,1500.0,1500.0,0.0,0.4286,0.3056,,7.0,7.0,36.0,0.0,2613
Jan Hajek,49,14,35,16.693877551020407,1,0.3,0.2,-1,2014-02-17,0.2857,1508.622734792453,1500.0,1500.0,1500.0,1500.0,0.48,0.0,0.0909,,25.0,2.0,22.0,0.0,3957
Inigo Cervantes Huegun,48,17,31,14.3125,0,0.3,0.4,-1,2017-02-27,0.3542,1524.4867435413219,1500.0,1500.0,1500.0,1500.0,0.375,0.25,0.3333,,32.0,4.0,12.0,0.0,2851
Juan Carlos Ferrero,48,25,23,10.729166666666666,0,0.4,0.2,-1,2012-10-21,0.5208,1621.0265023747384,1500.0,1500.0,1500.0,1500.0,0.5714,0.0,0.4737,,28.0,1.0,19.0,0.0,4441
Robin Soderling,47,38,9,4.680851063829787,6,0.8,0.8,4,2011-07-11,0.8085,1703.2056022032466,1500.0,1500.0,1500.0,1500.0,0.7619,0.6667,0.8696,,21.0,3.0,23.0,0.0,4909
Ruben Ramirez Hidalgo,46,10,36,16.82608695652174,0,0.2,0.4,-1,2014-04-07,0.2174,1500.0,1500.0,1500.0,1500.0,1500.0,0.2258,0.0,0.2727,,31.0,4.0,11.0,0.0,3908
Rui Machado,45,13,32,25.333333333333332,0,0.6,0.6,-1,2015-09-18,0.2889,1512.3707661754272,1500.0,1500.0,1500.0,1500.0,0.3226,0.0,0.2308,,31.0,1.0,13.0,0.0,3379
Brian Baker,44,16,28,14.0,1,0.2,0.4,-1,2016-08-29,0.3636,1578.2675027007317,1500.0,1500.0,1500.0,1500.0,0.5556,0.5,0.2593,,9.0,8.0,27.0,0.0,3033
Bjorn Phau,43,14,29,16.162790697674417,4,0.5,0.6,-1,2014-02-10,0.3256,1524.0,1500.0,1500.0,1500.0,1500.0,0.3636,0.3333,0.3103,,11.0,3.0,29.0,0.0,3964
Jesse Levine,43,13,30,15.093023255813954,3,0.2,0.4,-1,2013-08-05,0.3023,1500.0,1500.0,1500.0,1500.0,1500.0,0.2,0.375,0.3,,5.0,8.0,30.0,0.0,4153
Maximo Gonzalez,41,10,31,23.70731707317073,1,0.3,0.4,-1,2017-04-10,0.2439,1535.2437627677216,1500.0,1500.0,1500.0,1500.0,0.2812,0.0,0.1429,,32.0,2.0,7.0,0.0,2809
Julian Reister,36,9,27,18.25,2,0.2,0.2,-1,2015-07-27,0.25,1510.073504873622,1500.0,1500.0,1500.0,1500.0,0.2692,0.2857,0.0,,26.0,7.0,3.0,0.0,3432
Austin Krajicek,35,12,23,17.0,0,0.2,0.2,-1,2017-07-17,0.3429,1525.6216456272996,1500.0,1500.0,1500.0,1500.0,0.0,0.2,0.3929,,2.0,5.0,28.0,0.0,2711
Guillaume Rufin,35,12,23,17.2,3,0.3,0.4,-1,2013-08-26,0.3429,1521.978321727384,1500.0,1500.0,1500.0,1500.0,0.2667,0.3333,0.4286,,15.0,6.0,14.0,0.0,4132
Florent Serra,34,9,25,23.176470588235293,0,0.2,0.0,-1,2014-09-15,0.2647,1500.0,1500.0,1500.0,1500.0,1500.0,0.2857,0.25,0.2609,,7.0,4.0,23.0,0.0,3747
Konstantin Kravchuk,33,8,25,31.242424242424242,0,0.2,0.2,-1,2017-10-16,0.2424,1515.3273987846324,1500.0,1500.0,1500.0,1500.0,0.5,0.2,0.2083,,4.0,5.0,24.0,0.0,2620
Ricardo Mello,33,10,23,16.636363636363637,0,0.2,0.2,-1,2013-02-11,0.303,1527.2693949948832,1500.0,1500.0,1500.0,1500.0,0.4,0.3333,0.2,,15.0,3.0,15.0,0.0,4328
Daniel Munoz de la Nava,32,8,24,21.78125,2,0.2,0.2,-1,2016-07-18,0.25,1519.3547396135566,1500.0,1500.0,1500.0,1500.0,0.2273,,0.3,,22.0,0.0,10.0,0.0,3075
Aleksandr Nedovyesov,31,6,25,24.870967741935484,0,0.1,0.0,-1,2017-04-07,0.1935,1500.0,1500.0,1500.0,1500.0,1500.0,0.2,0.2,0.1875,,10.0,5.0,16.0,0.0,2812
Robby Ginepri,27,9,18,19.22222222222222,6,0.3,0.4,-1,2014-08-17,0.3333,1510.8593512551977,1500.0,1500.0,1500.0,1500.0,0.4,0.0,0.3333,,5.0,1.0,21.0,0.0,3776
Jesse Huta Galung,26,6,20,32.57692307692308,0,0.1,0.2,-1,2015-09-18,0.2308,1512.7396780827949,1500.0,1500.0,1500.0,1500.0,0.25,0.4,0.1765,,4.0,5.0,17.0,0.0,3379
Jimmy Wang,26,10,16,27.46153846153846,0,0.4,0.4,0,2015-09-18,0.3846,1512.3374686290526,1500.0,1500.0,1500.0,1500.0,0.0,0.4,0.4286,,2.0,10.0,14.0,0.0,3379
Paul Capdeville,26,7,19,25.26923076923077,0,0.3,0.4,-1,2013-09-13,0.2692,1500.0,1500.0,1500.0,1500.0,1500.0,0.2857,0.0,0.2727,,14.0,1.0,11.0,0.0,4114
Antonio Veic,25,7,18,25.32,0,0.2,0.0,-1,2015-02-02,0.28,1516.3725747602214,1500.0,1500.0,1500.0,1500.0,0.2941,,0.25,,17.0,0.0,8.0,0.0,3607
Jan Hernych,25,13,12,22.08,0,0.5,0.4,-1,2016-06-20,0.52,1549.0714923501555,1500.0,1500.0,1500.0,1500.0,0.5,0.5625,0.4,,4.0,16.0,5.0,0.0,3103
Karol Beck,25,6,19,21.04,0,0.2,0.2,-1,2012-08-27,0.24,1505.165894773585,1500.0,1500.0,1500.0,1500.0,0.0,0.4,0.2222,,2.0,5.0,18.0,0.0,4496
Rhyne Williams,25,7,18,23.12,0,0.2,0.4,-1,2015-01-04,0.28,1503.7640003107333,1500.0,1500.0,1500.0,1500.0,0.5,0.0,0.2353,,6.0,2.0,17.0,0.0,3636
Alex Kuznetsov,22,5,17,25.545454545454547,1,0.2,0.2,-1,2016-07-18,0.2273,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,0.1667,0.2667,,1.0,6.0,15.0,0.0,3075
Arnaud Clement,22,8,14,17.545454545454547,1,0.4,0.4,-1,2012-05-27,0.3636,1501.658355753336,1500.0,1500.0,1500.0,1500.0,0.5,0.3333,0.3333,,4.0,6.0,12.0,0.0,4588
Rik De Voest,22,8,14,28.227272727272727,1,0.3,0.4,0,2014-04-04,0.3636,1523.2178871268814,1500.0,1500.0,1500.0,1500.0,0.0,0.5,0.3889,,2.0,2.0,18.0,0.0,3911
Wayne Odesnik,21,6,15,27.38095238095238,1,0.2,0.0,-1,2014-08-25,0.2857,1511.1355010685256,1500.0,1500.0,1500.0,1500.0,0.5,0.0,0.125,,10.0,3.0,8.0,0.0,3768
Bobby Reynolds,20,6,14,30.45,0,0.3,0.4,-1,2013-08-18,0.3,1502.1502692533807,1500.0,1500.0,1500.0,1500.0,0.5,0.25,0.25,,4.0,4.0,12.0,0.0,4140
Mauricio Echazu,20,12,8,40.5,0,0.6,0.6,-1,2018-02-03,0.6,1538.571938104791,1500.0,1500.0,1500.0,1500.0,0.6111,,0.5,,18.0,0.0,2.0,0.0,2510
Andreas Beck,19,2,17,34.94736842105263,0,0.0,0.0,-1,2016-05-16,0.1053,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,0.0,0.2222,,9.0,1.0,9.0,0.0,3138
Danai Udomchoke,19,12,7,31.105263157894736,1,0.6,0.6,-1,2015-03-06,0.6316,1552.6509251562534,1500.0,1500.0,1500.0,1500.0,0.6667,,0.625,,3.0,0.0,16.0,0.0,3575
Eduardo Schwank,19,8,11,15.105263157894736,0,0.5,0.6,-1,2012-07-09,0.4211,1511.2360355762094,1500.0,1500.0,1500.0,1500.0,0.4375,,0.3333,,16.0,0.0,3.0,0.0,4545
Farrukh Dustov,18,6,12,46.72222222222222,1,0.1,0.0,0,2016-07-15,0.3333,1517.86149431645,1500.0,1500.0,1500.0,1500.0,0.4,0.0,0.4,,10.0,3.0,5.0,0.0,3078
Kittipong Wachiramanowong,18,8,10,28.666666666666668,1,0.4,0.6,-1,2017-09-15,0.4444,1533.8271895399075,1500.0,1500.0,1500.0,1500.0,0.5,0.0,0.5,,2.0,2.0,14.0,0.0,2651
Rainer Schuettler,18,5,13,11.0,5,0.4,0.6,-1,2011-06-20,0.2778,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,0.5,0.2222,,3.0,6.0,9.0,0.0,4930
Christian Lindell,17,5,12,35.0,1,0.3,0.4,1,2017-04-07,0.2941,1511.5310086058635,1500.0,1500.0,1500.0,1500.0,0.3571,,0.0,,14.0,0.0,3.0,0.0,2812
Daniel Garza,17,8,9,27.705882352941178,2,0.5,0.4,1,2015-03-06,0.4706,1516.0782078839377,1500.0,1500.0,1500.0,1500.0,0.3636,,0.6667,,11.0,0.0,6.0,0.0,3575
Duilio Beretta,17,8,9,37.05882352941177,0,0.3,0.4,1,2018-02-03,0.4706,1532.9580317770926,1500.0,1500.0,1500.0,1500.0,0.4667,,0.5,,15.0,0.0,2.0,0.0,2510
Martin Alund,17,7,10,14.764705882352942,2,0.4,0.4,-1,2014-02-10,0.4118,1528.113602521643,1500.0,1500.0,1500.0,1500.0,0.4375,0.0,,,16.0,1.0,0.0,0.0,3964
Sergei Bubka,17,5,12,29.058823529411764,0,0.2,0.2,-1,2012-09-14,0.2941,1513.117626314973,1500.0,1500.0,1500.0,1500.0,0.0,0.0,0.3333,,1.0,1.0,15.0,0.0,4478
Christopher Diaz Figueroa,16,10,6,28.125,1,0.6,0.6,0,2018-02-03,0.625,1543.2776740103332,1500.0,1500.0,1500.0,1500.0,0.5,,0.6429,,2.0,0.0,14.0,0.0,2510
Denis Gremelmayr,16,5,11,17.25,1,0.3,0.2,-1,2012-01-02,0.3125,1500.0,1500.0,1500.0,1500.0,1500.0,0.3333,0.3333,0.2857,,3.0,6.0,7.0,0.0,4734
Dennis Novikov,16,5,11,25.1875,3,0.4,0.4,-1,2017-07-31,0.3125,1513.413309577247,1500.0,1500.0,1500.0,1500.0,,0.375,0.25,,0.0,8.0,8.0,0.0,2697
Uladzimir Ignatik,16,9,7,31.625,1,0.5,0.2,-1,2015-09-18,0.5625,1545.9285936372994,1500.0,1500.0,1500.0,1500.0,0.3333,,0.8571,,9.0,0.0,7.0,0.0,3379
Fernando Gonzalez,15,6,9,19.0,0,0.3,0.4,-1,2012-03-21,0.4,1525.153492931118,1500.0,1500.0,1500.0,1500.0,0.5,0.6667,0.0,,8.0,3.0,4.0,0.0,4655
Harshana Godamanna,15,11,4,30.0,1,0.7,0.8,-1,2016-03-04,0.7333,1543.8402689998697,1500.0,1500.0,1500.0,1500.0,0.7143,,0.75,,7.0,0.0,8.0,0.0,3211
Martin Fischer,15,3,12,38.53333333333333,0,0.3,0.4,0,2015-04-27,0.2,1502.5934874089494,1500.0,1500.0,1500.0,1500.0,0.125,0.0,0.4,,8.0,2.0,5.0,0.0,3523
Mate Delic,15,3,12,31.933333333333334,0,0.1,0.0,-1,2015-09-18,0.2,1517.05582935307,1500.0,1500.0,1500.0,1500.0,0.2727,,0.0,,11.0,0.0,4.0,0.0,3379
Rafael Arevalo,15,7,8,45.733333333333334,0,0.6,0.2,-1,2017-04-07,0.4667,1540.0149600937068,1500.0,1500.0,1500.0,1500.0,0.5714,,0.375,,7.0,0.0,8.0,0.0,2812
Ti Chen,15,7,8,38.0,0,0.4,0.4,1,2018-02-03,0.4667,1518.658885875297,1500.0,1500.0,1500.0,1500.0,1.0,,0.2727,,4.0,0.0,11.0,0.0,2510
Albano Olivetti,14,5,9,27.071428571428573,0,0.3,0.2,-1,2016-06-27,0.3571,1526.3889644083115,1500.0,1500.0,1500.0,1500.0,0.0,0.0,0.4545,,1.0,2.0,11.0,0.0,3096
Ante Pavic,14,3,11,32.857142857142854,0,0.3,0.2,-1,2017-02-03,0.2143,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,0.3333,0.1667,,2.0,6.0,6.0,0.0,2875
David Souto,14,7,7,36.42857142857143,0,0.5,0.4,-1,2018-04-07,0.5,1519.114449536002,1500.0,1500.0,1500.0,1500.0,0.3333,,0.625,,6.0,0.0,8.0,0.0,2447
Izak Van Der Merwe,14,7,7,24.071428571428573,1,0.4,0.6,-1,2012-09-14,0.5,1534.4640646407433,1500.0,1500.0,1500.0,1500.0,,0.6667,0.4545,,0.0,3.0,11.0,0.0,4478
James Mcgee,14,7,7,40.42857142857143,0,0.4,0.2,-1,2016-08-22,0.5,1530.5514824397537,1500.0,1500.0,1500.0,1500.0,1.0,,0.4167,,2.0,0.0,12.0,0.0,3040
Jean Rene Lisnard,14,5,9,30.285714285714285,1,0.4,0.4,-1,2013-04-05,0.3571,1512.0,1500.0,1500.0,1500.0,1500.0,0.3333,,0.4,,9.0,0.0,5.0,0.0,4275
Mate Pavic,14,3,11,33.642857142857146,0,0.2,0.2,-1,2017-09-25,0.2143,1508.0021532548783,1500.0,1500.0,1500.0,1500.0,0.1667,0.3333,0.0,,6.0,6.0,2.0,0.0,2641
Pruchya Isarow,14,9,5,31.357142857142858,1,0.6,0.8,-1,2016-09-16,0.6429,1542.0706305090637,1500.0,1500.0,1500.0,1500.0,,,0.6429,,0.0,0.0,14.0,0.0,3015
Robert Kendrick,14,4,10,17.857142857142858,0,0.2,0.0,-1,2012-02-20,0.2857,1526.3390083976703,1500.0,1500.0,1500.0,1500.0,0.0,0.0,0.4444,,4.0,1.0,9.0,0.0,4685
Ruben Gonzales,14,10,4,45.0,1,0.7,0.6,1,2017-02-03,0.7143,1531.1995548847513,1500.0,1500.0,1500.0,1500.0,0.8182,,0.3333,,11.0,0.0,3.0,0.0,2875
Tsung Hua Yang,14,2,12,31.857142857142858,1,0.1,0.0,0,2016-09-16,0.1429,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.1429,,0.0,0.0,14.0,0.0,3015
Diego Junqueira,13,4,9,18.53846153846154,2,0.3,0.2,-1,2012-04-30,0.3077,1516.1735719597496,1500.0,1500.0,1500.0,1500.0,0.3,,0.3333,,10.0,0.0,3.0,0.0,4615
Dimitar Kutrovsky,13,8,5,30.0,0,0.7,0.8,-1,2015-09-18,0.6154,1523.3748281948263,1500.0,1500.0,1500.0,1500.0,0.75,,0.5556,,4.0,0.0,9.0,0.0,3379
Evgeny Korolev,13,3,10,37.69230769230769,0,0.3,0.4,-1,2013-07-15,0.2308,1500.0,1500.0,1500.0,1500.0,1500.0,0.3,0.0,0.0,,10.0,1.0,2.0,0.0,4174
Julio Cesar Campozano,13,9,4,34.61538461538461,0,0.8,0.8,-1,2014-04-04,0.6923,1535.5839407383862,1500.0,1500.0,1500.0,1500.0,0.7,,0.6667,,10.0,0.0,3.0,0.0,3911
Martin Pedersen,13,5,8,34.61538461538461,1,0.5,0.4,-1,2015-03-06,0.3846,1506.0912444749067,1500.0,1500.0,1500.0,1500.0,0.5,,0.3333,,4.0,0.0,9.0,0.0,3575
Martins Podzus,13,4,9,39.23076923076923,0,0.4,0.6,-1,2017-02-03,0.3077,1523.8974711495289,1500.0,1500.0,1500.0,1500.0,0.4,,0.25,,5.0,0.0,8.0,0.0,2875
Maxim Dubarenco,13,6,7,30.0,1,0.5,0.6,-1,2014-09-12,0.4615,1521.1661801017124,1500.0,1500.0,1500.0,1500.0,0.6667,,0.4,,3.0,0.0,10.0,0.0,3750
Nicolaas Scholtz,13,5,8,34.61538461538461,1,0.5,0.4,-1,2018-02-02,0.3846,1518.0971875185285,1500.0,1500.0,1500.0,1500.0,1.0,,0.3333,,1.0,0.0,12.0,0.0,2511
Robert Farah,13,4,9,32.61538461538461,0,0.4,0.6,-1,2014-04-04,0.3077,1500.0,1500.0,1500.0,1500.0,1500.0,0.4,,0.0,,10.0,0.0,3.0,0.0,3911
Amer Delic,12,8,4,23.0,1,0.8,0.8,-1,2012-04-06,0.6667,1546.0284179723158,1500.0,1500.0,1500.0,1500.0,0.5,,0.7,,2.0,0.0,10.0,0.0,4639
Andis Juska,12,7,5,42.166666666666664,0,0.6,0.4,-1,2014-09-12,0.5833,1535.1399160273902,1500.0,1500.0,1500.0,1500.0,0.8333,,0.3333,,6.0,0.0,6.0,0.0,3750
Javier Marti,12,2,10,30.0,0,0.2,0.0,-1,2013-05-05,0.1667,1500.0,1500.0,1500.0,1500.0,1500.0,0.1111,0.5,0.0,,9.0,2.0,1.0,0.0,4245
Marc Gicquel,12,2,10,37.916666666666664,2,0.2,0.4,0,2014-02-03,0.1667,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,0.0,0.2857,,3.0,2.0,7.0,0.0,3971
Ugo Nastasi,12,2,10,37.5,1,0.2,0.2,-1,2018-02-03,0.1667,1510.483000754365,1500.0,1500.0,1500.0,1500.0,0.0,,0.2222,,3.0,0.0,9.0,0.0,2510
Alex Llompart,11,6,5,30.0,0,0.5,0.4,0,2015-07-17,0.5455,1512.0,1500.0,1500.0,1500.0,1500.0,,,0.5455,,0.0,0.0,11.0,0.0,3442
Alexander Kudryavtsev,11,3,8,36.72727272727273,0,0.3,0.2,-1,2016-06-27,0.2727,1514.3055695865419,1500.0,1500.0,1500.0,1500.0,,0.0,0.3,,0.0,1.0,10.0,0.0,3096
Artem Sitak,11,6,5,37.54545454545455,0,0.6,0.6,-1,2017-01-09,0.5455,1517.743476133187,1500.0,1500.0,1500.0,1500.0,0.5,0.5,0.5714,,2.0,2.0,7.0,0.0,2900
Dineshkanthan Thangarajah,11,2,9,35.09090909090909,0,0.2,0.2,-1,2015-03-06,0.1818,1500.6075629862896,1500.0,1500.0,1500.0,1500.0,0.2857,,0.0,,7.0,0.0,4.0,0.0,3575
Lukas Mugevicius,11,4,7,51.81818181818182,0,0.3,0.2,0,2017-04-07,0.3636,1509.764346013422,1500.0,1500.0,1500.0,1500.0,0.25,,0.4286,,4.0,0.0,7.0,0.0,2812
Mohammad Ghareeb,11,8,3,40.90909090909091,0,0.7,0.6,0,2017-02-03,0.7273,1528.04556019558,1500.0,1500.0,1500.0,1500.0,0.75,,0.7143,,4.0,0.0,7.0,0.0,2875
Victor Crivoi,11,2,9,30.90909090909091,0,0.2,0.2,-1,2013-07-22,0.1818,1500.0,1500.0,1500.0,1500.0,1500.0,0.1111,,0.5,,9.0,0.0,2.0,0.0,4167
Yassine Idmbarek,11,5,6,32.72727272727273,0,0.4,0.0,0,2015-07-17,0.4545,1527.9424211205423,1500.0,1500.0,1500.0,1500.0,0.5,,0.3333,,8.0,0.0,3.0,0.0,3442
Yong Kyu Lim,11,9,2,46.36363636363637,1,0.8,0.6,1,2016-07-15,0.8182,1526.2293196166827,1500.0,1500.0,1500.0,1500.0,,0.5,0.8889,,0.0,2.0,9.0,0.0,3078
Brian Dabul,10,2,8,19.8,0,0.2222222222222222,0.2,-1,2011-07-04,0.2,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,0.0,0.2857,,2.0,1.0,7.0,0.0,4916
Eric Prodon,10,0,10,31.7,0,0.0,0.0,-1,2012-05-27,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,0.0,,7.0,0.0,3.0,0.0,4588
Gonzalo Escobar,10,5,5,51.0,0,0.4444444444444444,0.4,0,2024-09-14,0.5,1509.6465340009622,1500.0,1500.0,1500.0,1500.0,0.2857,,1.0,,7.0,0.0,3.0,0.0,95
Ivan Endara,10,4,6,45.0,0,0.4444444444444444,0.4,-1,2018-02-02,0.4,1512.0,1500.0,1500.0,1500.0,1500.0,0.4444,,0.0,,9.0,0.0,1.0,0.0,2511
Michael Ryderstedt,10,2,8,27.3,0,0.2222222222222222,0.0,-1,2012-09-14,0.2,1503.5985359277977,1500.0,1500.0,1500.0,1500.0,0.4,,0.0,,5.0,0.0,5.0,0.0,4478
