player,matches,wins,losses,avg_rest_days,matches_28d_latest,rolling_10_winrate_latest,rolling_5_winrate_latest,streak_latest,last_match_date,win_rate,peak_elo,current_elo,current_selo_Clay,current_selo_Grass,current_selo_Hard,wr_Clay,wr_Grass,wr_Hard,Other_x,surf_matches_Clay,surf_matches_Grass,surf_matches_Hard,Other_y,days_since_last
Blaz Kavcic,121,44,77,14.909090909090908,0,0.2,0.2,-1,2020-03-06,0.3636,1526.6926896065743,1499.9999997970358,1500.0,1500.0000000003308,1499.9999999999993,0.383,0.2143,0.3833,,47.0,14.0,60.0,0.0,1748
Yannick Maden,26,9,17,26.03846153846154,0,0.3,0.4,-1,2020-02-03,0.3462,1513.5190653540153,1499.9999997895436,1499.9999999970082,1499.9999999999975,1499.9999997354123,0.4444,0.0,0.3333,,9.0,2.0,15.0,0.0,1780
Jeson Patrombon,16,6,10,43.125,1,0.3,0.2,-1,2020-03-06,0.375,1515.7296100166916,1499.9999996212953,1500.00000000144,1500.0,1499.9999999996737,0.5,,0.25,,8.0,0.0,8.0,0.0,1748
Alexander Cozbinov,3,0,3,10.0,2,0.5,0.5,-1,2020-01-06,0.0,1500.0,1499.999999591786,1500.0,1500.0,1499.9999997167458,,,0.0,,0.0,0.0,3.0,0.0,1808
Alberto Emmanuel Alvarado Larin,10,0,10,51.0,0,0.0,0.0,-1,2020-03-06,0.0,1500.0,1499.999999569803,1500.0,1500.0,1499.9999996981444,0.0,,0.0,,1.0,0.0,9.0,0.0,1748
Harri Heliovaara,21,8,13,38.57142857142857,0,0.4,0.4,-1,2020-03-06,0.381,1519.765671356117,1499.9999995663977,1499.9999999983788,1500.0,1500.0000000006874,0.25,,0.4118,,4.0,0.0,17.0,0.0,1748
Pak Long Yeung,2,0,2,45.0,0,0.5,0.5,-1,2020-03-06,0.0,1500.0,1499.9999995180067,1500.0,1500.0,1499.9999996786712,,,0.0,,0.0,0.0,2.0,0.0,1748
Wai Yu Kai,2,0,2,45.0,0,0.5,0.5,-1,2020-03-06,0.0,1500.0,1499.9999995050837,1500.0,1500.0,1499.9999996720135,,,0.0,,0.0,0.0,2.0,0.0,1748
Franz Luna Lavidalie,2,0,2,45.0,0,0.5,0.5,-1,2020-03-06,0.0,1500.0,1499.999999501173,1500.0,1500.0,1499.9999996721713,,,0.0,,0.0,0.0,2.0,0.0,1748
Haydn Lewis,14,3,11,53.285714285714285,0,0.2,0.2,-1,2020-03-06,0.2143,1511.1702093298254,1499.9999993664217,1499.9999999999343,1500.0,1499.9999999910992,0.0,,0.2727,,3.0,0.0,11.0,0.0,1748
Quinton Vega,2,0,2,15.0,1,0.5,0.5,-1,2020-03-06,0.0,1500.0,1499.9999993566278,1500.0,1500.0,1499.999999575181,,,0.0,,0.0,0.0,2.0,0.0,1748
Steve Darcis,165,79,86,13.812121212121212,2,0.2,0.4,0,2020-01-06,0.4788,1607.9830404811191,1499.9999993527645,1499.999999993173,1499.9999999998597,1499.9999996683941,0.4634,0.4348,0.495,,41.0,23.0,101.0,0.0,1808
Tatsuma Ito,92,33,59,20.793478260869566,1,0.2,0.2,-1,2020-01-20,0.3587,1510.3552359251464,1499.9999992507953,1500.0,1500.0,1499.9999994794257,0.3333,0.4211,0.3438,,9.0,19.0,64.0,0.0,1794
Luis David Martinez,14,8,6,53.285714285714285,0,0.6,0.4,0,2020-03-06,0.5714,1525.4903462958632,1499.9999990632302,1500.0,1500.0,1499.9999993792242,0.5,,0.5833,,2.0,0.0,12.0,0.0,1748
Daniel Masur,6,1,5,45.0,0,0.2,0.2,-1,2021-06-28,0.1667,1500.0,1499.9999988678069,1499.9999999999993,1500.0,1500.0,0.25,0.0,0.0,,4.0,1.0,1.0,0.0,1269
Santiago Giraldo,300,138,162,9.203333333333333,0,0.3,0.4,-1,2020-03-06,0.46,1636.4570817051465,1499.999998782187,1499.9999999895238,1500.0,1499.9999999015185,0.5192,0.4348,0.3884,,156.0,23.0,121.0,0.0,1748
Lucas Miedler,4,1,3,52.5,0,0.0,0.0,0,2024-02-03,0.25,1500.0,1499.9999979842296,1500.0,1500.0,1499.9999999967706,0.0,,0.3333,,1.0,0.0,3.0,0.0,319
Mubarak Shannan Zayid,4,0,4,52.5,0,0.0,0.0,-1,2021-03-08,0.0,1500.0,1499.9999963332427,1500.0,1500.0,1499.9999972847718,,,0.0,,0.0,0.0,4.0,0.0,1381
Gastao Elias,79,28,51,21.050632911392405,0,0.2,0.0,-1,2021-09-18,0.3544,1541.6033902149536,1499.9999954810928,1500.0000000000002,1500.0,1499.99999685218,0.48,0.0,0.1538,,50.0,3.0,26.0,0.0,1187
Andrea Arnaboldi,14,4,10,33.42857142857143,0,0.3,0.4,-1,2021-01-05,0.2857,1515.9349801098194,1499.999991056927,1500.0000000000005,1500.0,1500.0,0.3333,0.0,0.0,,12.0,1.0,1.0,0.0,1443
Martin Klizan,292,143,149,9.849315068493151,0,0.1,0.0,-1,2020-11-09,0.4897,1696.6615502821364,1499.999986728863,1500.0000004677145,1499.999999999652,1499.9999874040632,0.5625,0.2353,0.4558,,128.0,17.0,147.0,0.0,1500
Jc Aragone,4,0,4,52.5,0,0.0,0.0,-1,2021-01-04,0.0,1500.0,1499.9999866279602,1500.0,1499.9999999983902,1499.9999999938607,,0.0,0.0,,0.0,2.0,2.0,0.0,1444
Donald Young,259,112,147,10.027027027027026,0,0.2,0.2,-1,2021-01-04,0.4324,1676.4191167588478,1499.9999835518327,1499.9999999999993,1500.0000000000025,1499.9999822866623,0.2222,0.4,0.467,,27.0,35.0,197.0,0.0,1444
Alejandro Gonzalez,61,18,43,20.83606557377049,0,0.3,0.6,-1,2022-03-04,0.2951,1504.931479382772,1499.9999692708332,1499.999999999901,1500.0,1499.9999116318863,0.28,0.0,0.3235,,25.0,2.0,34.0,0.0,1020
Rodrigo Crespo Piedra,2,0,2,45.0,0,0.5,0.5,-1,2024-02-02,0.0,1500.0,1499.9999525109051,1500.0,1500.0,1499.9999683469275,,,0.0,,0.0,0.0,2.0,0.0,320
Frederico Ferreira Silva,13,5,8,48.38461538461539,1,0.4,0.4,-1,2021-02-08,0.3846,1517.4297618610456,1499.9999321953392,1500.0000000000002,1500.0,1499.9999438479833,0.4286,,0.3333,,7.0,0.0,6.0,0.0,1409
Zhe Li,18,4,14,35.05555555555556,0,0.3,0.0,-1,2023-09-20,0.2222,1500.8634069939037,1499.999931983844,1500.0,1500.0,1499.999945304969,,,0.2222,,0.0,0.0,18.0,0.0,455
Juan Borba,6,1,5,35.0,0,0.2,0.2,-1,2023-02-03,0.1667,1500.1103414324236,1499.999928621898,1500.0,1500.0,1500.0,0.2,,,0.0,5.0,0.0,0.0,1.0,684
James Ward,69,19,50,20.565217391304348,0,0.0,0.0,-1,2021-06-21,0.2754,1559.8384913216942,1499.9999198687942,1500.0,1499.9999391345234,1500.0,0.1429,0.2424,0.3448,,7.0,33.0,29.0,0.0,1276
Jesse Flores,3,0,3,30.0,0,0.5,0.5,-1,2024-02-02,0.0,1500.0,1499.9999070682557,1500.0,1500.0,1499.999937432873,,,0.0,,0.0,0.0,3.0,0.0,320
Tommy Robredo,245,136,109,8.481632653061224,0,0.2,0.2,-1,2022-04-18,0.5551,1732.2162153099825,1499.9999031933667,1499.9999288551778,1500.0,1500.0000000000018,0.5833,0.5455,0.5263,,120.0,11.0,114.0,0.0,975
Vladimir Ivanov,10,5,5,44.6,0,0.5555555555555556,0.4,-1,2021-09-17,0.5,1526.4268452188542,1499.99977439206,1500.0,1500.0,1499.999804702766,0.0,,0.5556,,1.0,0.0,9.0,0.0,1188
John Patrick Smith,27,5,22,34.888888888888886,1,0.0,0.0,-1,2021-02-22,0.1852,1508.3536954335311,1499.9997605883707,1500.0,1499.9999999999975,1499.9998371742124,,0.4444,0.0556,,0.0,9.0,18.0,0.0,1395
Roberto Cid,15,4,11,45.733333333333334,1,0.2,0.2,0,2021-09-17,0.2667,1511.5960037705413,1499.9997498564258,1499.9999997352713,1500.0,1499.9999998150167,0.1667,,0.3333,,6.0,0.0,9.0,0.0,1188
Sandro Ehrat,6,1,5,53.833333333333336,0,0.2,0.2,-1,2021-07-19,0.1667,1500.0,1499.9997284775186,1499.9998564548266,1500.0,1500.0,0.2,,0.0,,5.0,0.0,1.0,0.0,1248
Maxime Janvier,6,0,6,46.166666666666664,0,0.0,0.0,-1,2024-07-01,0.0,1500.0,1499.9997022138832,1499.9999954576615,1500.0,1500.0,0.0,0.0,0.0,,4.0,1.0,1.0,0.0,170
Mischa Zverev,202,78,124,11.603960396039604,0,0.3,0.4,-1,2021-03-22,0.3861,1651.855731246903,1499.9996734748297,1499.999999990727,1500.0000000069833,1499.9997558105154,0.3043,0.5,0.3814,,46.0,38.0,118.0,0.0,1367
Brandon Perez,3,0,3,50.0,0,0.5,0.5,-1,2021-09-18,0.0,1500.0,1499.999664127468,1500.0,1500.0,1499.9997838654904,0.0,,0.0,,1.0,0.0,2.0,0.0,1187
Ruben Bemelmans,84,28,56,24.023809523809526,1,0.2,0.2,0,2021-09-18,0.3333,1550.534774962018,1499.9996561111018,1500.0000205466833,1499.999999998619,1499.9999999989027,0.3636,0.3158,0.3333,,11.0,19.0,54.0,0.0,1187
Juan Pablo Ficovich,3,1,2,30.0,1,0.5,0.5,-1,2022-01-31,0.3333,1511.8051941300787,1499.9995570774654,1499.999698758195,1500.0,1500.0,0.3333,,,,3.0,0.0,0.0,0.0,1052
Leonardo Mayer,306,148,158,9.513071895424837,0,0.0,0.0,-1,2021-03-08,0.4837,1657.6846197763905,1499.9994905769602,1499.9998181608416,1500.0000000025461,1499.9999885906313,0.5223,0.4815,0.4344,,157.0,27.0,122.0,0.0,1381
Ruan Roelofse,10,3,7,51.0,0,0.2222222222222222,0.2,0,2021-09-18,0.3,1500.0,1499.9994016426062,1500.0,1500.0,1499.9995916760279,0.0,,0.3333,,1.0,0.0,9.0,0.0,1187
Arjun Kadhe,4,0,4,52.5,0,0.0,0.0,-1,2022-01-31,0.0,1500.0,1499.9993995699258,1500.0,1500.0,1499.9995411695352,,,0.0,,0.0,0.0,4.0,0.0,1052
Mehluli Don Ayanda Sibanda,4,0,4,52.5,0,0.0,0.0,-1,2021-11-26,0.0,1500.0,1499.9993053917733,1500.0,1500.0,1499.999999777216,0.0,,0.0,,1.0,0.0,3.0,0.0,1118
Federico Zeballos,14,4,10,40.714285714285715,0,0.3,0.2,-1,2022-09-16,0.2857,1512.0,1499.9991764585836,1499.9999999901158,1500.0,1500.000001688982,0.1667,,0.375,,6.0,0.0,8.0,0.0,824
Joao Menezes,3,0,3,50.0,0,0.5,0.5,-1,2021-07-24,0.0,1500.0,1499.998862396858,1499.999983883915,1500.0,1500.0,0.0,,0.0,,2.0,0.0,1.0,0.0,1243
Viktor Troicki,386,199,187,7.715025906735751,1,0.3,0.2,-1,2021-06-14,0.5155,1695.8924964937567,1499.9984215734944,1499.9999999074973,1500.0005426883324,1499.9997753788787,0.5269,0.5208,0.5102,,93.0,48.0,245.0,0.0,1283
Noah Rubin,29,8,21,33.13793103448276,0,0.3,0.2,-1,2021-08-23,0.2759,1529.3479307916011,1499.998103725384,1499.9999999995778,1500.0,1499.9990960424918,0.2,0.0,0.3182,,5.0,2.0,22.0,0.0,1213
Adrian Andreev,9,2,7,36.22222222222222,0,0.25,0.4,-1,2021-09-27,0.2222,1509.6941326170868,1499.9974671415114,1500.0,1500.0,1499.9978616516466,,,0.2222,,0.0,0.0,9.0,0.0,1178
Yuki Bhambri,57,26,31,27.29824561403509,0,0.2,0.4,-1,2023-02-03,0.4561,1564.2491160935576,1499.9973728859381,1500.0,1499.999998830582,1499.8704242344725,0.3333,0.25,0.48,,3.0,4.0,50.0,0.0,684
Sergiy Stakhovsky,274,115,159,11.306569343065693,0,0.5,0.4,-1,2021-11-26,0.4197,1604.0212394713617,1499.9970292646212,1499.9999999606202,1499.9999999976467,1499.996466868183,0.3939,0.439,0.4251,,66.0,41.0,167.0,0.0,1118
Mikael Torpegaard,12,5,7,38.083333333333336,0,0.4,0.4,-1,2022-03-04,0.4167,1514.1034530969866,1499.9967489502428,1500.0,1500.0,1500.0000243917939,1.0,0.0,0.4,,1.0,1.0,10.0,0.0,1020
Paolo Lorenzi,274,106,168,11.025547445255475,0,0.3,0.2,-1,2021-07-12,0.3869,1584.3836449542587,1499.99667269853,1499.9999987234182,1499.9999630888262,1499.9998109393964,0.4328,0.1739,0.3761,,134.0,23.0,117.0,0.0,1255
Antoine Hoang,19,6,13,26.42105263157895,1,0.3,0.2,-1,2021-09-20,0.3158,1521.1420210791587,1499.9965400517247,1500.0000024806072,1500.0,1499.997475057038,0.5,0.5,0.2308,,4.0,2.0,13.0,0.0,1185
Ivo Karlovic,380,193,187,8.726315789473684,0,0.3,0.4,-1,2021-08-30,0.5079,1719.8013018216468,1499.9959017815627,1499.9999999959934,1500.0007388121735,1499.99599679249,0.4,0.5781,0.5156,,60.0,64.0,256.0,0.0,1206
Yen Hsun Lu,235,101,134,10.672340425531916,1,0.1,0.2,-1,2021-07-24,0.4298,1596.748141043878,1499.9950089704328,1499.9999999965596,1499.999354622465,1499.998632358779,0.25,0.4444,0.4469,,20.0,36.0,179.0,0.0,1243
Kaichi Uchida,5,2,3,30.6,2,0.5,0.5,-1,2022-10-03,0.4,1504.7848179314226,1499.9938683394496,1500.0,1500.0,1499.931896719399,,1.0,0.25,,0.0,1.0,4.0,0.0,807
Yuichi Sugita,137,53,84,16.48175182481752,0,0.3,0.2,-1,2021-08-30,0.3869,1639.5690768491017,1499.9936016370095,1499.9999993491895,1499.9992078721966,1499.9960387838742,0.2143,0.4839,0.3804,,14.0,31.0,92.0,0.0,1206
Aziz Ouakaa,2,1,1,45.0,0,0.5,0.5,0,2021-11-26,0.5,1500.0,1499.993457419988,1500.0,1500.0,1500.0,1.0,,0.0,,1.0,0.0,1.0,0.0,1118
Andrea Collarini,2,0,2,45.0,0,0.5,0.5,-1,2024-07-22,0.0,1500.0,1499.9931717563081,1499.9954478375387,1500.0,1500.0,0.0,,,,2.0,0.0,0.0,0.0,149
Nicolas Kicker,48,19,29,14.604166666666666,0,0.2,0.2,-1,2022-02-21,0.3958,1552.0285076639682,1499.9926620978508,1499.9951668164365,1500.0,1499.9999999999998,0.4286,0.0,0.3333,,35.0,1.0,12.0,0.0,1031
Sanjar Fayziev,15,2,13,42.0,1,0.2,0.4,-1,2022-03-04,0.1333,1505.638879212505,1499.9900228643528,1499.9999999999857,1500.0,1499.9880309502848,0.3333,0.0,0.1,,3.0,2.0,10.0,0.0,1020
Thomaz Bellucci,303,143,160,8.481848184818482,0,0.2,0.0,-1,2023-02-20,0.4719,1640.3954159263853,1499.9871642117375,1499.9999999188212,1500.0,1499.9999999915178,0.5353,0.2308,0.4083,,170.0,13.0,120.0,0.0,667
Jose Rubin Statham,27,6,21,35.888888888888886,0,0.3,0.4,-1,2024-09-14,0.2222,1508.4702820281539,1499.985534059307,1500.0,1500.0,1500.0000017031784,0.3333,0.0,0.2273,,3.0,2.0,22.0,0.0,95
Evgeny Donskoy,167,54,113,16.15568862275449,1,0.2,0.2,-1,2021-10-18,0.3234,1525.4743199641903,1499.985244131564,1499.9999999999961,1499.9999985848635,1499.987755086949,0.2143,0.25,0.3577,,28.0,16.0,123.0,0.0,1157
Lorenzo Giustino,8,1,7,48.75,0,0.14285714285714285,0.2,-1,2023-04-17,0.125,1508.2786240578894,1499.984201889327,1500.0004414746659,1500.0,1499.9999657111023,0.1667,,0.0,,6.0,0.0,2.0,0.0,611
Aleksandre Metreveli,9,2,7,23.333333333333332,2,0.25,0.0,-1,2022-01-03,0.2222,1514.1290182878358,1499.9837396054352,1500.0000000180717,1500.0,1499.9861711755327,0.5,,0.1429,,2.0,0.0,7.0,0.0,1080
Muzammil Murtaza,4,0,4,37.5,1,0.0,0.0,-1,2022-09-16,0.0,1500.0,1499.9817830586562,1500.0,1499.999999861799,1500.0,0.0,0.0,,,2.0,2.0,0.0,0.0,824
Mathias Bourgue,6,1,5,45.0,0,0.2,0.2,-1,2023-11-06,0.1667,1512.0,1499.9780027522277,1499.999999998285,1500.0,1500.0,0.25,,0.0,,4.0,0.0,2.0,0.0,408
Gianluca Mager,59,24,35,12.11864406779661,5,0.3,0.4,-1,2022-01-31,0.4068,1567.3415317482938,1499.9775190909447,1499.9980424884754,1500.0006474139147,1499.9658992544066,0.4516,0.5,0.3462,,31.0,2.0,26.0,0.0,1052
Johan Nikles,4,1,3,37.5,1,0.3333333333333333,0.3333333333333333,-1,2022-05-16,0.25,1506.1467434746748,1499.9772867474962,1499.9848578316412,1500.0,1500.0,0.25,,,,4.0,0.0,0.0,0.0,947
Cedrik Marcel Stebe,82,32,50,18.646341463414632,1,0.4,0.2,-1,2022-02-07,0.3902,1527.890427709826,1499.9763896613651,1500.0000081795158,1499.9999778558354,1499.9950492461062,0.5143,0.2222,0.3158,,35.0,9.0,38.0,0.0,1045
Thai Son Kwiatkowski,7,0,7,53.142857142857146,0,0.0,0.0,-1,2023-08-21,0.0,1500.0,1499.9761607190349,1500.0,1500.0,1499.9832915029965,,0.0,0.0,,0.0,1.0,6.0,0.0,485
Thomas Fabbiano,88,27,61,17.454545454545453,0,0.1,0.0,-1,2022-02-14,0.3068,1519.1675950268302,1499.9749556206627,1499.9997128242105,1500.000000006127,1499.9860152185836,0.24,0.5714,0.2653,,25.0,14.0,49.0,0.0,1038
Hady Habib,16,9,7,42.3125,0,0.4,0.4,0,2024-09-14,0.5625,1531.4123915426558,1499.9742138549184,1494.75905700557,1500.0,1500.0000019022,0.3333,,1.0,0.0,9.0,0.0,6.0,1.0,95
Renzo Olivo,56,23,33,16.178571428571427,0,0.5,0.4,-1,2022-02-21,0.4107,1534.6434951560414,1499.9730486364272,1499.9938024620126,1500.0,1499.9999999987258,0.4565,0.0,0.2222,,46.0,1.0,9.0,0.0,1031
Gabi Adrian Boitan,3,1,2,30.0,1,0.5,0.5,-1,2024-09-13,0.3333,1511.9715716761227,1499.970627803681,1500.0,1500.0,1500.0,0.0,,0.5,,1.0,0.0,2.0,0.0,96
Luke Saville,10,2,8,40.4,0,0.2222222222222222,0.0,-1,2023-09-20,0.2,1518.4730811281029,1499.9701491549226,1500.0,1500.0,1499.9748392022102,,0.3333,0.0,,0.0,6.0,4.0,0.0,455
Andrej Martin,64,27,37,21.21875,0,0.5,0.4,-1,2022-01-31,0.4219,1598.5894321350536,1499.9692499463874,1499.9829271155093,1500.0,1499.9996873378177,0.4694,0.0,0.2857,,49.0,1.0,14.0,0.0,1052
Gian Marco Moroni,4,1,3,37.5,0,0.3333333333333333,0.3333333333333333,-1,2022-04-18,0.25,1511.8603527339742,1499.9666558157178,1499.9999978780472,1500.0,1500.0,0.3333,,0.0,,3.0,0.0,1.0,0.0,975
Federico Gaio,18,3,15,38.888888888888886,0,0.1,0.2,-1,2022-01-31,0.1667,1512.2334736583982,1499.9658842461758,1499.9996557710238,1500.0,1499.9824056613024,0.3,,0.0,,10.0,0.0,8.0,0.0,1052
Martin Antonio Vergara Del Puerto,3,1,2,50.0,0,0.5,0.5,-1,2024-02-03,0.3333,1501.3806974050374,1499.9585402429,1499.9724029698136,1500.0,1500.0,0.3333,,,,3.0,0.0,0.0,0.0,319
Brayden Schnur,23,4,19,30.73913043478261,0,0.0,0.0,-1,2022-01-03,0.1739,1537.229912269931,1499.9555743376416,1500.0,1499.9999501556167,1499.9778039361922,,0.0,0.2,,0.0,3.0,20.0,0.0,1080
Pablo Cuevas,346,179,167,8.690751445086706,3,0.3,0.6,-1,2022-05-23,0.5173,1701.2623881883237,1499.9521378032466,1499.9946259393455,1499.999975517456,1499.9718685357482,0.5991,0.375,0.3898,,212.0,16.0,118.0,0.0,940
Christian Sigsgaard,7,3,4,38.57142857142857,0,0.5,0.4,-1,2022-09-17,0.4286,1510.853233342303,1499.9512648805403,1500.0,1500.0,1500.0368830556856,,0.0,0.5,,0.0,1.0,6.0,0.0,823
Matthew Ebden,205,78,127,12.473170731707317,0,0.5,0.2,-1,2024-07-29,0.3805,1603.6886985888202,1499.9470670814558,1499.9999999273548,1499.99994300057,1500.001832281066,0.0667,0.4348,0.3958,,15.0,46.0,144.0,0.0,142
Petros Tsitsipas,7,3,4,38.57142857142857,0,0.5,0.4,-1,2024-07-29,0.4286,1511.7498346463283,1499.942552373093,1500.005453208691,1500.0,1499.9988012497415,0.6,,0.0,,5.0,0.0,2.0,0.0,142
Gerald Melzer,53,18,35,26.11320754716981,0,0.4,0.2,-1,2022-07-25,0.3396,1506.6512562405799,1499.9402167151543,1499.9999998099315,1500.0,1499.999999807203,0.4324,,0.125,,37.0,0.0,16.0,0.0,877
Michael Geerts,3,1,2,40.0,0,0.5,0.5,-1,2022-10-17,0.3333,1504.1993680646644,1499.9280006774864,1500.0,1500.0,1499.8731319572637,1.0,,0.0,,1.0,0.0,2.0,0.0,793
Juan Alejandro Hernandez Serrano,3,1,2,30.0,1,0.5,0.5,-1,2022-08-01,0.3333,1503.4870965119974,1499.9256261187993,1500.0,1500.0,1499.942368868541,,,0.3333,,0.0,0.0,3.0,0.0,870
Eduardo Nava,2,0,2,45.0,0,0.5,0.5,-1,2023-05-29,0.0,1500.0,1499.9185088057852,1500.0,1500.0,1500.0,0.0,,0.0,,1.0,0.0,1.0,0.0,569
Wishaya Trongcharoenchaikul,23,12,11,34.73913043478261,0,0.6,0.4,-1,2024-02-03,0.5217,1547.907249105134,1499.9172931727724,1500.0000056254662,1500.0,1500.0000155777725,0.5556,0.5,0.5,,9.0,2.0,12.0,0.0,319
Salvatore Caruso,63,19,44,16.761904761904763,0,0.1,0.2,-1,2022-01-17,0.3016,1534.0328895106695,1499.9130944956723,1499.994447820008,1499.9993139759563,1499.9754014004147,0.2963,0.0,0.3438,,27.0,4.0,32.0,0.0,1066
Stefan Kozlov,35,9,26,24.8,1,0.3,0.0,-1,2022-09-19,0.2571,1531.3281748464083,1499.9082903089313,1500.0,1499.9434715995465,1499.9640066756178,0.0,0.3846,0.1905,,1.0,13.0,21.0,0.0,821
Petros Chrysochos,14,4,10,36.42857142857143,0,0.3,0.4,-1,2024-02-03,0.2857,1511.9770912911072,1499.8855720850395,1500.0,1500.0,1499.999999999997,0.4,,0.1429,0.5,5.0,0.0,7.0,2.0,319
Nicola Kuhn,12,3,9,33.916666666666664,1,0.3,0.2,-1,2022-07-18,0.25,1511.3893717010617,1499.8709388680763,1499.9788438800806,1499.983106044756,1499.9999960722407,0.25,0.0,0.3333,,4.0,2.0,6.0,0.0,884
Andreas Seppi,492,242,250,7.664634146341464,0,0.3,0.4,-1,2022-06-06,0.4919,1675.5634401349432,1499.865621831494,1499.9986689108202,1500.0151722019011,1499.9672758159077,0.4656,0.5897,0.477,,131.0,78.0,283.0,0.0,926
Nicolas Alvarez,12,7,5,32.5,1,0.6,0.4,-1,2022-09-17,0.5833,1533.5746399467928,1499.8493810868606,1499.899095727719,1500.0,1499.9999999995077,0.5556,,0.6667,,9.0,0.0,3.0,0.0,823
Ji Sung Nam,8,3,5,52.25,0,0.42857142857142855,0.4,-1,2022-09-26,0.375,1502.3014386000484,1499.847208040064,1500.0,1500.0,1499.8649904059973,,1.0,0.2857,,0.0,1.0,7.0,0.0,814
Lukas Rosol,277,123,154,10.209386281588447,0,0.3,0.4,-1,2022-10-17,0.444,1673.0454007996839,1499.8465500693128,1500.0000000232246,1499.999999999468,1499.9991440916665,0.5306,0.381,0.3987,,98.0,21.0,158.0,0.0,793
Peter Bertran,4,2,2,37.5,1,0.3333333333333333,0.3333333333333333,0,2022-09-16,0.5,1500.0,1499.8402698001119,1500.0,1500.0,1499.893921764199,1.0,,0.3333,,1.0,0.0,3.0,0.0,824
Jo-Wilfried Tsonga,514,338,176,6.614785992217898,1,0.2,0.2,-1,2022-05-23,0.6576,1868.4763069444653,1499.8392988150981,1499.8976060155146,1499.9993808635134,1500.0048671766492,0.6034,0.6667,0.6746,,116.0,60.0,338.0,0.0,940
Jay Clarke,13,2,11,24.0,1,0.1,0.0,-1,2022-06-27,0.1538,1506.1403586653742,1499.8223647564823,1500.0,1499.9168702150023,1500.0,,0.1667,0.0,,0.0,12.0,1.0,0.0,905
Juan Ignacio Londero,85,35,50,12.223529411764705,0,0.4,0.2,-1,2022-05-23,0.4118,1608.7676961720972,1499.8101968723672,1499.9132246792162,1499.9999769453589,1499.9996902719324,0.4839,0.25,0.2105,,62.0,4.0,19.0,0.0,940
Hiroki Moriya,14,3,11,31.357142857142858,2,0.2,0.4,-1,2022-10-03,0.2143,1500.0,1499.8043919719817,1500.0,1500.0,1499.8796826762905,,0.0,0.2308,,0.0,1.0,13.0,0.0,807
Ernests Gulbis,310,157,153,9.73225806451613,0,0.4,0.4,0,2023-02-04,0.5065,1818.8430017207857,1499.7868541415037,1499.9998882326706,1499.9999999950173,1499.999578554632,0.5208,0.3929,0.5135,1.0,96.0,28.0,185.0,1.0,683
Stylianos Christodoulou,2,1,1,45.0,0,0.5,0.5,0,2024-02-03,0.5,1500.0,1499.7847313381988,1500.0,1500.0,1500.0,0.0,,1.0,,1.0,0.0,1.0,0.0,319
Johannes Ingildsen,3,1,2,50.0,0,0.5,0.5,0,2022-09-17,0.3333,1500.0,1499.7844191606073,1500.0,1500.0,1499.9599944872432,,0.0,0.5,,0.0,1.0,2.0,0.0,823
Nino Serdarusic,10,2,8,42.4,0,0.2222222222222222,0.2,-1,2023-05-22,0.2,1508.750779951528,1499.7497182755208,1499.9566829677817,1500.0,1499.9907378948587,0.1667,,0.25,,6.0,0.0,4.0,0.0,576
Kacper Zuk,8,3,5,48.625,0,0.42857142857142855,0.4,-1,2023-01-02,0.375,1508.3200264080338,1499.749109028523,1500.0,1500.0,1499.9156540163597,0.0,,0.4286,,1.0,0.0,7.0,0.0,716
Bjorn Fratangelo,62,22,40,22.5,0,0.3,0.2,-1,2023-07-31,0.3548,1516.7612052067768,1499.7397861667978,1499.9890226149023,1500.000000000002,1499.9938319403534,0.3125,0.5,0.35,,16.0,6.0,40.0,0.0,506
Illya Marchenko,110,41,69,19.30909090909091,0,0.3,0.4,-1,2023-08-21,0.3727,1557.248345571197,1499.7397313028196,1499.9999999814056,1499.9992300686963,1499.9324186768793,0.2308,0.1875,0.4321,,13.0,16.0,81.0,0.0,485
Sam Querrey,479,254,225,7.916492693110647,0,0.4,0.2,-1,2022-08-29,0.5303,1743.2485838298105,1499.7317414093654,1499.9733252696672,1500.0052915413346,1499.5554170928485,0.4286,0.6277,0.526,,77.0,94.0,308.0,0.0,842
Matteo Gigante,3,1,2,21.666666666666668,1,0.5,0.5,-1,2024-05-06,0.3333,1500.0,1499.731633057828,1499.888549100179,1500.0,1500.0,0.3333,,,,3.0,0.0,0.0,0.0,226
Gilles Arnaud Bailly,2,0,2,45.0,0,0.5,0.5,-1,2024-10-14,0.0,1500.0,1499.7134930726027,1500.0,1500.0,1499.7444844344172,,,0.0,,0.0,0.0,2.0,0.0,65
Karim Mohamed Maamoun,13,5,8,48.15384615384615,0,0.3,0.0,0,2023-09-16,0.3846,1519.666104696033,1499.6806300598594,1499.7959070890545,1500.0,1500.0000000341538,0.3333,,0.5,,9.0,0.0,4.0,0.0,459
Peter Gojowczyk,174,76,98,13.448275862068966,3,0.2,0.2,-1,2022-08-29,0.4368,1646.2722868132748,1499.6712442558041,1499.9517664406246,1500.025544590848,1499.789898664486,0.3043,0.4615,0.456,,23.0,26.0,125.0,0.0,842
Roberto Quiroz,21,9,12,35.904761904761905,1,0.4,0.0,-1,2022-09-17,0.4286,1531.5602061096918,1499.6694808350137,1500.0,1500.0,1499.7661564610744,0.625,0.0,0.3333,,8.0,1.0,12.0,0.0,823
